"","phis1","titas1"
"1",0.932791774058852,-0.579860289237301
"2",0.92481331601658,-0.481676525194704
"3",0.903846240404726,-0.564984217283916
"4",0.930804150951076,-0.485559209756754
"5",0.933347460235965,-0.449439206889365
"6",0.949230310568226,-0.545676486676639
"7",0.913866781651799,-0.472475120601978
"8",0.919875030527484,-0.516998658051687
"9",0.902343053293446,-0.513168705811319
"10",0.940217089907066,-0.493949621431193
"11",0.946639561578803,-0.496818002880913
"12",0.93634737403055,-0.527610777644314
"13",0.931182516777171,-0.450495343603799
"14",0.862301471927302,-0.382000640897659
"15",0.900117655088445,-0.543114293136258
"16",0.887944557684681,-0.479369571421755
"17",0.916325885612362,-0.490058909527364
"18",0.919054839959087,-0.4902533673543
"19",0.92692814383904,-0.509980557764808
"20",0.951796289203763,-0.526189072236146
"21",0.934060842960947,-0.548066278928338
"22",0.896355097455954,-0.472130789248272
"23",0.912315763414225,-0.436047506603002
"24",0.9184893629172,-0.539748502903513
"25",0.883134318031659,-0.438564152059545
"26",0.924401939198112,-0.505464064165048
"27",0.888367375515955,-0.420056943749883
"28",0.935991316550583,-0.517860575521109
"29",0.912359541360365,-0.468932647786994
"30",0.931662067957736,-0.445702920129779
"31",0.96350311278573,-0.504720497726795
"32",0.954174589148973,-0.576971935241922
"33",0.92671936706064,-0.463946117881732
"34",0.922584086322643,-0.441275444954632
"35",0.918072589577788,-0.482499704467392
"36",0.917365332321589,-0.488369505131922
"37",0.922999624139215,-0.449062909797708
"38",0.920845553271808,-0.475778831172097
"39",0.870766337544206,-0.400338457024607
"40",0.932372421343374,-0.506465027305463
"41",0.873296566243916,-0.51785266928447
"42",0.938160756873678,-0.468284304775516
"43",0.923339764753662,-0.482731551711456
"44",0.93165008657164,-0.513074978459899
"45",0.937895651815824,-0.487953499006029
"46",0.905981415499543,-0.461575820658214
"47",0.924867794012956,-0.547887629775952
"48",0.893107669408551,-0.409311964883677
"49",0.882567594711196,-0.431279068561199
"50",0.891414015992119,-0.392634431243702
"51",0.906177989308224,-0.485245912191981
"52",0.91615545530796,-0.446398407767113
"53",0.899996878694346,-0.433802464298193
"54",0.91624207988175,-0.480408207651423
"55",0.887430504334794,-0.496423992848576
"56",0.937001559760204,-0.528915386658876
"57",0.926740161721419,-0.534334318467328
"58",0.924520244938518,-0.521960991591675
"59",0.8785222061915,-0.489512826103604
"60",0.945600586334449,-0.526127715497262
"61",0.904914846191037,-0.425811983331915
"62",0.940989380636862,-0.465776188791501
"63",0.904651274761491,-0.527987465304532
"64",0.957622740058867,-0.504349031740912
"65",0.937023014814436,-0.539530452669417
"66",0.920290341793156,-0.492553169859144
"67",0.887515495448816,-0.425900508821516
"68",0.913741903571642,-0.463353117177571
"69",0.935600651755935,-0.489207615833476
"70",0.930573756887566,-0.428605328980451
"71",0.938319495369165,-0.559413061025176
"72",0.90254797168313,-0.535391779234443
"73",0.899758575729068,-0.483898704173086
"74",0.913452339852594,-0.51454014784635
"75",0.899841203531019,-0.467870185812564
"76",0.936122831154779,-0.451165399995581
"77",0.926842950952407,-0.498859019595008
"78",0.899671873549636,-0.45959339364637
"79",0.927666884247074,-0.473250495342695
"80",0.935508783378589,-0.478043005440902
"81",0.892983710142468,-0.449016369573498
"82",0.913202019334775,-0.475949325111163
"83",0.949073240829078,-0.524867740647638
"84",0.940014209649376,-0.559065103135336
"85",0.950298434786018,-0.528866116313648
"86",0.919999654024124,-0.524361494332664
"87",0.905262790754321,-0.472749926906617
"88",0.930692729817068,-0.455866002897564
"89",0.900218546919343,-0.486002221769418
"90",0.927569262962985,-0.451046406530496
"91",0.927324119561855,-0.46353240620687
"92",0.928103990064559,-0.472756809819525
