"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"142","1","0","139.77","(1,0)","2","0","132.4","(2,0)"
"143","2","0","156.06","(2,0)","2","0","148.41","(2,0)"
"144","1","1","169.04","(1,1)","1","1","161.39","(1,1)"
"145","1","1","157.32","(1,1)","1","1","149.68","(1,1)"
"146","1","1","153.89","(1,1)","1","1","146.24","(1,1)"
"147","1","0","134.96","(1,0)","1","0","129.23","(1,0)"
"148","1","1","155.82","(1,1)","1","1","148.17","(1,1)"
"149","2","0","158.67","(2,0)","2","0","151.03","(2,0)"
"150","1","1","171.55","(1,1)","1","1","163.9","(1,1)"
"151","2","2","156.68","(2,2)","2","2","145.21","(2,2)"
"152","2","0","151.64","(2,0)","2","0","143.99","(2,0)"
"153","1","2","147.68","(1,2)","1","2","138.12","(1,2)"
"154","0","0","141.15","(0,0)","0","2","133.51","(0,2)"
"155","2","0","173.14","(2,0)","1","2","164.7","(1,2)"
"156","1","0","182","(1,0)","2","0","175.18","(2,0)"
"157","0","0","152.19","(0,0)","0","0","148.37","(0,0)"
"158","1","0","149.51","(1,0)","1","0","143.77","(1,0)"
"159","1","0","158.66","(1,0)","1","2","150.68","(1,2)"
"160","2","0","158.83","(2,0)","2","0","151.19","(2,0)"
