"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"47","1","2","1448.27","(1,2)","1","2","1427.2","(1,2)"
"48","2","0","1394.52","(2,0)","1","2","1374.83","(1,2)"
"49","1","1","1462.59","(1,1)","1","1","1445.73","(1,1)"
"50","2","0","1439.58","(2,0)","2","0","1422.72","(2,0)"
"51","1","1","1439.35","(1,1)","2","2","1418.3","(2,2)"
"52","2","0","1489.77","(2,0)","1","2","1470.94","(1,2)"
"53","1","1","1401.98","(1,1)","1","2","1382.85","(1,2)"
"54","1","1","1415.89","(1,1)","2","1","1398.14","(2,1)"
"55","2","0","1472.73","(2,0)","2","2","1455.48","(2,2)"
"56","2","1","1467.43","(2,1)","2","1","1446.36","(2,1)"
"57","1","1","1431.03","(1,1)","1","2","1410.05","(1,2)"
"58","2","0","1450.17","(2,0)","2","1","1431.22","(2,1)"
"59","1","1","1460.82","(1,1)","1","2","1443.64","(1,2)"
"60","1","1","1426.41","(1,1)","1","2","1409.04","(1,2)"
"61","2","0","1419.46","(2,0)","2","0","1402.6","(2,0)"
"62","2","0","1440.91","(2,0)","2","2","1422.31","(2,2)"
"63","2","0","1439.73","(2,0)","2","2","1422.05","(2,2)"
"64","1","1","1442.5","(1,1)","1","2","1424.79","(1,2)"
"65","2","0","1399.44","(2,0)","2","2","1379.2","(2,2)"
"66","1","2","1394.82","(1,2)","1","2","1373.75","(1,2)"
"67","2","0","1505.14","(2,0)","2","0","1488.28","(2,0)"
"68","1","1","1449.95","(1,1)","1","1","1433.09","(1,1)"
"69","1","2","1435.89","(1,2)","1","2","1414.81","(1,2)"
"70","2","0","1456.07","(2,0)","1","2","1436.36","(1,2)"
"71","1","1","1404.42","(1,1)","2","1","1385.11","(2,1)"
"72","1","1","1371.89","(1,1)","1","1","1355.04","(1,1)"
"73","1","1","1421.31","(1,1)","2","1","1402.04","(2,1)"
"74","1","1","1506.19","(1,1)","1","2","1488.57","(1,2)"
"75","2","0","1450.44","(2,0)","2","0","1433.58","(2,0)"
"76","1","1","1449.94","(1,1)","1","1","1433.08","(1,1)"
"77","1","1","1438.89","(1,1)","1","1","1422.03","(1,1)"
"78","1","1","1443.94","(1,1)","1","1","1427.08","(1,1)"
"79","1","1","1437.43","(1,1)","1","1","1420.57","(1,1)"
"80","2","0","1509.9","(2,0)","2","2","1489.54","(2,2)"
"81","1","1","1401.18","(1,1)","1","2","1381.23","(1,2)"
"82","1","1","1467.78","(1,1)","1","2","1450.03","(1,2)"
"83","1","1","1476.3","(1,1)","2","2","1458.28","(2,2)"
"84","2","1","1391.42","(2,1)","2","1","1370.35","(2,1)"
"85","1","1","1415.97","(1,1)","1","2","1395.52","(1,2)"
"86","2","0","1482.6","(2,0)","2","1","1462.66","(2,1)"
"87","2","0","1449.68","(2,0)","2","1","1431.87","(2,1)"
"88","1","1","1473.43","(1,1)","1","2","1453.14","(1,2)"
"89","2","0","1494.04","(2,0)","1","2","1474.11","(1,2)"
"90","1","2","1487.4","(1,2)","1","2","1466.32","(1,2)"
"91","1","1","1470.54","(1,1)","1","2","1451.41","(1,2)"
"92","2","0","1402.66","(2,0)","2","1","1384.02","(2,1)"
"93","1","1","1459.63","(1,1)","1","2","1439.59","(1,2)"
"94","1","1","1423.4","(1,1)","1","1","1406.55","(1,1)"
"95","2","0","1507.89","(2,0)","2","1","1490.94","(2,1)"
"96","1","1","1460.79","(1,1)","1","1","1443.93","(1,1)"
"97","2","1","1441.05","(2,1)","2","1","1419.98","(2,1)"
"98","1","1","1430.73","(1,1)","1","2","1411.29","(1,2)"
"99","1","1","1373.37","(1,1)","2","1","1355.2","(2,1)"
"100","1","1","1440.46","(1,1)","1","2","1422.39","(1,2)"
"101","1","1","1382.47","(1,1)","1","2","1364.71","(1,2)"
"102","2","1","1416.71","(2,1)","2","1","1395.63","(2,1)"
"103","2","1","1493.68","(2,1)","2","2","1471.07","(2,2)"
"104","2","0","1447.42","(2,0)","2","1","1429.2","(2,1)"
"105","1","2","1418.8","(1,2)","1","2","1397.73","(1,2)"
"106","2","0","1470.01","(2,0)","2","1","1449.56","(2,1)"
"107","1","1","1459.74","(1,1)","1","2","1440.07","(1,2)"
"108","1","1","1456.78","(1,1)","2","1","1438.08","(2,1)"
"109","2","0","1488.01","(2,0)","2","0","1471.15","(2,0)"
"110","1","1","1455.16","(1,1)","1","1","1438.3","(1,1)"
"111","2","2","1450.2","(2,2)","2","2","1424.91","(2,2)"
"112","2","0","1460.74","(2,0)","2","1","1442.44","(2,1)"
"113","1","1","1431.04","(1,1)","2","1","1412.06","(2,1)"
"114","2","0","1460.42","(2,0)","2","1","1442.08","(2,1)"
"115","2","0","1408.99","(2,0)","2","0","1392.13","(2,0)"
"116","1","1","1451.46","(1,1)","2","2","1427.26","(2,2)"
"117","1","1","1465.44","(1,1)","2","1","1445.46","(2,1)"
"118","1","1","1443.87","(1,1)","1","1","1427.01","(1,1)"
"119","1","1","1488.35","(1,1)","1","1","1471.49","(1,1)"
"120","1","1","1423.62","(1,1)","1","1","1406.76","(1,1)"
"121","1","1","1465.73","(1,1)","1","1","1448.88","(1,1)"
"122","1","1","1465.22","(1,1)","1","2","1447.47","(1,2)"
"123","2","0","1516.61","(2,0)","2","1","1495.61","(2,1)"
"124","1","1","1403.7","(1,1)","1","1","1386.84","(1,1)"
"125","2","0","1444.53","(2,0)","2","0","1427.67","(2,0)"
"126","1","1","1370.72","(1,1)","1","1","1353.86","(1,1)"
"127","1","2","1469.4","(1,2)","1","2","1448.32","(1,2)"
"128","2","2","1459.34","(2,2)","2","2","1434.06","(2,2)"
"129","2","0","1407.42","(2,0)","2","1","1386.71","(2,1)"
"130","1","1","1448.12","(1,1)","1","1","1431.26","(1,1)"
"131","2","0","1368.65","(2,0)","2","0","1351.79","(2,0)"
"132","2","0","1463.62","(2,0)","2","0","1446.76","(2,0)"
"133","2","0","1465.73","(2,0)","2","0","1448.87","(2,0)"
"134","1","2","1459.93","(1,2)","1","2","1438.85","(1,2)"
"135","1","1","1381.1","(1,1)","1","1","1364.24","(1,1)"
"136","1","1","1416.75","(1,1)","1","1","1399.89","(1,1)"
"137","2","1","1460.16","(2,1)","2","1","1439.09","(2,1)"
"138","1","1","1452.76","(1,1)","2","1","1433.81","(2,1)"
"139","1","1","1420.09","(1,1)","1","1","1403.23","(1,1)"
"140","1","1","1381.84","(1,1)","2","2","1364.39","(2,2)"
"141","2","0","1462.9","(2,0)","1","2","1442.73","(1,2)"
"142","1","1","1415.58","(1,1)","2","1","1395.96","(2,1)"
"143","2","0","1419.91","(2,0)","2","1","1401.97","(2,1)"
"144","1","1","1431.04","(1,1)","1","1","1414.18","(1,1)"
"145","2","0","1413.28","(2,0)","2","0","1396.42","(2,0)"
"146","2","0","1468.61","(2,0)","1","2","1448.77","(1,2)"
"147","2","0","1378.98","(2,0)","2","1","1359.59","(2,1)"
"148","2","0","1473.2","(2,0)","1","2","1454.09","(1,2)"
"149","1","2","1429.01","(1,2)","1","2","1407.94","(1,2)"
"150","1","1","1481.51","(1,1)","1","2","1463.65","(1,2)"
"151","2","1","1436.99","(2,1)","2","1","1415.92","(2,1)"
"152","1","1","1442.05","(1,1)","1","2","1422.66","(1,2)"
"153","1","1","1447.11","(1,1)","1","1","1430.25","(1,1)"
"154","2","0","1405.26","(2,0)","2","1","1388.28","(2,1)"
"155","2","0","1451.15","(2,0)","1","2","1432.91","(1,2)"
"156","1","1","1513.99","(1,1)","1","2","1495.51","(1,2)"
"157","2","1","1512.19","(2,1)","2","2","1490.7","(2,2)"
"158","2","0","1456.15","(2,0)","2","1","1435.63","(2,1)"
"159","1","2","1398.91","(1,2)","1","2","1377.83","(1,2)"
"160","2","0","1498.51","(2,0)","2","1","1478.7","(2,1)"
"161","1","1","1449.91","(1,1)","1","1","1433.05","(1,1)"
"162","1","1","1481.94","(1,1)","2","1","1461.48","(2,1)"
"163","2","0","1437.92","(2,0)","2","1","1417.39","(2,1)"
"164","1","1","1382.28","(1,1)","1","2","1362.87","(1,2)"
"165","2","0","1410.91","(2,0)","2","1","1391.73","(2,1)"
"166","2","0","1418.61","(2,0)","2","0","1401.76","(2,0)"
"167","2","0","1460.65","(2,0)","2","0","1443.79","(2,0)"
"168","2","0","1433.9","(2,0)","2","2","1413.02","(2,2)"
"169","1","1","1427.2","(1,1)","1","2","1410.24","(1,2)"
"170","2","0","1397.16","(2,0)","1","2","1379.78","(1,2)"
"171","2","0","1436.66","(2,0)","2","2","1417.22","(2,2)"
"172","1","2","1462.4","(1,2)","1","2","1441.33","(1,2)"
"173","1","2","1430.82","(1,2)","1","2","1409.75","(1,2)"
"174","2","0","1464.07","(2,0)","1","2","1443.49","(1,2)"
"175","1","1","1383.63","(1,1)","1","2","1364.6","(1,2)"
"176","2","0","1404.24","(2,0)","2","1","1383.54","(2,1)"
"177","2","0","1442.66","(2,0)","1","2","1422.46","(1,2)"
"178","1","1","1405.36","(1,1)","1","1","1388.5","(1,1)"
"179","1","1","1382.95","(1,1)","1","2","1365.58","(1,2)"
"180","2","1","1444.13","(2,1)","2","2","1420.01","(2,2)"
"181","1","2","1440.87","(1,2)","1","2","1419.8","(1,2)"
"182","1","1","1469.66","(1,1)","1","1","1452.8","(1,1)"
"183","2","0","1432.59","(2,0)","2","0","1415.73","(2,0)"
"184","1","2","1380.8","(1,2)","1","2","1359.72","(1,2)"
"185","2","1","1403.45","(2,1)","2","1","1382.38","(2,1)"
"186","2","1","1413.91","(2,1)","2","2","1392.58","(2,2)"
"187","2","1","1457.52","(2,1)","2","1","1436.45","(2,1)"
"188","2","0","1461.77","(2,0)","2","1","1442.83","(2,1)"
"189","2","0","1455.04","(2,0)","2","1","1434.97","(2,1)"
"190","1","1","1433.35","(1,1)","2","1","1412.67","(2,1)"
"191","2","0","1455.21","(2,0)","1","2","1435.88","(1,2)"
"192","1","1","1439.49","(1,1)","1","2","1422.06","(1,2)"
"193","1","1","1479.18","(1,1)","2","2","1461.45","(2,2)"
"194","1","1","1480.65","(1,1)","2","1","1463.39","(2,1)"
"195","1","1","1437.89","(1,1)","1","1","1421.03","(1,1)"
"196","1","1","1409.65","(1,1)","2","1","1392.3","(2,1)"
"197","1","1","1411.97","(1,1)","2","2","1393.78","(2,2)"
"198","1","1","1511.39","(1,1)","2","2","1490.77","(2,2)"
"199","1","1","1451.52","(1,1)","1","2","1433.64","(1,2)"
"200","1","1","1466.58","(1,1)","2","2","1443.46","(2,2)"
"201","1","1","1504.38","(1,1)","2","1","1486.01","(2,1)"
"202","2","0","1472.34","(2,0)","2","1","1454.81","(2,1)"
"203","2","0","1482.27","(2,0)","2","2","1463.97","(2,2)"
"204","2","0","1437.67","(2,0)","2","0","1420.81","(2,0)"
"205","2","0","1465.76","(2,0)","1","2","1446.28","(1,2)"
"206","1","1","1527.12","(1,1)","1","1","1510.26","(1,1)"
"207","2","0","1492.84","(2,0)","2","1","1474.65","(2,1)"
"208","1","1","1431.6","(1,1)","1","2","1412.03","(1,2)"
"209","1","1","1467.14","(1,1)","1","2","1449.58","(1,2)"
"210","2","0","1407.07","(2,0)","2","1","1388.56","(2,1)"
"211","2","0","1365.98","(2,0)","2","0","1349.12","(2,0)"
"212","2","0","1433.24","(2,0)","1","2","1415.22","(1,2)"
"213","2","0","1434.53","(2,0)","2","1","1415.64","(2,1)"
"214","1","1","1436.67","(1,1)","1","1","1419.81","(1,1)"
"215","2","0","1446.12","(2,0)","2","2","1427.92","(2,2)"
"216","2","0","1431.06","(2,0)","2","1","1412.05","(2,1)"
"217","2","0","1457.41","(2,0)","2","1","1439.92","(2,1)"
"218","1","1","1454.89","(1,1)","2","2","1432.87","(2,2)"
"219","2","0","1441.2","(2,0)","2","0","1424.34","(2,0)"
"220","2","0","1429.92","(2,0)","1","2","1409.72","(1,2)"
"221","1","1","1477.96","(1,1)","1","2","1460.44","(1,2)"
"222","1","1","1481.4","(1,1)","1","1","1464.54","(1,1)"
"223","2","0","1441.77","(2,0)","2","0","1424.91","(2,0)"
"224","2","0","1438.86","(2,0)","2","0","1422","(2,0)"
"225","1","1","1364.05","(1,1)","1","2","1346.53","(1,2)"
"226","1","1","1375.84","(1,1)","1","1","1358.98","(1,1)"
"227","2","0","1433.58","(2,0)","2","1","1414.48","(2,1)"
"228","2","1","1448.55","(2,1)","2","1","1427.47","(2,1)"
"229","1","1","1481.97","(1,1)","2","1","1463.74","(2,1)"
"230","2","0","1454.75","(2,0)","2","1","1435.79","(2,1)"
"231","1","1","1434.67","(1,1)","2","1","1417.01","(2,1)"
"232","1","1","1438.5","(1,1)","1","2","1420.5","(1,2)"
"233","2","0","1466.23","(2,0)","2","1","1447.58","(2,1)"
"234","2","1","1421.39","(2,1)","2","1","1400.32","(2,1)"
"235","2","1","1444.41","(2,1)","2","1","1423.34","(2,1)"
"236","2","0","1402.8","(2,0)","2","1","1383.4","(2,1)"
"237","2","0","1482.5","(2,0)","2","0","1465.64","(2,0)"
"238","1","1","1412.71","(1,1)","1","1","1395.86","(1,1)"
"239","1","1","1460.9","(1,1)","1","1","1444.05","(1,1)"
"240","2","0","1471.57","(2,0)","2","1","1452.23","(2,1)"
"241","2","1","1453.1","(2,1)","2","1","1432.03","(2,1)"
"242","1","1","1434.15","(1,1)","2","2","1414.62","(2,2)"
"243","2","0","1377.77","(2,0)","2","1","1359.88","(2,1)"
"244","1","2","1490.36","(1,2)","1","2","1469.28","(1,2)"
"245","1","1","1460.91","(1,1)","1","2","1441.68","(1,2)"
"246","2","0","1450.51","(2,0)","1","2","1432.28","(1,2)"
"247","2","0","1428.34","(2,0)","2","0","1411.48","(2,0)"
"248","2","0","1464.79","(2,0)","2","1","1447.29","(2,1)"
"249","2","1","1453.12","(2,1)","2","1","1432.04","(2,1)"
"250","1","1","1476.47","(1,1)","1","2","1459.55","(1,2)"
"251","2","0","1452.31","(2,0)","2","1","1431.74","(2,1)"
"252","1","1","1420.3","(1,1)","2","1","1400.68","(2,1)"
"253","1","1","1519.82","(1,1)","2","1","1502.83","(2,1)"
"254","1","1","1445.39","(1,1)","1","1","1428.53","(1,1)"
"255","2","0","1407.61","(2,0)","1","2","1388.28","(1,2)"
"256","2","0","1437.26","(2,0)","2","1","1418.02","(2,1)"
"257","1","2","1477","(1,2)","1","2","1455.92","(1,2)"
"258","1","1","1444.39","(1,1)","2","1","1427.36","(2,1)"
"259","1","1","1462.16","(1,1)","2","2","1443.61","(2,2)"
"260","1","1","1446.64","(1,1)","1","2","1427.67","(1,2)"
"261","2","0","1480.11","(2,0)","2","1","1460.6","(2,1)"
"262","1","1","1442.13","(1,1)","1","2","1423.32","(1,2)"
"263","1","1","1447.3","(1,1)","2","1","1429.57","(2,1)"
"264","2","0","1484.46","(2,0)","2","1","1466.94","(2,1)"
"265","2","0","1431.96","(2,0)","2","1","1414.54","(2,1)"
"266","2","1","1458.45","(2,1)","2","1","1437.37","(2,1)"
"267","2","0","1436.33","(2,0)","2","0","1419.47","(2,0)"
"268","1","1","1503.07","(1,1)","2","1","1485.73","(2,1)"
"269","2","0","1433.69","(2,0)","1","2","1415.92","(1,2)"
"270","1","1","1477.32","(1,1)","1","1","1460.46","(1,1)"
"271","2","0","1494.36","(2,0)","2","2","1473.55","(2,2)"
"272","2","0","1430.44","(2,0)","1","2","1411.73","(1,2)"
"273","1","2","1444.34","(1,2)","1","2","1423.27","(1,2)"
"274","1","1","1483.92","(1,1)","2","1","1466.15","(2,1)"
"275","1","1","1444.16","(1,1)","1","1","1427.3","(1,1)"
"276","1","1","1505.14","(1,1)","1","2","1485.14","(1,2)"
"277","2","0","1421.57","(2,0)","2","1","1404.04","(2,1)"
"278","2","0","1458.71","(2,0)","2","1","1440.98","(2,1)"
"279","2","0","1464.98","(2,0)","1","2","1446.54","(1,2)"
"280","1","1","1460.39","(1,1)","2","1","1441.86","(2,1)"
"281","1","2","1384.08","(1,2)","1","2","1363.01","(1,2)"
"282","1","2","1427.96","(1,2)","1","2","1406.89","(1,2)"
"283","1","1","1401.66","(1,1)","2","2","1379.83","(2,2)"
"284","2","1","1472.02","(2,1)","2","1","1450.95","(2,1)"
"285","1","1","1472.37","(1,1)","1","2","1455.1","(1,2)"
"286","1","1","1377.55","(1,1)","1","1","1360.69","(1,1)"
"287","1","1","1474.96","(1,1)","2","1","1456.55","(2,1)"
"288","2","0","1461.23","(2,0)","2","0","1444.37","(2,0)"
"289","1","1","1471.5","(1,1)","1","1","1454.64","(1,1)"
"290","1","1","1469.25","(1,1)","1","2","1451.27","(1,2)"
"291","1","1","1487.34","(1,1)","2","1","1468.76","(2,1)"
"292","1","1","1467.83","(1,1)","2","1","1450.7","(2,1)"
"293","1","1","1400.82","(1,1)","1","1","1383.97","(1,1)"
"294","1","1","1430.9","(1,1)","1","1","1414.04","(1,1)"
"295","2","1","1462.66","(2,1)","2","1","1441.58","(2,1)"
"296","2","0","1410.06","(2,0)","2","1","1392.35","(2,1)"
"297","2","0","1378.2","(2,0)","2","1","1359.67","(2,1)"
"298","1","1","1435.96","(1,1)","1","2","1415.24","(1,2)"
"299","2","1","1431.02","(2,1)","2","1","1409.94","(2,1)"
"300","1","1","1471.47","(1,1)","2","2","1450.05","(2,2)"
"301","1","2","1387.09","(1,2)","1","2","1366.02","(1,2)"
"302","1","1","1454.7","(1,1)","1","2","1437.59","(1,2)"
"303","1","1","1422.69","(1,1)","2","1","1405.12","(2,1)"
"304","1","1","1409.33","(1,1)","2","1","1392.27","(2,1)"
"305","2","0","1467.13","(2,0)","1","2","1446.07","(1,2)"
"306","1","1","1476.7","(1,1)","1","1","1459.85","(1,1)"
"307","1","1","1497.39","(1,1)","1","1","1480.54","(1,1)"
"308","2","0","1485.36","(2,0)","2","0","1468.5","(2,0)"
"309","2","1","1466.27","(2,1)","2","1","1445.2","(2,1)"
"310","2","0","1396.16","(2,0)","2","1","1377.95","(2,1)"
"311","1","2","1438.38","(1,2)","1","2","1417.31","(1,2)"
"312","2","0","1451.93","(2,0)","2","0","1435.07","(2,0)"
"313","1","1","1408.8","(1,1)","2","1","1391.85","(2,1)"
"314","1","2","1430.56","(1,2)","1","2","1409.49","(1,2)"
"315","1","1","1454.03","(1,1)","2","2","1432.88","(2,2)"
"316","2","0","1474.52","(2,0)","2","1","1455.08","(2,1)"
"317","2","0","1405.14","(2,0)","1","2","1386.49","(1,2)"
"318","2","0","1412.34","(2,0)","2","1","1393.02","(2,1)"
"319","2","0","1421.86","(2,0)","2","0","1405","(2,0)"
"320","1","1","1436.31","(1,1)","2","2","1417.41","(2,2)"
"321","1","1","1428.19","(1,1)","2","2","1407.83","(2,2)"
"322","1","2","1483.83","(1,2)","1","2","1462.76","(1,2)"
"323","1","1","1500.33","(1,1)","2","1","1482.97","(2,1)"
"324","2","0","1434.26","(2,0)","2","0","1417.4","(2,0)"
"325","1","1","1417.37","(1,1)","1","2","1398.8","(1,2)"
"326","1","2","1442.57","(1,2)","1","2","1421.49","(1,2)"
"327","1","1","1433.45","(1,1)","1","1","1416.59","(1,1)"
"328","1","1","1466.7","(1,1)","1","1","1449.84","(1,1)"
"329","2","0","1414.41","(2,0)","2","0","1397.55","(2,0)"
"330","1","1","1444.57","(1,1)","2","1","1424.65","(2,1)"
"331","1","1","1401.4","(1,1)","1","1","1384.54","(1,1)"
"332","2","0","1411.79","(2,0)","2","1","1392.27","(2,1)"
"333","1","1","1451.95","(1,1)","1","1","1435.09","(1,1)"
"334","1","2","1452.71","(1,2)","1","2","1431.63","(1,2)"
"335","1","1","1455.23","(1,1)","1","2","1436.03","(1,2)"
"336","1","1","1498.89","(1,1)","1","1","1482.03","(1,1)"
"337","2","0","1425.23","(2,0)","2","0","1408.37","(2,0)"
"338","1","2","1387.3","(1,2)","1","2","1366.23","(1,2)"
"339","1","1","1416.32","(1,1)","2","1","1398.55","(2,1)"
"340","1","1","1437.85","(1,1)","2","2","1420.75","(2,2)"
"341","1","1","1503.68","(1,1)","1","2","1484.73","(1,2)"
"342","1","1","1448.61","(1,1)","2","1","1428.74","(2,1)"
"343","2","0","1421.97","(2,0)","2","1","1405.02","(2,1)"
"344","1","1","1433.26","(1,1)","1","2","1415.45","(1,2)"
"345","1","1","1455.59","(1,1)","2","2","1435.52","(2,2)"
"346","2","0","1399.09","(2,0)","2","0","1382.23","(2,0)"
"347","2","0","1464.18","(2,0)","2","1","1445.75","(2,1)"
"348","2","0","1441.87","(2,0)","2","1","1424.23","(2,1)"
"349","1","1","1481.55","(1,1)","1","1","1464.7","(1,1)"
"350","1","1","1364.15","(1,1)","2","1","1347.12","(2,1)"
"351","2","1","1487.92","(2,1)","2","1","1466.85","(2,1)"
"352","1","1","1486.75","(1,1)","2","1","1468.18","(2,1)"
"353","1","2","1455.87","(1,2)","1","2","1434.79","(1,2)"
"354","2","1","1442.69","(2,1)","2","1","1421.61","(2,1)"
"355","1","1","1470.83","(1,1)","1","1","1453.97","(1,1)"
"356","2","0","1454.82","(2,0)","2","1","1437.63","(2,1)"
"357","1","1","1474.64","(1,1)","1","1","1457.78","(1,1)"
"358","2","0","1395.04","(2,0)","2","1","1376.35","(2,1)"
"359","1","2","1435.25","(1,2)","1","2","1414.18","(1,2)"
"360","1","1","1423.96","(1,1)","2","1","1405.43","(2,1)"
"361","2","0","1500.8","(2,0)","1","2","1482.44","(1,2)"
"362","1","2","1446.33","(1,2)","1","2","1425.25","(1,2)"
"363","1","1","1441.59","(1,1)","1","1","1424.74","(1,1)"
"364","1","2","1458.46","(1,2)","1","2","1437.39","(1,2)"
"365","2","0","1467.96","(2,0)","2","1","1450.87","(2,1)"
"366","2","0","1438.19","(2,0)","2","1","1420.16","(2,1)"
"367","2","0","1436.41","(2,0)","2","1","1416.01","(2,1)"
"368","1","1","1472.44","(1,1)","1","1","1455.58","(1,1)"
"369","2","0","1364.43","(2,0)","1","2","1347.23","(1,2)"
"370","1","1","1482.68","(1,1)","2","1","1465.36","(2,1)"
"371","1","1","1466.95","(1,1)","2","2","1445.22","(2,2)"
"372","1","1","1407.22","(1,1)","2","1","1388.64","(2,1)"
"373","2","0","1462.92","(2,0)","2","0","1446.06","(2,0)"
"374","1","1","1421.75","(1,1)","1","1","1404.89","(1,1)"
"375","1","1","1412.99","(1,1)","2","1","1392.66","(2,1)"
"376","2","0","1484.46","(2,0)","1","2","1463.81","(1,2)"
"377","1","2","1436.65","(1,2)","1","2","1415.57","(1,2)"
"378","1","1","1403","(1,1)","1","1","1386.14","(1,1)"
"379","1","2","1427.66","(1,2)","1","2","1406.58","(1,2)"
"380","1","1","1423.12","(1,1)","1","2","1404.33","(1,2)"
"381","2","1","1415.81","(2,1)","2","1","1394.74","(2,1)"
"382","2","0","1427.95","(2,0)","2","2","1409.53","(2,2)"
"383","2","1","1455.7","(2,1)","2","1","1434.63","(2,1)"
"384","2","0","1476.42","(2,0)","2","0","1459.56","(2,0)"
"385","1","1","1475.34","(1,1)","2","2","1457.93","(2,2)"
"386","1","1","1483.82","(1,1)","1","1","1466.96","(1,1)"
"387","1","1","1516.3","(1,1)","2","2","1497.39","(2,2)"
"388","2","0","1431.64","(2,0)","2","0","1414.78","(2,0)"
"389","1","1","1448.55","(1,1)","1","1","1431.69","(1,1)"
"390","2","0","1472.93","(2,0)","1","2","1453.39","(1,2)"
"391","2","0","1424.31","(2,0)","2","0","1407.45","(2,0)"
"392","2","0","1419.97","(2,0)","2","1","1402.02","(2,1)"
"393","1","2","1366.94","(1,2)","1","2","1345.86","(1,2)"
"394","1","1","1405.92","(1,1)","1","2","1385.65","(1,2)"
"395","1","2","1487.71","(1,2)","1","2","1466.63","(1,2)"
"396","1","1","1446.05","(1,1)","2","1","1428.96","(2,1)"
"397","2","0","1454.95","(2,0)","2","0","1438.1","(2,0)"
"398","1","1","1440.97","(1,1)","2","2","1422.05","(2,2)"
"399","1","1","1429.95","(1,1)","1","1","1413.09","(1,1)"
"400","2","1","1461.77","(2,1)","2","1","1440.7","(2,1)"
"401","1","1","1441.16","(1,1)","2","1","1423.94","(2,1)"
"402","1","1","1500.08","(1,1)","2","1","1480.51","(2,1)"
"403","2","0","1475.69","(2,0)","1","2","1456.4","(1,2)"
"404","2","0","1413.75","(2,0)","2","0","1396.89","(2,0)"
"405","2","0","1410.68","(2,0)","1","2","1389.9","(1,2)"
"406","2","0","1434.4","(2,0)","1","2","1415.75","(1,2)"
"407","1","1","1446.4","(1,1)","2","1","1427.08","(2,1)"
"408","1","1","1435.06","(1,1)","2","1","1417.26","(2,1)"
"409","1","2","1444.4","(1,2)","1","2","1423.32","(1,2)"
