"","phis1","titas1"
"1",0.9338466895842,-0.580578229316443
"2",0.914385242162905,-0.43299935861386
"3",0.935511325689256,-0.491147935423021
"4",0.948382479171414,-0.576919272132219
"5",0.899881009986397,-0.499806965591849
"6",0.922140410835622,-0.537033574553566
"7",0.938004264746781,-0.477708537691365
"8",0.937581143546025,-0.546793146129981
"9",0.887517567928248,-0.446394545115343
"10",0.92205774766765,-0.502034515138865
"11",0.933283990325974,-0.509787751061532
"12",0.954960995116966,-0.463641983020518
"13",0.94711450769521,-0.582214237925145
"14",0.889101695509895,-0.442634295219566
"15",0.920664351927181,-0.423984898144766
"16",0.934776775541431,-0.485178003681959
"17",0.936807427138737,-0.507504731250102
"18",0.951523903528565,-0.535540934684674
"19",0.933092130985054,-0.440607642728309
"20",0.949784500601847,-0.478164776899013
"21",0.927845744036412,-0.457019193200951
"22",0.89797382999524,-0.455359607694249
"23",0.935187274924989,-0.53645228669147
"24",0.930520488187636,-0.489456741645116
"25",0.900795930900196,-0.419835567814715
"26",0.888353648988492,-0.530741958547636
"27",0.921271891178583,-0.458415208307546
"28",0.931524898583443,-0.507899792217976
"29",0.916641496957087,-0.503545844845348
"30",0.90485249741426,-0.510486802730076
"31",0.915148644205163,-0.482580994186924
"32",0.909962514137302,-0.381400100886909
"33",0.915007787402586,-0.452852030392733
"34",0.928011889915197,-0.432408576711981
"35",0.890938369741834,-0.442207070008853
"36",0.92875837398921,-0.518277941224368
"37",0.927374025406021,-0.490627818439394
"38",0.932708130080048,-0.514259355637658
"39",0.899971312836414,-0.420653929269245
"40",0.908331281885301,-0.496483537554801
"41",0.939874342926043,-0.497088727718865
"42",0.922409908644716,-0.46321586157061
"43",0.910424280266826,-0.444258268916224
"44",0.959657413276363,-0.516289687956999
"45",0.927347840835899,-0.556205940367485
"46",0.930679668560932,-0.554422237108187
"47",0.907432127244548,-0.511164076046597
"48",0.945751666379754,-0.447857376852394
"49",0.924840564759007,-0.515771801229333
"50",0.919601847537083,-0.464172780091485
"51",0.915489871738069,-0.402835328484585
"52",0.936701963230473,-0.519774813176323
"53",0.95910463518205,-0.540035333358219
"54",0.959748710302655,-0.58933234726787
"55",0.911372501559084,-0.455388286562118
"56",0.934516934753843,-0.490964894268795
"57",0.946769211301562,-0.516881055652493
"58",0.921824041047347,-0.45784816020727
"59",0.900345047273331,-0.435337344968
"60",0.914873174781633,-0.472967265456562
"61",0.903772886767437,-0.463678882089261
"62",0.927724392630279,-0.422596991163554
"63",0.927006810081088,-0.481289828846225
"64",0.933782925378483,-0.4613232129711
"65",0.918808037104277,-0.504250371574851
"66",0.915279855112612,-0.430979056100266
"67",0.94364770297842,-0.520520627874277
"68",0.917961878567184,-0.519767660696297
"69",0.936897239325328,-0.524154901384666
"70",0.932853990940287,-0.510050913222104
"71",0.944591106162695,-0.543146262360792
"72",0.925057476348116,-0.481457530198603
"73",0.937977470384081,-0.50045359467404
"74",0.92483648204808,-0.495600018829306
"75",0.935374473175933,-0.526730772285588
"76",0.92998045457675,-0.487872935727088
"77",0.907028702886123,-0.432003262055305
"78",0.927193162973217,-0.448404399264676
"79",0.908094561653831,-0.470185425902415
"80",0.936342684785013,-0.443998410567883
"81",0.928180750437009,-0.488334703614705
"82",0.945925475714721,-0.522785074424293
"83",0.912270537935247,-0.433170914293416
"84",0.936796734369855,-0.427396770353911
"85",0.931550082310783,-0.523063822292126
"86",0.941090617151119,-0.52266408931205
"87",0.922714978006337,-0.502384488362685
"88",0.899569154916569,-0.467582324542501
"89",0.941042274800683,-0.509198155999019
"90",0.948872970323738,-0.473020221634015
"91",0.889765827741511,-0.466553319382209
"92",0.905647029036663,-0.487816433296287
"93",0.922567441810677,-0.472680281819944
"94",0.934485740969453,-0.538950822992692
"95",0.926087519856398,-0.542730631591274
"96",0.902728361190515,-0.483951409660433
"97",0.950026416905965,-0.50972537666702
"98",0.921054201451016,-0.470265710808997
"99",0.901122226301519,-0.48493554618863
"100",0.938257715680255,-0.48574482024804
"101",0.944344489890314,-0.524310453946152
"102",0.937523019764063,-0.528061793367789
"103",0.926727523968997,-0.512818116189932
"104",0.93188075972877,-0.483076166081148
"105",0.922694936107272,-0.432611706291242
"106",0.913179551976718,-0.468725405256562
