"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"63","1","1","1429.16","(1,1)","1","2","1413.15","(1,2)"
"64","1","1","1416.24","(1,1)","2","1","1403.31","(2,1)"
"65","2","1","1489.25","(2,1)","2","1","1472.4","(2,1)"
"66","2","0","1429.09","(2,0)","1","2","1412.45","(1,2)"
"67","2","1","1433.41","(2,1)","2","1","1416.56","(2,1)"
"68","1","1","1415.96","(1,1)","2","1","1400.25","(2,1)"
"69","2","0","1452.01","(2,0)","2","1","1436.94","(2,1)"
"70","1","2","1428.17","(1,2)","2","2","1409.44","(2,2)"
"71","1","1","1418.49","(1,1)","1","1","1405.86","(1,1)"
"72","1","1","1447.54","(1,1)","2","2","1431.7","(2,2)"
"73","1","2","1459.99","(1,2)","1","2","1443.14","(1,2)"
"74","1","1","1465.67","(1,1)","1","1","1453.03","(1,1)"
"75","1","1","1498.06","(1,1)","1","1","1485.42","(1,1)"
"76","1","1","1442.83","(1,1)","1","1","1430.19","(1,1)"
"77","2","0","1464.51","(2,0)","1","2","1449.82","(1,2)"
"78","1","1","1422.61","(1,1)","1","2","1407.81","(1,2)"
"79","1","1","1430.14","(1,1)","1","2","1415.39","(1,2)"
"80","1","2","1476.14","(1,2)","1","2","1459.29","(1,2)"
"81","1","1","1410.25","(1,1)","1","1","1397.62","(1,1)"
"82","1","1","1446.87","(1,1)","1","1","1434.23","(1,1)"
"83","2","0","1465.32","(2,0)","1","2","1452.45","(1,2)"
"84","2","0","1429.39","(2,0)","2","0","1416.75","(2,0)"
"85","1","1","1405.76","(1,1)","1","1","1393.12","(1,1)"
"86","1","1","1423.17","(1,1)","1","1","1410.53","(1,1)"
"87","1","1","1442.11","(1,1)","2","1","1427.77","(2,1)"
"88","1","1","1400.9","(1,1)","1","1","1388.26","(1,1)"
"89","1","2","1436.99","(1,2)","1","2","1420.14","(1,2)"
"90","2","0","1426.56","(2,0)","2","1","1413.3","(2,1)"
"91","1","1","1420.88","(1,1)","1","1","1408.24","(1,1)"
"92","2","0","1461.25","(2,0)","1","2","1445.47","(1,2)"
"93","1","2","1473.57","(1,2)","1","2","1456.72","(1,2)"
"94","2","2","1434.46","(2,2)","2","2","1413.4","(2,2)"
"95","1","1","1447.24","(1,1)","2","1","1431.17","(2,1)"
"96","2","0","1462.68","(2,0)","2","1","1447.24","(2,1)"
"97","2","0","1401.95","(2,0)","2","1","1388.36","(2,1)"
"98","1","1","1462.4","(1,1)","1","2","1446.71","(1,2)"
"99","1","2","1473.2","(1,2)","1","2","1456.35","(1,2)"
"100","1","1","1376.72","(1,1)","2","1","1362.69","(2,1)"
"101","1","1","1468.97","(1,1)","2","1","1453.25","(2,1)"
"102","2","1","1500.3","(2,1)","2","1","1483.45","(2,1)"
"103","2","0","1441.63","(2,0)","2","1","1426.3","(2,1)"
"104","2","0","1429.52","(2,0)","2","0","1416.88","(2,0)"
"105","2","0","1401.39","(2,0)","2","1","1387.78","(2,1)"
"106","2","2","1447.62","(2,2)","2","2","1426.56","(2,2)"
"107","2","0","1406.74","(2,0)","2","1","1393.65","(2,1)"
"108","1","1","1441.51","(1,1)","2","1","1426.29","(2,1)"
"109","1","1","1432.39","(1,1)","1","2","1417.37","(1,2)"
"110","1","1","1403.55","(1,1)","1","2","1388.37","(1,2)"
"111","1","1","1414.49","(1,1)","1","2","1398.82","(1,2)"
"112","1","1","1421.61","(1,1)","1","1","1408.97","(1,1)"
"113","1","1","1417.96","(1,1)","2","1","1404.53","(2,1)"
"114","1","1","1439.97","(1,1)","1","2","1423.83","(1,2)"
"115","2","0","1403.38","(2,0)","2","0","1390.74","(2,0)"
"116","2","0","1400.77","(2,0)","2","1","1385.13","(2,1)"
"117","2","2","1397.33","(2,2)","2","2","1376.27","(2,2)"
"118","1","1","1425.41","(1,1)","1","1","1412.77","(1,1)"
"119","2","0","1451.26","(2,0)","2","1","1435.57","(2,1)"
"120","2","0","1463.48","(2,0)","1","2","1448.96","(1,2)"
"121","1","1","1434.02","(1,1)","1","1","1421.38","(1,1)"
"122","2","0","1476.58","(2,0)","2","1","1463.79","(2,1)"
"123","1","1","1416.88","(1,1)","2","1","1403.11","(2,1)"
"124","1","1","1402.71","(1,1)","2","2","1388.63","(2,2)"
"125","1","1","1474.54","(1,1)","2","1","1460.69","(2,1)"
"126","1","1","1459.29","(1,1)","2","2","1442.34","(2,2)"
"127","2","0","1499.65","(2,0)","2","1","1482.95","(2,1)"
"128","2","0","1441.51","(2,0)","2","2","1427.41","(2,2)"
"129","2","0","1460.44","(2,0)","1","2","1445.95","(1,2)"
"130","1","1","1474.61","(1,1)","2","1","1459.33","(2,1)"
"131","1","1","1431.57","(1,1)","2","1","1416.44","(2,1)"
"132","1","1","1397.93","(1,1)","1","1","1385.29","(1,1)"
"133","2","0","1387.17","(2,0)","2","1","1373.64","(2,1)"
"134","1","1","1446.24","(1,1)","2","1","1430.61","(2,1)"
"135","1","1","1491.85","(1,1)","2","1","1477.57","(2,1)"
"136","2","0","1460.7","(2,0)","1","2","1444.88","(1,2)"
"137","1","1","1487.09","(1,1)","1","1","1474.45","(1,1)"
"138","1","1","1457.36","(1,1)","2","2","1441.11","(2,2)"
"139","1","1","1449.08","(1,1)","1","1","1436.44","(1,1)"
"140","1","1","1418.6","(1,1)","2","2","1402.92","(2,2)"
"141","2","0","1418.6","(2,0)","1","2","1404.3","(1,2)"
"142","1","1","1386.32","(1,1)","1","1","1373.68","(1,1)"
"143","1","1","1443.34","(1,1)","1","2","1427.18","(1,2)"
"144","1","1","1457.65","(1,1)","1","1","1445.01","(1,1)"
"145","1","1","1478.21","(1,1)","2","1","1462.09","(2,1)"
"146","1","1","1428.92","(1,1)","1","2","1414.19","(1,2)"
"147","1","2","1458.02","(1,2)","1","2","1441.17","(1,2)"
"148","2","1","1435.57","(2,1)","2","1","1418.72","(2,1)"
"149","2","0","1478.78","(2,0)","2","0","1466.14","(2,0)"
"150","1","1","1406.67","(1,1)","2","1","1390.77","(2,1)"
"151","2","0","1465.05","(2,0)","2","1","1448.56","(2,1)"
"152","2","1","1458.08","(2,1)","2","1","1441.23","(2,1)"
"153","1","1","1361.2","(1,1)","2","1","1347.49","(2,1)"
"154","1","2","1450.57","(1,2)","1","2","1433.72","(1,2)"
"155","2","0","1409.26","(2,0)","1","2","1396.46","(1,2)"
"156","2","0","1454.38","(2,0)","2","1","1440.86","(2,1)"
"157","2","2","1413.11","(2,2)","2","2","1392.04","(2,2)"
"158","1","1","1445.9","(1,1)","2","1","1430.54","(2,1)"
"159","1","1","1436.74","(1,1)","2","1","1422.69","(2,1)"
"160","1","1","1448.17","(1,1)","1","1","1435.53","(1,1)"
"161","1","1","1428.27","(1,1)","2","1","1413.2","(2,1)"
"162","2","0","1430.2","(2,0)","2","0","1417.56","(2,0)"
"163","1","1","1448.27","(1,1)","2","2","1434.98","(2,2)"
"164","1","1","1420.84","(1,1)","2","1","1404.37","(2,1)"
"165","2","0","1436.19","(2,0)","2","1","1421.8","(2,1)"
"166","2","0","1488.3","(2,0)","2","1","1474.31","(2,1)"
"167","1","2","1463.13","(1,2)","1","2","1446.28","(1,2)"
"168","2","0","1428.5","(2,0)","2","0","1415.86","(2,0)"
"169","2","1","1390.64","(2,1)","2","1","1373.79","(2,1)"
"170","1","1","1489.55","(1,1)","1","1","1476.92","(1,1)"
"171","1","1","1409.28","(1,1)","1","2","1395.85","(1,2)"
"172","1","2","1437.7","(1,2)","1","2","1420.85","(1,2)"
"173","1","1","1447.89","(1,1)","1","1","1435.26","(1,1)"
"174","2","0","1433.2","(2,0)","2","1","1419.44","(2,1)"
"175","2","0","1445.44","(2,0)","2","1","1429.38","(2,1)"
"176","1","1","1431.31","(1,1)","1","1","1418.68","(1,1)"
"177","2","1","1417.6","(2,1)","2","1","1400.75","(2,1)"
"178","2","0","1389.32","(2,0)","2","2","1372","(2,2)"
"179","1","1","1422.45","(1,1)","2","1","1409.31","(2,1)"
"180","1","1","1371.14","(1,1)","2","2","1355.16","(2,2)"
"181","2","0","1476.73","(2,0)","2","2","1462.83","(2,2)"
"182","1","1","1477.19","(1,1)","1","1","1464.56","(1,1)"
"183","1","1","1474.97","(1,1)","2","1","1460.37","(2,1)"
"184","1","1","1442.34","(1,1)","1","1","1429.7","(1,1)"
"185","1","1","1394.16","(1,1)","2","1","1381.12","(2,1)"
"186","2","0","1409.54","(2,0)","1","2","1395.24","(1,2)"
"187","2","0","1400.87","(2,0)","2","0","1388.23","(2,0)"
"188","2","1","1422.77","(2,1)","2","1","1405.92","(2,1)"
"189","1","1","1430.83","(1,1)","1","1","1418.2","(1,1)"
"190","1","1","1460.73","(1,1)","2","1","1448.03","(2,1)"
"191","1","1","1413.76","(1,1)","2","2","1398.83","(2,2)"
"192","2","0","1452.03","(2,0)","1","2","1438.7","(1,2)"
"193","1","1","1485.78","(1,1)","1","1","1473.15","(1,1)"
"194","2","1","1458.79","(2,1)","2","1","1441.94","(2,1)"
"195","1","2","1399.76","(1,2)","1","2","1382.91","(1,2)"
"196","1","1","1470.87","(1,1)","1","2","1455.29","(1,2)"
"197","1","1","1384.72","(1,1)","2","1","1370.17","(2,1)"
"198","1","1","1421.1","(1,1)","1","2","1406.68","(1,2)"
"199","2","0","1467.38","(2,0)","1","2","1451.49","(1,2)"
"200","2","0","1427.91","(2,0)","2","1","1412.1","(2,1)"
"201","2","1","1477.37","(2,1)","2","1","1460.52","(2,1)"
"202","1","1","1435.53","(1,1)","2","2","1420.55","(2,2)"
"203","1","1","1448.23","(1,1)","1","1","1435.59","(1,1)"
"204","1","1","1465.52","(1,1)","1","1","1452.88","(1,1)"
"205","1","1","1407.85","(1,1)","2","2","1390.86","(2,2)"
"206","1","1","1436.98","(1,1)","1","1","1424.35","(1,1)"
"207","2","0","1408.06","(2,0)","2","1","1395.36","(2,1)"
"208","1","1","1386.08","(1,1)","2","1","1373.36","(2,1)"
"209","1","1","1453.74","(1,1)","1","2","1440.09","(1,2)"
"210","1","2","1447.32","(1,2)","1","2","1430.47","(1,2)"
"211","1","1","1477.39","(1,1)","2","1","1464.44","(2,1)"
"212","2","0","1398.81","(2,0)","2","1","1385.58","(2,1)"
"213","2","0","1413.58","(2,0)","2","0","1400.94","(2,0)"
"214","1","1","1435.17","(1,1)","2","2","1418.51","(2,2)"
"215","1","1","1440.16","(1,1)","2","1","1424.08","(2,1)"
"216","1","1","1459.97","(1,1)","1","1","1447.33","(1,1)"
"217","1","1","1420.85","(1,1)","2","1","1407.07","(2,1)"
"218","1","1","1433.82","(1,1)","1","1","1421.18","(1,1)"
"219","2","0","1471.35","(2,0)","2","0","1458.71","(2,0)"
"220","1","1","1362.74","(1,1)","1","1","1350.1","(1,1)"
"221","1","1","1462.73","(1,1)","2","1","1447.34","(2,1)"
"222","1","2","1465.8","(1,2)","1","2","1448.95","(1,2)"
"223","1","1","1451.32","(1,1)","1","1","1438.68","(1,1)"
"224","1","1","1450.13","(1,1)","1","1","1437.49","(1,1)"
"225","1","1","1365.31","(1,1)","2","1","1352.2","(2,1)"
"226","2","0","1359.66","(2,0)","2","0","1347.02","(2,0)"
"227","2","0","1478.07","(2,0)","2","0","1465.44","(2,0)"
"228","1","1","1426.09","(1,1)","1","1","1413.45","(1,1)"
"229","2","0","1433.36","(2,0)","2","0","1420.72","(2,0)"
"230","2","0","1407.64","(2,0)","2","2","1394.45","(2,2)"
"231","1","1","1460.62","(1,1)","2","1","1447.13","(2,1)"
"232","2","0","1356.13","(2,0)","2","0","1343.49","(2,0)"
"233","1","1","1488.93","(1,1)","2","2","1468.13","(2,2)"
"234","1","1","1434.71","(1,1)","2","2","1421.37","(2,2)"
"235","1","1","1412.19","(1,1)","1","1","1399.55","(1,1)"
"236","2","0","1431.18","(2,0)","2","0","1418.54","(2,0)"
"237","1","1","1445.73","(1,1)","2","2","1429.09","(2,2)"
"238","2","1","1418.16","(2,1)","2","1","1401.31","(2,1)"
"239","2","0","1432.54","(2,0)","1","2","1417.91","(1,2)"
"240","2","0","1425.03","(2,0)","2","2","1408.78","(2,2)"
"241","2","1","1454.38","(2,1)","2","1","1437.53","(2,1)"
"242","1","1","1466.45","(1,1)","1","1","1453.81","(1,1)"
"243","2","0","1461.16","(2,0)","1","2","1445.67","(1,2)"
"244","2","0","1439.59","(2,0)","2","1","1423.85","(2,1)"
"245","1","1","1453.67","(1,1)","2","2","1439.22","(2,2)"
"246","2","0","1431.94","(2,0)","2","1","1418.66","(2,1)"
"247","2","1","1360.23","(2,1)","2","1","1343.37","(2,1)"
"248","1","2","1484.3","(1,2)","1","2","1467.45","(1,2)"
"249","1","1","1414.3","(1,1)","1","1","1401.67","(1,1)"
"250","2","2","1399.46","(2,2)","2","2","1378.4","(2,2)"
"251","1","1","1426.3","(1,1)","1","1","1413.67","(1,1)"
"252","1","1","1425.85","(1,1)","1","1","1413.21","(1,1)"
"253","2","0","1432.85","(2,0)","1","2","1419.57","(1,2)"
"254","2","0","1393.85","(2,0)","2","1","1380.77","(2,1)"
"255","2","0","1412.45","(2,0)","2","1","1399.45","(2,1)"
"256","1","1","1450.41","(1,1)","2","1","1435.22","(2,1)"
"257","2","0","1435.23","(2,0)","1","2","1420.78","(1,2)"
"258","1","2","1386.01","(1,2)","1","2","1369.16","(1,2)"
"259","1","1","1432.21","(1,1)","1","1","1419.57","(1,1)"
"260","2","0","1462.72","(2,0)","2","1","1446.9","(2,1)"
"261","2","0","1435.5","(2,0)","2","0","1422.87","(2,0)"
"262","2","1","1428.09","(2,1)","2","1","1411.24","(2,1)"
"263","1","1","1451.59","(1,1)","1","2","1438.28","(1,2)"
"264","1","1","1420.3","(1,1)","1","1","1407.66","(1,1)"
"265","1","2","1484.91","(1,2)","1","2","1468.06","(1,2)"
"266","1","1","1444.25","(1,1)","1","1","1431.62","(1,1)"
"267","2","0","1411.96","(2,0)","2","1","1395.92","(2,1)"
"268","1","2","1470.81","(1,2)","1","2","1453.96","(1,2)"
"269","1","2","1438.01","(1,2)","1","2","1421.16","(1,2)"
"270","1","1","1428.51","(1,1)","2","1","1412.13","(2,1)"
"271","2","1","1477.15","(2,1)","2","1","1460.3","(2,1)"
"272","1","2","1400.3","(1,2)","1","2","1383.45","(1,2)"
"273","1","1","1392.16","(1,1)","2","2","1372.76","(2,2)"
"274","1","1","1401.53","(1,1)","1","2","1388.05","(1,2)"
"275","1","1","1406.61","(1,1)","1","1","1393.97","(1,1)"
"276","2","0","1369","(2,0)","2","0","1356.37","(2,0)"
"277","2","0","1454.53","(2,0)","2","1","1441.53","(2,1)"
"278","1","1","1446.17","(1,1)","1","2","1432.91","(1,2)"
"279","1","2","1482.78","(1,2)","2","2","1465","(2,2)"
"280","1","1","1417.53","(1,1)","1","1","1404.89","(1,1)"
"281","2","0","1452.09","(2,0)","2","0","1439.45","(2,0)"
"282","2","0","1414.68","(2,0)","2","2","1395.8","(2,2)"
"283","2","0","1477.07","(2,0)","2","0","1464.43","(2,0)"
"284","1","1","1427.58","(1,1)","2","2","1414.23","(2,2)"
"285","1","1","1473.15","(1,1)","1","1","1460.52","(1,1)"
"286","2","0","1448.41","(2,0)","2","1","1434.4","(2,1)"
"287","1","2","1471.77","(1,2)","1","2","1454.92","(1,2)"
"288","1","2","1440.35","(1,2)","1","2","1423.5","(1,2)"
"289","1","2","1519.79","(1,2)","1","2","1502.94","(1,2)"
"290","2","0","1458.8","(2,0)","2","0","1446.17","(2,0)"
"291","1","1","1449.07","(1,1)","2","1","1435.91","(2,1)"
"292","1","2","1436.33","(1,2)","1","2","1419.48","(1,2)"
"293","2","0","1453.93","(2,0)","2","1","1438.07","(2,1)"
"294","1","1","1430.63","(1,1)","1","1","1418","(1,1)"
"295","2","2","1474.46","(2,2)","2","2","1453.39","(2,2)"
"296","1","1","1427.04","(1,1)","1","2","1414.07","(1,2)"
"297","2","0","1436.3","(2,0)","2","1","1423.51","(2,1)"
"298","1","1","1451.83","(1,1)","1","2","1438.67","(1,2)"
"299","1","1","1419.07","(1,1)","2","2","1404.58","(2,2)"
"300","1","1","1430.99","(1,1)","1","2","1417.37","(1,2)"
"301","2","1","1398.11","(2,1)","2","1","1381.26","(2,1)"
"302","2","0","1458.22","(2,0)","2","0","1445.58","(2,0)"
"303","2","0","1425.5","(2,0)","2","1","1411.03","(2,1)"
"304","2","0","1451.95","(2,0)","2","2","1437.43","(2,2)"
"305","1","1","1463.59","(1,1)","2","2","1446.12","(2,2)"
"306","2","0","1430.21","(2,0)","2","0","1417.57","(2,0)"
"307","2","0","1413.19","(2,0)","2","1","1398.47","(2,1)"
"308","2","1","1447.2","(2,1)","2","1","1430.35","(2,1)"
"309","2","2","1436.87","(2,2)","2","2","1415.81","(2,2)"
"310","2","1","1443.14","(2,1)","2","1","1426.29","(2,1)"
"311","2","0","1412.81","(2,0)","2","2","1398.77","(2,2)"
"312","1","1","1447.98","(1,1)","2","1","1431.4","(2,1)"
"313","2","1","1432.46","(2,1)","2","1","1415.61","(2,1)"
"314","2","0","1405.51","(2,0)","1","2","1391.07","(1,2)"
"315","1","1","1480.93","(1,1)","2","2","1461.09","(2,2)"
"316","1","1","1427.96","(1,1)","2","1","1413.27","(2,1)"
"317","1","1","1473.3","(1,1)","1","1","1460.66","(1,1)"
"318","2","0","1472.64","(2,0)","2","1","1455.98","(2,1)"
"319","2","0","1459.53","(2,0)","2","1","1445.91","(2,1)"
"320","1","1","1450.28","(1,1)","1","2","1436.63","(1,2)"
"321","1","1","1439.37","(1,1)","1","2","1423.73","(1,2)"
"322","2","0","1455.89","(2,0)","2","1","1443.17","(2,1)"
"323","1","1","1427.67","(1,1)","1","1","1415.04","(1,1)"
"324","1","1","1436.5","(1,1)","1","2","1421.82","(1,2)"
"325","1","2","1404.71","(1,2)","1","2","1387.86","(1,2)"
"326","2","0","1466.72","(2,0)","2","1","1453.72","(2,1)"
"327","2","0","1500.26","(2,0)","1","2","1486.02","(1,2)"
"328","1","1","1430.14","(1,1)","2","1","1414.57","(2,1)"
"329","2","0","1442.13","(2,0)","2","0","1429.49","(2,0)"
"330","2","0","1475","(2,0)","2","1","1460.2","(2,1)"
"331","1","1","1520.47","(1,1)","2","1","1505.77","(2,1)"
"332","1","1","1442.52","(1,1)","2","1","1428.05","(2,1)"
"333","2","0","1440.91","(2,0)","1","2","1427.02","(1,2)"
"334","1","1","1464.25","(1,1)","1","1","1451.61","(1,1)"
"335","1","2","1468.58","(1,2)","1","2","1451.73","(1,2)"
"336","1","1","1438.13","(1,1)","1","1","1425.5","(1,1)"
"337","2","0","1436.76","(2,0)","2","1","1423.75","(2,1)"
"338","2","0","1417.04","(2,0)","2","1","1403.23","(2,1)"
"339","2","0","1399.91","(2,0)","2","1","1385.87","(2,1)"
"340","1","1","1390.6","(1,1)","1","1","1377.97","(1,1)"
"341","1","1","1448.71","(1,1)","2","1","1432.82","(2,1)"
"342","1","1","1407.06","(1,1)","1","2","1390.68","(1,2)"
"343","2","0","1405.46","(2,0)","2","1","1391","(2,1)"
"344","2","0","1454.61","(2,0)","2","0","1441.98","(2,0)"
"345","2","0","1454.29","(2,0)","1","2","1441.36","(1,2)"
"346","1","1","1435.71","(1,1)","2","1","1421.51","(2,1)"
"347","1","1","1475.32","(1,1)","1","2","1459.45","(1,2)"
"348","1","2","1447.44","(1,2)","1","2","1430.59","(1,2)"
"349","1","1","1446.4","(1,1)","1","1","1433.77","(1,1)"
"350","1","1","1362.74","(1,1)","2","1","1350","(2,1)"
"351","2","1","1444.59","(2,1)","2","2","1426.79","(2,2)"
"352","1","1","1427.73","(1,1)","2","1","1411.27","(2,1)"
"353","1","1","1466.23","(1,1)","2","1","1452.3","(2,1)"
"354","1","1","1432.14","(1,1)","2","1","1418.22","(2,1)"
"355","2","0","1436.27","(2,0)","2","1","1422.19","(2,1)"
"356","1","2","1414.67","(1,2)","1","2","1397.82","(1,2)"
"357","2","0","1440.73","(2,0)","2","1","1425.82","(2,1)"
"358","2","0","1484.6","(2,0)","2","1","1470.78","(2,1)"
"359","2","0","1483.86","(2,0)","1","2","1469.15","(1,2)"
"360","2","0","1447.15","(2,0)","2","1","1430.7","(2,1)"
"361","2","0","1411.85","(2,0)","2","0","1399.21","(2,0)"
"362","1","1","1446.47","(1,1)","1","2","1431.18","(1,2)"
"363","2","1","1444.95","(2,1)","2","2","1426.79","(2,2)"
"364","1","1","1404.8","(1,1)","1","2","1391.37","(1,2)"
"365","1","1","1448.14","(1,1)","2","1","1435.47","(2,1)"
"366","2","0","1452.22","(2,0)","1","2","1437.43","(1,2)"
"367","2","0","1425.6","(2,0)","1","2","1408.78","(1,2)"
"368","1","2","1432.65","(1,2)","2","2","1412.76","(2,2)"
"369","1","2","1425.8","(1,2)","1","2","1408.95","(1,2)"
"370","1","1","1404.37","(1,1)","2","1","1391.37","(2,1)"
"371","2","0","1471.77","(2,0)","2","1","1458.78","(2,1)"
"372","2","1","1432.92","(2,1)","2","1","1416.07","(2,1)"
"373","2","1","1442.39","(2,1)","2","1","1425.54","(2,1)"
"374","2","0","1471.94","(2,0)","2","2","1457.57","(2,2)"
"375","1","1","1428.81","(1,1)","1","1","1416.17","(1,1)"
"376","1","2","1444.92","(1,2)","1","2","1428.07","(1,2)"
"377","1","1","1458.19","(1,1)","2","1","1444.25","(2,1)"
"378","2","0","1388.19","(2,0)","2","1","1374.69","(2,1)"
"379","1","1","1485.55","(1,1)","1","1","1472.91","(1,1)"
"380","2","0","1400.82","(2,0)","1","2","1385.84","(1,2)"
"381","2","1","1431","(2,1)","2","1","1414.15","(2,1)"
"382","1","1","1439.88","(1,1)","1","2","1423.29","(1,2)"
"383","2","1","1471.27","(2,1)","2","1","1454.42","(2,1)"
"384","1","1","1399.01","(1,1)","1","2","1385.78","(1,2)"
"385","1","1","1412.3","(1,1)","1","2","1398.83","(1,2)"
"386","1","1","1434.15","(1,1)","1","2","1420.8","(1,2)"
"387","1","1","1438.82","(1,1)","2","1","1422.45","(2,1)"
"388","2","0","1439.17","(2,0)","2","0","1426.53","(2,0)"
"389","2","0","1377.21","(2,0)","2","1","1362.32","(2,1)"
"390","2","0","1371.4","(2,0)","2","0","1358.76","(2,0)"
"391","1","1","1470.3","(1,1)","1","1","1457.66","(1,1)"
"392","1","1","1483.41","(1,1)","1","1","1470.77","(1,1)"
"393","2","0","1403.65","(2,0)","2","0","1391.02","(2,0)"
"394","2","1","1448.41","(2,1)","2","1","1431.55","(2,1)"
"395","1","2","1424.67","(1,2)","1","2","1407.82","(1,2)"
"396","1","1","1399.41","(1,1)","1","1","1386.78","(1,1)"
"397","2","0","1477.14","(2,0)","1","2","1460.69","(1,2)"
"398","1","1","1380.17","(1,1)","1","1","1367.53","(1,1)"
"399","2","0","1370.06","(2,0)","2","2","1351.31","(2,2)"
"400","1","2","1367.85","(1,2)","1","2","1351","(1,2)"
"401","2","0","1380.48","(2,0)","2","1","1366.89","(2,1)"
"402","1","2","1438.65","(1,2)","1","2","1421.8","(1,2)"
"403","2","0","1488.08","(2,0)","2","1","1473.98","(2,1)"
"404","1","2","1454.58","(1,2)","1","2","1437.73","(1,2)"
"405","1","1","1407.1","(1,1)","1","2","1392.85","(1,2)"
"406","1","1","1426.3","(1,1)","1","2","1413.64","(1,2)"
"407","1","1","1381.32","(1,1)","2","2","1364.12","(2,2)"
"408","2","1","1386.29","(2,1)","2","1","1369.44","(2,1)"
"409","2","0","1421.01","(2,0)","2","0","1408.37","(2,0)"
