"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"309","2","1","151.91","(2,1)","2","1","144.34","(2,1)"
"310","2","0","156.55","(2,0)","2","0","150.87","(2,0)"
"311","2","0","154.71","(2,0)","2","0","149.03","(2,0)"
"312","1","1","146.26","(1,1)","1","1","140.59","(1,1)"
"313","1","1","138.49","(1,1)","1","1","132.81","(1,1)"
"314","1","1","148.86","(1,1)","1","1","143.19","(1,1)"
"315","2","0","147.41","(2,0)","2","0","141.73","(2,0)"
"316","1","0","143.75","(1,0)","1","0","139.97","(1,0)"
"317","1","1","155.28","(1,1)","1","1","149.61","(1,1)"
"318","1","2","150.78","(1,2)","1","2","143.21","(1,2)"
"319","1","0","138.79","(1,0)","1","0","135","(1,0)"
"320","1","1","150.31","(1,1)","2","2","144.55","(2,2)"
"321","1","1","155.87","(1,1)","1","1","150.19","(1,1)"
"322","2","0","142.77","(2,0)","2","0","137.1","(2,0)"
"323","1","0","146.43","(1,0)","1","2","139.66","(1,2)"
"324","1","1","152.79","(1,1)","2","2","145.88","(2,2)"
"325","2","0","130.09","(2,0)","1","2","124.32","(1,2)"
"326","1","1","155.77","(1,1)","1","1","150.1","(1,1)"
"327","2","0","160.25","(2,0)","2","0","154.58","(2,0)"
