"","phi_1_AR1","phi_1_AR2","phi_2_AR2"
"1",0.625663506843933,0.634151994218989,-0.0135711267351143
"2",0.675955115387192,0.647875682978837,0.0413680820595858
"3",0.675934180343319,0.687802922582032,-0.0175003789944966
"4",0.720414043819981,0.820040745251248,-0.138944945375209
"5",0.690381482847368,0.657555090236683,0.047634661134401
"6",0.658556518983292,0.69039884351172,-0.0484841484063152
"7",0.684164174374017,0.648285226114735,0.0527998438176736
"8",0.658613215540195,0.661861000545947,-0.00493764053807971
"9",0.694117907783349,0.698752117531887,-0.00668246573005984
"10",0.674216700946466,0.674074524292983,0.000210407277621654
"11",0.715499087837494,0.704214247834562,0.0156911508330092
"12",0.690522596219072,0.648047882871631,0.062446247863612
"13",0.669620302932261,0.638364776858653,0.0464015822342615
"14",0.713813357336766,0.697938227756576,0.0221724543326213
"15",0.688024021497456,0.724658270404281,-0.0530348500552008
"16",0.699559486882846,0.742004318640492,-0.060512107609296
"17",0.711374407311504,0.767446868689627,-0.0784033042320801
"18",0.674235630324334,0.62926301386351,0.066515855858841
"19",0.65911053588087,0.683312223487112,-0.0365823909330318
"20",0.743395257042107,0.704693654998645,0.0520751259245149
"21",0.751447549097405,0.705788749438914,0.0606934368174613
"22",0.626347597686276,0.602689327795794,0.0378182930056443
"23",0.666564542921668,0.650282777425538,0.0243609041088548
"24",0.696407131660308,0.737022822755391,-0.0584572693805657
"25",0.705573271226683,0.753642137953095,-0.0679431630883429
"26",0.651100981610007,0.668748167663489,-0.0274581362808039
"27",0.691097096476016,0.742542045377095,-0.0747050720639768
"28",0.711206431750666,0.772964904260943,-0.0867719670051448
"29",0.711828831786101,0.72725792398243,-0.0215902663934076
"30",0.72224800096868,0.781546733683647,-0.0821524237559932
"31",0.694298987607005,0.741196836130011,-0.0685857716636494
"32",0.708518443616404,0.730565820164207,-0.0312742238645122
"33",0.711572315794731,0.641222301095547,0.100625665665001
"34",0.712916529338881,0.662430279297799,0.0707999353470055
"35",0.673972144199418,0.66069053675773,0.019708937067222
"36",0.713564927086316,0.720124832704546,-0.009216547227594
"37",0.739307736951222,0.739113005075157,0.000255311556919752
"38",0.690956485708051,0.727013706098441,-0.0521474393929187
"39",0.675469582134633,0.754830414765573,-0.117046022057274
"40",0.727608197611893,0.766403919453424,-0.0535847650013201
"41",0.7050140681506,0.715850988457438,-0.0153401741442275
"42",0.694284636256132,0.783016559984999,-0.127554808287797
"43",0.719585895652934,0.777973518520237,-0.0811984997627892
"44",0.635313254561284,0.635997788944648,-0.00107545090700319
"45",0.672122841823301,0.666593468562046,0.00819686582878569
"46",0.71149413311142,0.675971997199393,0.0499070734848287
"47",0.735150232472441,0.771165276551731,-0.0488967279249376
"48",0.679072173622073,0.700472326264293,-0.03139343365993
"49",0.677099531420552,0.658206730019347,0.0278136707740147
"50",0.688940939096579,0.754703696506257,-0.0951648856386653
"51",0.648156761566823,0.59857025831196,0.0763917229312969
"52",0.730708412581715,0.780297427182964,-0.0676423646694983
"53",0.688132083952485,0.745325182764379,-0.0830962465253468
"54",0.721847691388067,0.742902258266872,-0.0290737147365246
"55",0.720883818159558,0.716454680424143,0.00614109268595092
"56",0.716934871874142,0.711124848827287,0.00809588332353632
"57",0.659896436780569,0.600251877505464,0.0899540075361329
"58",0.718975985287814,0.793799702830748,-0.103723295611421
"59",0.653538169347255,0.654128463987117,-0.000904357642085623
"60",0.709947118612817,0.738511501350171,-0.0400184110238334
"61",0.647089930812233,0.626125998724104,0.0324983588930519
"62",0.688057555433321,0.649081934546763,0.0565571113640882
"63",0.676766743752562,0.642901273693433,0.0499698983492686
"64",0.651470478027982,0.675248588507147,-0.0367352646899539
"65",0.68466484253568,0.684783617791915,-0.00017441597814272
"66",0.705918353137191,0.769423120574571,-0.0898638868898233
"67",0.700052046808275,0.734656965267929,-0.0493980969135373
"68",0.613067301285708,0.561963973643679,0.0834548194318482
"69",0.707086271748852,0.746536004312052,-0.0556257690584067
"70",0.727494362909696,0.769224181033173,-0.0575095168692141
"71",0.633426326250428,0.646440420854691,-0.0205145561896222
"72",0.684520830341494,0.660927162854111,0.0346604489793466
"73",0.716443779617589,0.777356412446938,-0.0851069988847721
"74",0.703198636402364,0.763136557509109,-0.0852467303198157
"75",0.673320974322905,0.684850495301216,-0.0170848949231811
"76",0.753512000116698,0.81990125374198,-0.0885081246365524
"77",0.630558555906965,0.612822183869498,0.0281298748169492
"78",0.646031324558677,0.687044446221281,-0.0631514620543983
"79",0.667564957994227,0.654687696329024,0.0193142009568568
"80",0.675660739980858,0.644539735156934,0.0466535775694505
"81",0.670057406178048,0.670587292198622,-0.000796582574116046
"82",0.711675060141312,0.695697542788377,0.0226171097135494
"83",0.657210515912948,0.638135503270596,0.0289452320651647
"84",0.668381135980851,0.749115996290858,-0.120720915467807
"85",0.696077423502322,0.754974113670291,-0.0845812998784649
"86",0.730221164147968,0.769748552957272,-0.0541610666435739
"87",0.716732128004473,0.714390926861228,0.00325169743372811
"88",0.710991171008534,0.814186941749732,-0.145679870413741
"89",0.700176004338758,0.733459131066802,-0.047357828539389
"90",0.678895582769705,0.682329166944874,-0.00504639183087264
"91",0.650551027368476,0.598432862560719,0.0797821786905376
"92",0.674786607093205,0.640830187266694,0.0502269457080027
"93",0.665776575445352,0.661523810949062,0.00646530252154835
"94",0.681816924851374,0.654276827165895,0.0403452812635211
"95",0.681910551848562,0.669210745944378,0.0186381740125226
"96",0.695016572185646,0.626264225401681,0.0981698230454512
"97",0.716898664136849,0.760646091101487,-0.0609323332146288
"98",0.715569816804704,0.718219005628982,-0.00367971238432107
"99",0.700664255946756,0.67132695225445,0.041799391840388
"100",0.688410802664438,0.665625455715601,0.0333549139030644
"101",0.729434679818136,0.800476111355958,-0.0974476545766019
"102",0.69744036518532,0.785429121100843,-0.125641963918247
"103",0.686647618490138,0.66738664124204,0.0282505345626438
"104",0.684453461696051,0.740923595329159,-0.0822382786544392
"105",0.647080902185622,0.564986190254809,0.126542594666966
"106",0.707441160743886,0.779205327212759,-0.101398198022083
"107",0.663939163835793,0.640413390199074,0.0355531246746378
"108",0.717884268255538,0.734078748946973,-0.0224738003536826
"109",0.65241130380501,0.641729913244164,0.0164247370695623
"110",0.698243314223294,0.74423212713635,-0.0654962124932484
"111",0.671115116466092,0.683682052398709,-0.0189347570680212
"112",0.736245366448661,0.730616771598875,0.0076248483871364
"113",0.709491857968898,0.739468351459043,-0.0422219444173586
"114",0.744416614660647,0.757654781311157,-0.0177848819510613
"115",0.678530082486416,0.656787061710819,0.0319351610605952
"116",0.67570090370133,0.647126197489127,0.0421000393170325
"117",0.659141967746235,0.633171423775533,0.0394387978379864
"118",0.696315806454041,0.738749084599508,-0.0616486801318781
"119",0.685525518197938,0.684815742572168,0.0010362818276671
"120",0.695298585335053,0.647644005320372,0.068202338467458
"121",0.717904225860977,0.787241662797309,-0.0961818789296964
"122",0.666861867848433,0.683110773840546,-0.0243273234518633
"123",0.638459788561186,0.655042209111426,-0.026178070622406
"124",0.694094441616145,0.7745229094565,-0.116105803855155
"125",0.653198056235543,0.653969236075634,-0.00118282118542573
"126",0.694027099682098,0.684860503956009,0.0131601544380009
"127",0.668463519632537,0.652180972112442,0.0242474044787296
"128",0.721318479473237,0.867658378938825,-0.202366316631412
"129",0.679172722428903,0.774672988898924,-0.140143501766625
"130",0.64495343367849,0.716582633844437,-0.111160521694797
"131",0.708055823230226,0.736923404944228,-0.0407719444167453
"132",0.698263789441263,0.709033996378244,-0.0156984591363239
"133",0.668169765919214,0.664309873487052,0.00581010008323296
"134",0.718120915048292,0.747269056499302,-0.0403907943112917
"135",0.708373816777224,0.677771018141439,0.0438623993078433
"136",0.699929137916677,0.769925917507724,-0.0998314538742399
"137",0.709572490156401,0.768966861083129,-0.0833887060271595
"138",0.721506416483402,0.697401100144275,0.0332587163514786
"139",0.681213775696669,0.716723679277759,-0.0519265659286648
"140",0.682723967568872,0.647524102646197,0.0513706005684077
"141",0.699455988678685,0.754291872235927,-0.0779949655532345
