"","phis1_100","titas1_100","Phis1_100","Titas1_100","phis1_500","titas1_500","Phis1_500","Titas1_500","sigmas_2_100","sigmas_2_500"
"1",0.537684099119035,0.845542654839244,0.531315492070987,0.679126151114502,0.621926675675268,0.801690782476625,0.566666901964757,0.670500566287145,0.8687807839991,0.955260202903399
"2",0.712037000369889,0.738743455100259,0.598413089366407,0.655408234506685,0.70886629031037,0.803723357716984,0.556170372085594,0.7170134585232,0.916131462601322,0.979883982669259
"3",0.776516608156783,0.738246477743072,0.607951169738256,0.648704171665636,0.618315780716501,0.783264919225999,0.623143232864687,0.650012200724618,0.966792098785414,1.05467823256148
"4",0.707143467806797,0.912300872950185,0.454137676160988,0.999551041257116,0.696181259038402,0.820204536833257,0.557557078685563,0.747456784135767,0.687273508541107,0.979219079638375
"5",0.72663051260077,0.795357548399072,0.665556858186179,0.840048535494027,0.738241050898634,0.797952166816012,0.58971918713372,0.745628890457715,1.0934306872129,0.998563332810987
"6",0.508961743121261,0.968894246831595,0.383223758841268,0.999407136541708,0.679335193334858,0.806555546360918,0.578074190344813,0.65377857742315,0.813851302566453,1.00951171597827
"7",0.660660917103048,0.761914786682068,0.574730943056635,0.705684240819339,0.691965712850652,0.793977567497936,0.560812954646069,0.792306985242707,1.10733982205734,0.997191405570578
"8",0.583504581383465,0.762030059516167,0.621382058638056,0.354054689317661,0.666314988091922,0.785003306820527,0.535595217202539,0.695081760760612,1.17744754305017,0.928435298530204
"9",0.709096235397558,0.77466670575945,0.716556609957829,0.669418162342976,0.637011527922861,0.796861619575893,0.605512835223939,0.686734057598223,0.972367514633441,0.995167627168614
"10",0.625451550796683,0.800100816797268,0.422465384780626,0.9998038450689,0.696329108071272,0.788912727551216,0.564397579462784,0.725924770726234,0.933954918390136,0.963437607779423
"11",0.730425593176513,0.882427219864194,0.564479180102275,0.62293018104097,0.733279441355924,0.740767255759774,0.543902591349168,0.779053862918671,0.984035852590133,0.887508719031417
"12",0.591414481939463,0.846239223398603,0.527417671901093,0.699380004711341,0.686228630875273,0.777592604364963,0.551975846620321,0.749803867525646,1.10468910029362,1.0609958751047
"13",0.765624863795976,0.765383807773857,0.431791874771733,0.835057534430165,0.751165317138089,0.786586910900007,0.560194007931466,0.765855402189294,0.976824171760546,1.05185092091761
"14",0.614798362284993,0.803503668829435,0.686168096776279,0.634665365818104,0.699048941623294,0.821842816339824,0.582049660127388,0.651004554262486,1.00022330924065,0.971120414533512
"15",0.627056024991261,0.841133205855028,0.58463081395731,0.782318909357691,0.620434918952535,0.8238517115514,0.630977658884941,0.734730477318613,0.852008226719461,0.941754710183534
"16",0.635620763446645,0.794175202275899,0.554251663287146,0.642633385823507,0.6722481769863,0.781076327529697,0.586172223961432,0.673441215245052,1.057562363818,1.0470532954276
"17",0.723064157695185,0.841751596874481,0.524407631413231,0.868149944338082,0.657929596229313,0.791186888681437,0.602092693719729,0.705811645949167,0.802746704811952,0.942840301847184
"18",0.677724034635732,0.829421725132989,0.462528844370225,0.99999217391442,0.686946661981225,0.843359499076935,0.537812435547239,0.744245732475889,0.807762009920245,0.941748748903759
"19",0.731711290666412,0.802929622186059,0.609756195193536,0.680305221514818,0.702368458950263,0.768138784167832,0.614569567613963,0.684600207574417,0.907796997291549,0.963549612115282
"20",0.806324885309208,0.67261498598402,0.577780970847108,0.649165166945695,0.672743781815046,0.777085618961107,0.591198051801089,0.750157397459906,0.981423814542369,0.961971420219994
"21",0.567167237049304,0.900996501135343,0.69799968889176,0.565269019836843,0.680532291727264,0.782919157484354,0.604850201759248,0.727183592553428,1.01323143498923,1.01757615146371
"22",0.634412258525849,0.845411853800217,0.648697686860786,0.723629280074199,0.678360877686722,0.813580592842706,0.601013248141522,0.708961176061318,1.0029081380579,0.983410814786141
"23",0.636456386266768,0.873114319824521,0.57089451827344,0.999923301021442,0.725378003736686,0.815003755956028,0.5949080013256,0.729241995620496,1.01418532245599,1.02137201562449
"24",0.720581721007809,0.824573411555647,0.629819986952598,0.781235117637188,0.657049700823399,0.827315151553873,0.511324953895362,0.712267373445666,0.869224273329207,1.04127106154535
"25",0.819512443822181,0.747694543283499,0.628053055801533,0.647724833469381,0.714132342756217,0.802382136566196,0.560339686171178,0.627478084893703,0.898967754949647,0.979378782257048
"26",0.576821753801383,0.841061612053658,0.669304635412134,0.502265153078482,0.693029620846142,0.775142352322116,0.591123273193096,0.709165767786763,1.05085233498958,1.04206020173217
"27",0.699000842621686,0.822067702928302,0.585505393566564,0.829663614652205,0.735272998319384,0.791426057740851,0.624768160735943,0.701899373210698,0.855296757737252,0.923441147217835
"28",0.559980328916764,0.977960716317077,0.734274022858374,0.660050234074646,0.680132491122082,0.815067677051107,0.681373014357775,0.684560560516596,1.02839880607651,1.06593266793331
"29",0.633560402448958,0.831917707109717,0.542464357801474,0.669354501386904,0.68284513031292,0.778013305856225,0.575873693735062,0.705146899656939,1.14315327989071,1.0069481053267
"30",0.801005372384188,0.732163161887426,0.650759371218929,0.596402797985932,0.740936931181745,0.774150150372059,0.650769115594867,0.616314534265847,0.864830946903677,1.01778578737876
"31",0.823078583210991,0.801465661069043,0.655434506848959,0.859162422221851,0.774246983920117,0.813237779046083,0.582455634849784,0.711347014496288,1.04162512669382,0.970013881945927
"32",0.616004542613425,0.835930347177974,0.644713708432176,0.640987862869603,0.683842448472065,0.777359906666212,0.616266786441082,0.718723911283082,1.1016478447339,1.02537718453437
"33",0.645734219058148,0.759205643305616,0.550910270383554,0.789602814205748,0.708122352445396,0.801253972179149,0.566216631874078,0.749724354706345,1.18826927497758,1.0435074532137
"34",0.786380770074401,0.816178737949623,0.634009291695301,0.629659765645626,0.75233385287566,0.787170735399481,0.599206134808569,0.722439561553891,1.15032393241391,1.01094772950639
"35",0.545015721887474,0.847741042327822,0.814346473020904,0.572634901081328,0.678624180448016,0.841895379635144,0.665911620560559,0.691740081551178,0.852646023068748,0.919785723038602
"36",0.691341392218444,0.877800436925687,0.58730167593107,0.642462489787048,0.660697248533611,0.825214416124066,0.597610136719619,0.668584700416926,1.11906337241557,1.07097380143727
"37",0.763135233095863,0.776243551821591,0.475369249077224,0.86296096116111,0.732233293992066,0.781052771804812,0.551185965854796,0.687998693618439,1.16183064364567,1.07210148494613
"38",0.716473570797684,0.847512228193052,0.570442663890798,0.763881618203647,0.68250820335571,0.843258752242097,0.550274600791806,0.646579581456377,0.817777205732038,1.00919275504005
"39",0.63016528553732,0.815892043273266,0.569953099268935,0.627174157678024,0.687048926161998,0.861546101949394,0.571744102916886,0.72280106267329,1.01724741486384,0.990715987379311
"40",0.806656384673811,0.770296958744877,0.267072460613074,0.876786494964298,0.667823652569409,0.837335354573422,0.529586791575267,0.758653092029287,1.0056898927813,0.946046023419481
"41",0.616421224138031,0.704496445966622,0.61482808996437,0.617529456658593,0.622731603557272,0.794922894472403,0.569320383511474,0.731485829538886,1.13573288062761,1.01060812436817
"42",0.753878473786519,0.716982750599543,0.58550844429498,0.770023099809617,0.762372006240234,0.709210270724011,0.533733457946893,0.73168911993859,0.807169442696216,0.950835952892463
"43",0.532567696031251,0.797363004069432,0.611740380887543,0.438293497641078,0.717713355046332,0.827809294086427,0.561734986891269,0.661399898100538,1.15452875502434,1.05409700637039
