"A" "B" "AMPL" "VAR" "VAR acu"
"88" -0.0645769619007973 -0.103097954634017 0.121652670575104 0.0326494872990635 96.6158589225872
"89" -0.0654583826182528 -0.0491885587888157 0.0818798764698529 0.0147906557487033 96.6306495783359
"90" 0.0540391989037823 0.127561026694889 0.138535376527502 0.0423403506403219 96.6729899289762
"91" 0.00173175522891934 0.131155843718837 0.13116727609344 0.0379563175204695 96.7109462464967
"92" 0.014895171520499 0.0805341539373828 0.0819000371491684 0.0147979402339956 96.7257441867307
"93" 0.0974555091577573 -0.0681729318616528 0.118933279210704 0.031206126032764 96.7569503127635
"94" -0.00223337686929254 -0.0981292457452986 0.0981546577742569 0.0212546960032098 96.7782050087667
"95" 0.01084482140259 0.022696592163251 0.0251544319569936 0.00139592504855756 96.7796009338152
"96" 0.0630145262733565 -0.048786760397915 0.079693026743744 0.0140111478132168 96.7936120816284
"97" -0.168491223495228 0.034554523724473 0.171997986920615 0.0652649183896789 96.8588770000181
"98" -0.230307105524579 -0.132368663571139 0.265636642710901 0.155671473728226 97.0145484737463
"99" 0.163070698607355 0.0363253102857918 0.167067593840487 0.0615768554626158 97.0761253292089
"100" 0.0546452609760221 0.0372319138074873 0.0661235204212973 0.00964594999576013 97.0857712792047
"101" -0.0213917578847884 -0.0337127253963811 0.0399268726430358 0.00351692948259448 97.0892882086873
"102" 0.153928816236072 0.177837677299564 0.235202720934819 0.122044371315784 97.2113325800031
"103" 0.00578335965369958 -0.0198736835370494 0.02069808073747 0.000945133647801373 97.2122777136509
"104" 0.0137413549758074 -0.0406848558374832 0.0429427797317307 0.00406830381704286 97.2163460174679
"105" -0.0929941231815519 0.0235083066906566 0.0959194840987357 0.0202976958221409 97.2366437132901
"106" -0.0372522053389828 0.000470244270649534 0.0372551732285842 0.00306200746875997 97.2397057207588
"107" 0.0564183581779991 0.0628182797965887 0.0844343971145854 0.0157279414928077 97.2554336622516
"108" -0.0367190772788199 0.0868869828969392 0.0943272942108537 0.0196294361645226 97.2750630984162
"109" 0.0881641201002023 -0.043701813915194 0.0984010193672867 0.0213615256191908 97.2964246240354
"110" -0.057266887555772 0.0916156243415842 0.108041283932688 0.0257520937437325 97.3221767177791
"111" -0.0846719185644948 0.0229590203643403 0.0877294158733696 0.0169794472029384 97.339156164982
"112" -0.0675461915027536 0.0291709646483524 0.0735760366222732 0.0119427915106448 97.3510989564927
"113" 0.182231534183425 -0.014305551057775 0.182792179378417 0.073713713973786 97.4248126704665
"114" 0.0796603829507631 -0.0799982115132614 0.112895927549149 0.0281183364771186 97.4529310069436
"115" -0.0207993177844057 0.0652577797422711 0.06849225822812 0.0103494207238141 97.4632804276674
"116" 0.0325621856089965 -0.00641452780926352 0.0331879812379505 0.00242993548533603 97.4657103631527
"117" 0.0146802444485734 0.0648209920683017 0.0664625502805054 0.00974511739437713 97.4754554805471
"118" 0.0504472009801229 -0.0260485608118526 0.0567754137554073 0.00711137674436503 97.4825668572915
"119" 0.0509787855996271 -0.036472585966041 0.0626824226419416 0.00866811407617905 97.4912349713676
"120" 0.0460679239904689 0.0989275009869941 0.109127925263533 0.0262727097795288 97.5175076811472
"121" -0.00244914415546031 -0.00762494722561463 0.00800862830250185 0.00014149768893904 97.5176491788361
"122" 0.102303643320952 0.155660204860873 0.18626898511043 0.0765445312940215 97.5941937101301
"123" 0.162549806111495 0.0412255366775127 0.16769610711413 0.0620410348873977 97.6562347450175
"124" -0.0361534700621106 -0.0178774753745423 0.0403320904900712 0.00358867837166039 97.6598234233892
"125" -0.0722014236078625 0.0589359876264814 0.0932013744990425 0.0191636268544279 97.6789870502436
"126" -0.0779597035005363 -0.145865044350412 0.165391434280132 0.0603474742812377 97.7393345245249
"127" -0.144261725067896 -0.0311221181089299 0.147580593423226 0.048049799088342 97.7873843236132
"128" -0.0223465404706675 0.0939773707430826 0.0965976919123329 0.0205857441396778 97.8079700677529
"129" -0.0697129648107803 -0.158121586329266 0.172807214913014 0.0658804888596969 97.8738505566126
"130" 0.0257819008718752 -0.0734469870397663 0.0778406469512349 0.0133673692563427 97.8872179258689
"131" -0.0419416010653512 -0.0555123851137996 0.0695753030963421 0.0106793122608166 97.8978972381297
"132" -0.00381863747458406 0.0426083778725445 0.0427791521315213 0.00403735945152513 97.9019345975813
"133" -0.0192153885353832 0.15546060645257 0.156643644349736 0.0541325678014943 97.9560671653828
"134" 0.0493574797382008 0.0531999830398777 0.0725699593602627 0.011618413559354 97.9676855789421
"135" -0.132743614836111 0.00560672004234498 0.132861968182739 0.0389434510560314 98.0066290299982
"136" -0.0234337940395322 -0.0258896240913395 0.0349201279877104 0.00269020097057048 98.0093192309687
"137" -0.0781438221299156 0.0339123467933013 0.0851851172570715 0.0160088642714659 98.0253280952402
"138" -0.151588695022624 0.0418309467131564 0.157254445284008 0.0545555493635851 98.0798836446038
"139" -0.0724336924479471 0.0346652334350918 0.0803014209759279 0.014225892818374 98.0941095374221
"140" 0.03988865210983 0.0325783258736529 0.0515019600002657 0.00585168023235731 98.0999612176545
"141" -0.104109451471992 0.0495938124178855 0.115318359838924 0.0293379649319844 98.1292991825865
"142" -0.0767766903157467 0.0442209760577651 0.0886010998765902 0.0173185408281242 98.1466177234146
"143" -0.0696338197223658 0.0251445255263433 0.0740345595858574 0.0120921093498464 98.1587098327645
"144" 0.0745460016389643 -0.0260254028449018 0.0789583938134248 0.0137540209637654 98.1724638537282
"145" 0.0512062591295561 0.0185844963085205 0.0544744387496067 0.00654664211870642 98.1790104958469
"146" -0.00109067051494624 0.043881626558394 0.0438951786826585 0.00425076126006482 98.183261257107
"147" 0.00594616817462383 -0.0314149825964753 0.0319727704069847 0.00225524438173232 98.1855165014887
"148" -0.0144256443864546 0.0495874100251883 0.0516431065000024 0.00588379846535325 98.1914002999541
"149" -0.0481955375057827 -0.136023674521534 0.144309562627747 0.0459434170002426 98.2373437169543
"150" 0.00500781249614689 0.155609223442482 0.155689783243374 0.0534753085929697 98.2908190255473
"151" -0.0285378079557116 -0.115904674080819 0.11936624295293 0.0314337446452338 98.3222527701925
"152" -0.0376678180776374 -0.0211027367638558 0.0431762668332335 0.00411266418893726 98.3263654343815
"153" -0.0358867534401517 -0.0291569701318689 0.0462383821056159 0.00471670082845846 98.3310821352099
"154" -0.0699890493254584 -0.0681825649066844 0.0977104353830014 0.0210627449229847 98.3521448801329
"155" 0.00999208803847049 0.107299109932848 0.107763355625881 0.0256197733969588 98.3777646535299
"156" -0.036801527768127 0.035789093691811 0.0513343128263099 0.00581364591410547 98.383578299444
"157" 0.0109753112080169 0.094667675006912 0.0953017636107913 0.0200371037346157 98.4036154031786
"158" -0.221646295528986 0.0558762498792988 0.228580917012546 0.115269129331311 98.5188845325099
"159" -0.0730134455070272 0.148716805643667 0.165673327683317 0.0605533622370732 98.579437894747
"160" 0.0933042267449015 0.172355692221137 0.195990212432895 0.0847426105779026 98.6641805053249
"161" 0.102882867561002 0.100631765400457 0.143915380155102 0.0456927703282695 98.7098732756531
"162" -0.0107570358040461 0.0217994883581389 0.0243090829108414 0.00130367765322307 98.7111769533064
"163" -0.0013403316185416 0.00171546921415506 0.0021769987304489 1.04556111448091e-05 98.7111874089175
"164" 0.047889277946461 0.0618057064385742 0.0781877758387115 0.0134868581517345 98.7246742670692
"165" 0.0206917461635511 0.0121128432279221 0.0239764328114307 0.00126824223169524 98.7259425093009
"166" -0.0875765493829542 -0.000123910981965475 0.087576637042972 0.016920360036455 98.7428628693374
"167" 0.133983316770222 -0.0469959407783368 0.141986434642153 0.044476108328597 98.787338977666
"168" 0.0428054146153783 -0.0100897624552175 0.0439784814062191 0.00426691045913628 98.7916058881251
"169" -0.0175064855513893 -0.220874974843002 0.221567668102226 0.108304336323803 98.8999102244489
"170" 0.173445500258758 0.0617284672916891 0.184102539999295 0.0747743475362035 98.9746845719851
"171" 0.11464779090347 0.00676961915849786 0.114847480175217 0.0290988625655328 99.0037834345507
"172" 0.161709509468005 0.0422335986257441 0.167133606151675 0.0616255259857989 99.0654089605365
"173" -0.0261113154980043 0.124331559362362 0.127043840663422 0.0356074030375746 99.101016363574
"174" -0.112006018656799 0.0640539764594299 0.129028136914443 0.0367283927803321 99.1377447563544
"175" 0.0947165574913642 0.0486038297534136 0.106459187155049 0.0250034169569375 99.1627481733113
"176" 0.102171771090278 -0.0604789744872035 0.118729849501918 0.0310994641466881 99.193847637458
"177" 0.0293316943718361 -0.0137383546051835 0.0323896693712759 0.00231444093030688 99.1961620783883
"178" -0.0289536490486908 -0.041978104105166 0.0509948528529979 0.00573701198773154 99.201899090376
"179" -0.106842128522994 -0.0168203885999028 0.108158059801273 0.0258077918653418 99.2277068822414
"180" -0.0175782607727517 0.12399574106594 0.125235534311498 0.0346009655019998 99.2623078477434
"181" -0.0669689868041649 0.0228309326780934 0.0707537750266941 0.0110441501935884 99.273351997937
"182" -0.00302770058639891 0.0505178700305836 0.0506085186828049 0.00565041469540567 99.2790024126324
"183" -0.0161868826135846 -0.0714785396738385 0.0732884493126337 0.0118496121815883 99.290852024814
"184" 0.0494373519943071 -0.145675383153983 0.153835525901102 0.0522091175271452 99.3430611423411
"185" -0.133193417203229 -0.0696564913873116 0.150308060923771 0.0498422473074319 99.3929033896485
"186" 0.112701278658384 -0.0186588217329308 0.114235414122312 0.0287895311522736 99.4216929208008
"187" -0.0651336725439134 -0.0382221860672613 0.0755203999381497 0.0125823462977097 99.4342752670985
"188" 0.0179280513477767 0.0363780583508684 0.0405558646129965 0.0036286108984216 99.4379038779969
"189" -0.0452334687799872 0.0937770841851847 0.104116320604146 0.0239150170899719 99.4618188950869
"190" 0.0692594188677497 0.106995491071265 0.127455491099754 0.0358385287686477 99.4976574238556
"191" 0.112188106813604 -0.0166472285501106 0.113416495840862 0.0283782441961791 99.5260356680517
"192" -0.0710318113261175 -0.0105667508279553 0.0718134697903481 0.0113774488911101 99.5374131169428
"193" -0.0560147008378227 -0.0865737634356893 0.103114806043407 0.0234571437814178 99.5608702607243
"194" -0.0237717964091483 -0.178739289695067 0.180313149784521 0.0717278595637803 99.6325981202881
"195" -0.0357001159963139 -0.0433847691975453 0.0561848420881873 0.00696420265863965 99.6395623229467
"196" 0.0329481507875589 0.0438885918847571 0.0548797698423243 0.00664442852657625 99.6462067514733
"197" 0.0660402667027149 0.0462533600768469 0.0806268574642728 0.0143414326370888 99.6605481841104
"198" 0.0752980697845589 -0.046433812314639 0.0884641070680726 0.0172650272399493 99.6778132113503
"199" 0.0104929551829559 -0.0254686933153433 0.027545534078368 0.00167392295896585 99.6794871343093
"200" 0.00802993603420829 -0.0568475253707629 0.0574118542941526 0.00727170445406177 99.6867588387633
"201" -0.0545673181871638 -0.0270870104261269 0.0609204263606574 0.00818764378394121 99.6949464825473
"202" 0.0359467175530321 0.0710427722771069 0.079619356915604 0.0139852554158273 99.7089317379631
"203" 0.0931138395916433 0.0470537666976518 0.104327580648337 0.0240121663798907 99.732943904343
"204" 0 -0.0705055269727648 -0.0705055269727648 0.0219335734332665 99.7548774777763
