"phis1_500","phis2_500","phis3_500","sigma2_500","ces_500","phis1_100","phis2_100","phis3_100","sigma2_500.1","ces_500.1"
0.630256529949501,0.1970844830119,-0.330731566832988,0.9780361908556,0.0213467735517765,0.619531487090051,0.0711930952643463,-0.239055723991324,1.0390702315582,-0.0620345867999843
0.657298389583093,0.253600723819703,-0.321167363270242,1.06933006684569,0.0688751738129457,0.650022811421541,0.325929856537493,-0.453547849711208,1.12481643266763,0.0295665433182745
0.683211110341205,0.183285073995484,-0.292249550032147,0.996057918781404,0.115400539103622,0.695668539632573,0.294129957251627,-0.382774038623307,0.882095653820503,0.167779299296349
0.785092890856319,0.0662635609635323,-0.249120327555205,0.862035241388532,-0.172829032379281,0.672656168003854,0.196074472689285,-0.217987492572856,0.845091636434252,-0.19258928378152
0.671282717174304,0.243901430620136,-0.299364306657227,1.05826332917492,-0.0225387044232402,0.671851926610227,0.324870282482221,-0.376680346085224,0.984554952565715,-0.46491849327632
0.677104286806631,0.143319813794983,-0.278120070090912,0.982431598383868,-0.0142758224886671,0.852264122103188,0.0603488419233001,-0.356961284871866,1.09410329675812,-0.211220830457979
0.66306307417723,0.230049887272719,-0.275998218219164,1.00754351250492,-0.00908476489497947,0.595617114389553,0.353214341449454,-0.255569813474889,0.898681219097636,0.248014111453904
0.661344125076304,0.230776317107246,-0.357213981356507,0.968074327808106,-0.0413610942686816,0.744266584010728,0.214824760916257,-0.427200087844248,0.891543676923799,0.173722783979565
0.696490907200548,0.233802598492342,-0.344834752148094,0.97168323076882,0.0423958335442065,0.657743779052585,0.227740160167065,-0.241541685073094,0.756483614702033,0.0913611787282774
0.674873551332067,0.234373647574047,-0.346847979829511,1.07773482434245,0.00475114294459079,0.881263886871424,0.0681307286550865,-0.30033896302337,0.980548942637437,0.315059331634729
0.708528047355229,0.212838754073201,-0.278443172584489,0.934220858688857,-0.0546689649259262,0.924878860338933,-0.0796918901146066,-0.199132906164256,0.971750751327549,-0.161263340005463
0.668093138363469,0.274077798766596,-0.33272407235389,0.920098100254369,0.130577565571135,0.790712911362617,0.0858956715316986,-0.261287086430245,0.961603884885444,0.359532090968231
0.65616691869028,0.274878466046581,-0.357676851250476,1.0456496907968,-0.0596174107079631,0.67843790929294,0.293042568894744,-0.425273330389921,1.01337931916284,0.0879407607078117
0.703919364548069,0.191624326683929,-0.242352480001051,1.03818961432793,0.174686001923823,0.7796252747226,0.205547284057326,-0.39316591518525,0.992605075522839,0.541370706472517
0.708080602079196,0.169653435582725,-0.305322027045641,1.08108072765678,-0.15766846402041,0.450090654790596,0.20953620981568,-0.290428038495628,1.2452471386215,-0.0489251337895281
0.728499070252722,0.110847947684394,-0.231125716129405,0.963210373248958,-0.144318498039522,0.809490086865236,0.0706468177626361,-0.203949683600175,1.05133345776261,0.236631504326492
0.741265119870564,0.211427932202253,-0.379774446880007,0.970621700135629,0.0953873151606128,0.748299778546274,0.134252647534834,-0.356965574666573,0.90637158038062,-0.222376305646577
