"","titas1_ma1","titas1_ma2","titas2_ma2"
"1",0.566488799630665,0.85415872029398,0.416340658576914
"2",0.484079659430461,0.868125638479132,0.494470945023197
"3",0.443475799765294,0.892440351317252,0.553914166955277
"4",0.525249521654151,0.793148082010201,0.369608265295678
"5",0.403649894899627,0.720655321446412,0.405941578491444
"6",0.423203956886759,0.782212277302715,0.432825157975377
"7",0.495056414960893,0.810456100533528,0.427571892433692
"8",0.48057734522916,0.854967641956022,0.47537914986292
"9",0.492145150845603,0.899724198252312,0.492667777094222
"10",0.496441963033352,0.831563283493051,0.4574315229769
"11",0.468972713038723,0.791172056730892,0.423839318109871
"12",0.45643721597895,0.821303826284649,0.469727773596208
"13",0.470444176916391,0.907372709414602,0.54921278796766
"14",0.471510224221956,0.756691505665081,0.378776408926583
"15",0.507788205821385,0.848764903543652,0.443342469397713
"16",0.484281861604992,0.805952160192302,0.403606435715264
"17",0.457199215684847,0.885294129365121,0.516751364838553
"18",0.473423790748405,0.863524144436098,0.472625413116896
"19",0.461944586913445,0.753357075897163,0.353939984278275
"20",0.459174370721307,0.81216957627444,0.467006473361236
"21",0.50977033930404,0.85873036600111,0.412183856119366
"22",0.4424421422853,0.751240035424901,0.405056315177856
"23",0.54197667394368,0.873297334896808,0.390437777417735
"24",0.481368730057289,0.892165638601341,0.525492279957209
"25",0.437512273004304,0.80045404685318,0.463511433421181
"26",0.49759205272195,0.826541623633182,0.437275725344901
"27",0.492239673627992,0.802852576598231,0.390445112049745
"28",0.442233689921201,0.754514814632874,0.411131341926442
"29",0.492308506541389,0.829490574642534,0.434821897604124
"30",0.474574808721599,0.834712965355147,0.464580313962369
"31",0.433218259323599,0.749518648910493,0.413270320109343
"32",0.481222065868172,0.781468214914046,0.379091617968534
"33",0.544531056060514,0.915976776280216,0.487154292790554
"34",0.393650349272477,0.697076438854183,0.378792164590577
"35",0.451526934131621,0.795837375234683,0.439901106661038
"36",0.544035805871025,0.893510696779613,0.460078878773808
"37",0.448181239493955,0.835566161637956,0.47148628594882
"38",0.472428984862654,0.851799558167443,0.492951792506788
"39",0.502981953558485,0.90445871915382,0.499128724259077
"40",0.430097141948167,0.716031710756082,0.359037789018827
"41",0.52791361439323,0.922917338451233,0.52355252369397
"42",0.485073505015952,0.841531838919163,0.444597484551607
"43",0.482554466704009,0.780296496644567,0.350101697682526
"44",0.466713240214903,0.787137140604152,0.385471111427732
"45",0.46579768340333,0.72337108389103,0.354804783448792
"46",0.448038044264103,0.710607840800665,0.347041924669642
"47",0.497220272581173,0.87710180920335,0.502140020653977
"48",0.505938234614936,0.913618204418827,0.513148714879136
"49",0.533261180371743,0.872928862766048,0.455646703253931
"50",0.516705725610073,0.910972797777249,0.514277920839458
"51",0.460080536261178,0.797224030435387,0.436885611197219
"52",0.414609314903448,0.797936393496009,0.453515006831333
"53",0.511585518153082,0.84940249229376,0.440106867869466
"54",0.46117968140553,0.788437769423466,0.419877749690447
"55",0.48898722965146,0.903027526678713,0.497911585516408
"56",0.477298944929038,0.793452629020832,0.380030595749386
"57",0.528996646057138,0.899687572878811,0.444270539248188
"58",0.486854403887209,0.845798342590104,0.448744453624917
"59",0.491110787756691,0.784711309230306,0.379589601996356
"60",0.459160816596857,0.82594195216338,0.4870293646557
"61",0.494277200000324,0.860756694841134,0.493379241317514
"62",0.512874902078312,0.813425126265499,0.413925904500771
"63",0.498985604696186,0.742141347439674,0.295146503059916
"64",0.473201800148937,0.867904856435792,0.498767454142474
"65",0.474931951552021,0.822357449978918,0.434603368966592
"66",0.498016306564497,0.860810107641659,0.447578234986465
"67",0.417974226417024,0.753041740911461,0.396883739817845
"68",0.482796269417667,0.911346970529922,0.539285639865114
"69",0.456931581884573,0.733550551847837,0.349013781665907
"70",0.474753316745627,0.825799261135548,0.485292219161715
"71",0.533182922102814,0.905785318511571,0.457171557546344
"72",0.481560677750273,0.834852120437568,0.457240906328073
"73",0.463807610788841,0.806643230863974,0.46862998619675
"74",0.456337412072775,0.854578542526772,0.46222812325048
"75",0.489842201491817,0.763430478701994,0.353131977519286
"76",0.448305810612035,0.726318882399316,0.370778129208364
"77",0.491974965561267,0.825359033562323,0.417879781707372
"78",0.494162931020953,0.813821793372244,0.44813609865149
"79",0.495321714363944,0.773321551596677,0.36076769192905
"80",0.466540106986399,0.76594768741412,0.368909390755016
"81",0.451560465923739,0.736388622790168,0.346196773519253
"82",0.46543387059096,0.830517903625856,0.478654550585164
"83",0.390547452094075,0.779431849372951,0.473722113514931
"84",0.512752117409154,0.913614388508103,0.488760909575522
"85",0.500310705733431,0.908487649735768,0.506375784249938
"86",0.482808535085862,0.888600058937807,0.531885122167636
"87",0.49780769716669,0.80047755092624,0.362369837499024
"88",0.501744946751277,0.896326317506296,0.500124840407554
"89",0.498305512757376,0.891811841154677,0.512558488247859
"90",0.447940612133035,0.843471447982595,0.511081889863594
"91",0.528105086144937,0.856661008021906,0.441565120693808
"92",0.471437760932222,0.82207341305839,0.445510751052405
"93",0.451701185956967,0.737036706000823,0.375481694302338
"94",0.478558014649172,0.676307437325758,0.22995951512336
"95",0.478404177862373,0.750609620150479,0.369054942347987
"96",0.506520520374979,0.823302063804397,0.440058932264596
"97",0.458162966505204,0.815831328539615,0.451336047656168
"98",0.468249314005766,0.829815457233998,0.45725044439566
"99",0.509365142546611,0.883615622227398,0.498603237751303
"100",0.477287833772689,0.769518340523167,0.404635821661099
"101",0.486974172591786,0.812784985029405,0.455171644087037
"102",0.509208662312843,0.867805802981699,0.46690725902248
"103",0.552886977637975,0.896488554430844,0.449200603274628
"104",0.519575411400867,0.922052178456697,0.501277746755959
"105",0.502589743319053,0.902083125919818,0.493568616882434
"106",0.450560526694652,0.651835200348393,0.298162577822261
"107",0.509831184687615,0.948572782792817,0.554573913320985
"108",0.483332172807685,0.793239019169165,0.385254731948697
"109",0.481787006528749,0.806830546393209,0.43462156176274
"110",0.478407790406496,0.79938820417311,0.437052721309246
"111",0.459780874052965,0.783317624638293,0.439025039601696
"112",0.410350859939601,0.805084957382237,0.473981430342272
"113",0.465258183255111,0.790254017233757,0.397305053018847
"114",0.477030204737117,0.770896059642016,0.376140706990225
"115",0.498262592625193,0.793162918896187,0.377040186001791
"116",0.503324168238221,0.884211285493558,0.489010964796878
"117",0.462048339835727,0.87829437749732,0.531790400136068
"118",0.471239336004338,0.816088966671033,0.468977816458692
"119",0.5479102024205,0.952953838800561,0.549339533678085
"120",0.502101597769321,0.829130797518332,0.414482102612207
"121",0.42600476211235,0.792345074525595,0.433383624314848
"122",0.50796719739345,0.832653828535787,0.412927886679307
"123",0.482527570721198,0.846162729512911,0.43142904506092
"124",0.527453615677983,0.88146711254307,0.475073445675549
"125",0.485976086530251,0.809972832409956,0.402311823852575
"126",0.449797053622235,0.813671532662906,0.430551403354799
"127",0.475776556105471,0.776442901639268,0.402783892933312
"128",0.459919756824243,0.752803548271962,0.371037701270219
"129",0.52080583861533,0.947859862582404,0.56417270487194
"130",0.478967901236176,0.785416413600719,0.391647958871793
"131",0.474712684999566,0.727129962408393,0.338441218289545
"132",0.417679696130808,0.742650051380832,0.377797913293695
"133",0.45109993956378,0.680445670453574,0.302332524889942
"134",0.496073695918943,0.910144917086269,0.514442067781592
"135",0.447544766644959,0.79076784966791,0.410109083786343
"136",0.47951885971303,0.885506476685926,0.475040447010051
"137",0.479511390531511,0.844264708129805,0.471249380850557
"138",0.48310258122553,0.7778041766696,0.369540332315984
"139",0.471256177839109,0.811643320065407,0.424358323940764
"140",0.421606583828013,0.754044154499885,0.444996766649456
"141",0.48001149892067,0.80280968854019,0.403328590231303
"142",0.453215303942525,0.826011800604453,0.441652120866588
"143",0.417466769154148,0.830517733116795,0.501341101302039
"144",0.486877527634547,0.896465925020657,0.531746983445329
"145",0.447480516319187,0.737456229647175,0.384365509810327
"146",0.481766412016011,0.789241663378012,0.420114056729687
"147",0.468030505393771,0.872230924889748,0.489522119094082
"148",0.498863825200954,0.899475833498408,0.537841999049179
"149",0.475437181987084,0.828826215567378,0.445546858410309
"150",0.472605256835796,0.917707218517468,0.581982938940778
"151",0.474100272188108,0.91465204518181,0.539084345996038
"152",0.567649725520978,0.861324078991931,0.414021655610927
"153",0.468976888318993,0.851433396768496,0.480728909174591
"154",0.501283083637848,0.786402696933568,0.407388729105654
"155",0.538557384990033,0.861016359073278,0.465620609939872
"156",0.468981049516063,0.869029721161797,0.493362898946907
"157",0.455761051805875,0.834430060188765,0.475764643423388
"158",0.51930112783081,0.818115025991681,0.374385528134821
"159",0.412134775272606,0.775221609663999,0.428586361258847
"160",0.482670681433961,0.750077516211024,0.333749626236071
"161",0.486500010919279,0.782256143713477,0.335493436792727
"162",0.513959028882008,0.859119809049073,0.438032403088339
"163",0.501463862209312,0.946028063047042,0.551085043457084
"164",0.456177659264169,0.769112187001463,0.403960199205651
"165",0.438263120568618,0.813156460206924,0.462378428096563
"166",0.495663337287636,0.823009664506683,0.46443985792293
"167",0.448271498229593,0.84545484808643,0.490429261480229
"168",0.507768046850276,0.82874968490162,0.403209782810035
"169",0.485996618377824,0.82421477074091,0.431562050111698
"170",0.482675357191474,0.802638545209352,0.41069212078427
"171",0.470421928904768,0.738864479736045,0.366780717796806
"172",0.484287556020088,0.832834928429971,0.435909744226099
"173",0.495323066713489,0.814500257731744,0.439191091520709
"174",0.450189715004958,0.910901651795862,0.578684708625741
"175",0.459566275700556,0.795542119395348,0.452589337694187
"176",0.454088001310412,0.928838290216916,0.575226233485913
"177",0.448305456964297,0.768100955543883,0.40270163283339
"178",0.43445544470054,0.792913339076031,0.430325621667588
"179",0.452575538669794,0.828834567373944,0.479605600469459
"180",0.460880498623629,0.778894469646947,0.390208319382255
"181",0.410173962927257,0.698836274988462,0.362732141282255
"182",0.485027871538341,0.82966164997114,0.433375983565537
"183",0.445946154791849,0.795492876453151,0.430310613256652
"184",0.540796726211605,0.845052276761443,0.443561260747483
"185",0.424932701123657,0.793886215311418,0.472749496399739
"186",0.446641748825127,0.842901534270752,0.501997337802367
"187",0.493177347319296,0.875650634232522,0.497827026988927
"188",0.463035695262053,0.795596417879778,0.445099722378381
"189",0.467732478052312,0.722328735693461,0.330436024282317
"190",0.513421588798553,0.855194465148091,0.465247881126197
"191",0.450709962646511,0.785729176798856,0.428485615328665
"192",0.482977309637835,0.827232559856263,0.437554675977126
"193",0.47751802200228,0.788847820646497,0.427345017729358
