"","phis1_500","titas1_500","Phis1_500","Titas1_500","sigmas_2_500"
"1",0.675042711457493,0.779133538231055,0.919370269296489,NA,1.21949420351844
"2",0.698830950252081,0.784654983624249,0.897555073140295,NA,1.29053135175879
"3",0.605543689428699,0.770419673744094,0.854333834300534,NA,1.54258433954445
"4",0.721079435754669,0.824983507707948,0.892092781009963,NA,1.31081269229553
"5",0.707860366103528,0.818181924129323,0.95128130527471,NA,1.36639858853568
"6",0.733075975897024,0.75565155901811,0.848685753392665,NA,1.35806533123875
"7",0.688176031982744,0.772344272044685,0.936753407315986,NA,1.35346852884063
"8",0.650722110442345,0.767973791158417,0.885493752778746,NA,1.18196396118755
"9",0.627196486575345,0.799316691571355,0.882141561296212,NA,1.41174392367552
"10",0.740659059833446,0.789514679484702,0.890081348499553,NA,1.28751719268659
"11",0.753004784983968,0.694445637250935,0.922029173200495,NA,1.1742709947867
"12",0.682869964687533,0.78584858517961,0.886386423282961,NA,1.42610456928294
"13",0.717356709432306,0.752231711082506,0.903062893426277,NA,1.42876140994251
"14",0.705082506423938,0.786030261183446,0.865000109297655,NA,1.28871616877141
"15",0.643151926812756,0.819581319973046,0.91616881544844,NA,1.40587400030817
"16",0.649454094944366,0.784904557634651,0.884174972468632,NA,1.40754416703555
"17",0.649119146397819,0.76747049432872,0.897711330049306,NA,1.3303790652356
"18",0.707549459092261,0.816210689520783,0.898149649646316,NA,1.21988477845093
"19",0.721670520202185,0.7962421257303,0.906142314492964,NA,1.36979554000934
"20",0.705376213592904,0.77252971034834,0.936733680089834,NA,1.33876037491896
"21",0.723221171173046,0.796082831033361,0.900953547489724,NA,1.43735622371941
"22",0.687158227885153,0.80710146449202,0.87857567516813,NA,1.39678787144521
"23",0.742093999346789,0.765845291203657,0.917086304016288,NA,1.41940388987173
"24",0.66188688138458,0.81996042599581,0.886142675823145,NA,1.28798292997321
"25",0.686342114240974,0.799813458662112,0.863673464329012,NA,1.25095959254495
"26",0.694576038423908,0.793776350631157,0.92453649528074,NA,1.43023852902457
"27",0.65722432430533,0.785642607127088,0.878594522381856,NA,1.34442669189443
"28",0.727375386594414,0.81449565343798,0.883254578528182,NA,1.71307479470048
"29",0.666307679749947,0.737592019577572,0.905142978030617,NA,1.34544318388649
"30",0.750392840935538,0.77086127787029,0.883911426326307,NA,1.49292584692566
"31",0.784431761609789,0.809780721597485,0.888585353479637,NA,1.32134973413408
"32",0.739104755466638,0.777360468666306,0.904702808465148,NA,1.46665172900656
"33",0.724993577154317,0.769480647593457,0.922039501079867,NA,1.38323377549539
"34",0.732505113745037,0.733001890474511,0.896704180835758,NA,1.4207796003105
"35",0.665845503091467,0.81250026531541,0.892226126485455,NA,1.41731811289889
"36",0.664088002312385,0.819417851051975,0.880551655955913,NA,1.48048097375231
"37",0.76233228653056,0.736709651120872,0.879463883519,NA,1.39236148130726
"38",0.703495307666693,0.819921384976476,0.846533342768841,NA,1.29979967743626
"39",0.700558808682964,0.840827667288075,0.892856798448887,NA,1.34358477450523
"40",0.718856776618396,0.839502620275879,0.907514305173641,NA,1.21022660939756
"41",0.626402763634524,0.75480937523567,0.912361591833981,NA,1.34741785509916
"42",0.760765119642697,0.666677910608029,0.891813736240373,NA,1.21471173223289
"43",0.714504716801943,0.804867860081031,0.875561803619166,NA,1.3705042347438
"44",0.7051899086231,0.746588850980666,0.862457288762828,NA,1.2077564293342
"45",0.711382863855818,0.776472610350136,0.9215813836336,NA,1.53990630914906
"46",0.642931267665446,0.845214998380782,0.879855067864633,NA,1.22280082825022
"47",0.629322201256148,0.790612399817982,0.893845317362395,NA,1.60690159629322
"48",0.663263442859185,0.829123320115206,0.890666737064865,NA,1.22052891064453
"49",0.624706778229122,0.810977757568723,0.875061473862857,NA,1.5118331711563
"50",0.757119009400091,0.789535875630808,0.921863426357527,NA,1.32683861025654
"51",0.671855439548318,0.795648818052407,0.877911785408962,NA,1.40622950550768
"52",0.736245700014498,0.784767790109927,0.865004391238925,NA,1.47536951671187
"53",0.731323354313237,0.765747307110415,0.906703949320569,NA,1.35635990912016
"54",0.717643061157567,0.83702421549339,0.890743665965216,NA,1.30318481765851
"55",0.664040704773041,0.773035608261362,0.884725466904902,NA,1.30727762049817
"56",0.605649412117151,0.799804525941796,0.882483413859412,NA,1.50541018379543
"57",0.724129426354918,0.750037625325273,0.907825486150319,NA,1.37502160825703
"58",0.676601041071328,0.783848377537346,0.895705105514818,NA,1.27562216039957
"59",0.666754069106007,0.798267171033645,0.912188245676602,NA,1.57208818224171
"60",0.762147055230855,0.792049375017082,0.853341413922481,NA,1.50546801435211
"61",0.665175273023565,0.743074976416812,0.924949147395569,NA,1.44067757660881
"62",0.758708855603525,0.69585609649883,0.891088630603103,NA,1.52424221839511
"63",0.680990458790109,0.77746846121738,0.889102349554312,NA,1.58720067903945
"64",0.795215687805438,0.789730472947683,0.879989874384015,NA,1.33537545095564
"65",0.694080717416456,0.753595531787719,0.890359324340298,NA,1.45920763844816
"66",0.680690232004307,0.751700842290033,0.900304165108213,NA,1.37938235043485
"67",0.653690108335323,0.784556058689467,0.914806297141739,NA,1.60392959837598
"68",0.680824522695438,0.799628373238202,0.873007898204682,NA,1.53972246953922
"69",0.700110548383166,0.796005492886116,0.830691225750759,NA,1.19520290511532
"70",0.745700111828266,0.780264931801048,0.880584306477246,NA,1.33416342794528
"71",0.676360534032867,0.705762402638832,0.886596683373313,NA,1.32399589199446
"72",0.663765527124307,0.810989584010535,0.894098630293212,NA,1.27413455616379
"73",0.65259626659584,0.779054271268505,0.874994201001921,NA,1.37948689464546
"74",0.634534575926993,0.800456363162331,0.901006948043468,NA,1.76848700309803
"75",0.740002004359333,0.798261897732818,0.879971430414603,NA,1.40967477213853
"76",0.767192433855393,0.795533308318053,0.913730183021381,NA,1.38110518952265
"77",0.726487610291798,0.830738463705006,0.866867257732648,NA,1.494676146027
"78",0.674885892239894,0.795807990030051,0.90670317736701,NA,1.38742008771808
"79",0.699202918912908,0.840060955081993,0.858795777631989,NA,1.40040201496959
"80",0.762923650732255,0.773405221246646,0.832811996607871,NA,1.3177557738226
"81",0.654832243580311,0.790692846462411,0.881091379572624,NA,1.48905724139686
"82",0.697496638538398,0.855981558861506,0.875361340995549,NA,1.47792763565259
"83",0.804173500670977,0.708015795437433,0.906223792997971,NA,1.34470643509273
"84",0.547584519059051,0.800363131893672,0.909596560005607,NA,1.42492168328208
"85",0.769451359076497,0.753949944112999,0.896578629973198,NA,1.36440778406309
"86",0.69692988365879,0.841151521573015,0.869263886479681,NA,1.43126858066126
"87",0.669861935544797,0.74950351355432,0.898547840927698,NA,1.37063380589649
"88",0.746020969262632,0.801806878159841,0.878875290647475,NA,1.41745767680592
"89",0.635161222790265,0.786476947236954,0.855646978503195,NA,1.58498085696351
"90",0.734442241859622,0.811872670410621,0.886075606812978,NA,1.45659776697513
"91",0.705914506414963,0.788458168878976,0.869192938056972,NA,1.2747957681819
"92",0.73112832708068,0.74622332329583,0.881935056740139,NA,1.35564591785031
"93",0.659313497371756,0.832366337145123,0.870133141246543,NA,1.31200754926157
"94",0.738982280574097,0.79568310771144,0.895217009405444,NA,1.60125268555646
"95",0.740021780828069,0.755787982063352,0.865720558596149,NA,1.41686489081673
"96",0.675826783075675,0.827381693502176,0.967028487656953,NA,1.52988592109013
"97",0.653048410945972,0.815437330848761,0.905457874299965,NA,1.33303516756438
"98",0.749486663589175,0.793901998463368,0.895652704534815,NA,1.16771995428294
"99",0.694934588998252,0.821442323499776,0.903961434859413,NA,1.33110802769616
"100",0.66376653395658,0.816799598096466,0.904092713349296,NA,1.3200987397119
"101",0.753747314992831,0.780397137447521,0.886379024875098,NA,1.24618659034673
"102",0.694133321137055,0.83462198240568,0.892976127544269,NA,1.27925574196815
"103",0.730326984598966,0.769534721950544,0.909965437528892,NA,1.3800920553737
"104",0.738226956872857,0.797804316470018,0.871619627768697,NA,1.42254614952824
"105",0.714808782109513,0.758950580576203,0.890863875432823,NA,1.47535075013271
"106",0.675300914529394,0.750234261414328,0.891787035355647,NA,1.4730283565107
"107",0.667487670748611,0.811411147266067,0.86202311207386,NA,1.2840935355521
"108",0.806195960644601,0.779363260788485,0.891511502311487,NA,1.4856454255794
"109",0.701392453883231,0.794644443515324,0.891839579151334,NA,1.45855916666372
"110",0.750673140601505,0.84287845710113,0.894162947631179,NA,1.39848569730805
"111",0.676738076325632,0.776140970693167,0.916945154326281,NA,1.32340893962554
"112",0.663064527669231,0.837648270104722,0.875021257853629,NA,1.53740972264783
"113",0.60897852713951,0.829304560041241,0.889950098853437,NA,1.35046011831401
"114",0.746315122797941,0.811916218955026,0.908756167790407,NA,1.37610145985975
"115",0.651615577981697,0.768759393692588,0.887976511418342,NA,1.47260488854553
"116",0.667685630234215,0.828148157794407,0.875902232072733,NA,1.29256373566044
"117",0.687768265040825,0.861227428919179,0.882416528333652,NA,1.4675981226636
"118",0.716698039851413,0.790141217267243,0.876474424596272,NA,1.52182432629523
"119",0.634101722887228,0.833249804923362,0.897948979593389,NA,1.39061833416275
"120",0.706291741812767,0.789699888479641,0.90613660926812,NA,1.51004498542669
"121",0.781624569236664,0.83004797320076,0.940397780266807,NA,1.36979072912517
"122",0.72031395579385,0.828205880932604,0.902793597402118,NA,1.57974779364815
"123",0.751848112299861,0.77700749794611,0.879111757487034,NA,1.31499708021773
"124",0.76624526951164,0.752456252969,0.92179998878382,NA,1.33564247285686
"125",0.709487812846172,0.835774284406277,0.879425115269479,NA,1.3442378973603
"126",0.710320242557726,0.833496953460509,0.901920379584435,NA,1.56567442926296
"127",0.766221800510154,0.732801658147312,0.87609093906895,NA,1.42119972063848
"128",0.693547897761607,0.816473440568543,0.921242028504261,NA,1.25853482200275
"129",0.61658993178919,0.808988004608311,0.941934177996461,NA,1.19713453772342
"130",0.775076502241071,0.847322326959681,0.889799089593503,NA,1.36487734902039
"131",0.743665671670104,0.750313625100068,0.903534543645982,NA,1.42245569143767
