"","phis1_500","phis2_500","titas1_500","titas2_500","Phis1_500","Phis2_500","Titas1_500","Titas2_500","sigmas_2_500"
"1",1.89456623285564,-0.895400539383652,0.597278713296831,0.288633431858799,0.629395260279422,0.271837828015307,0.621720436135109,0.498276050347445,0.993424633206545
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1.90479276774259,-0.905150998867965,0.513131317829348,0.220992158432358,0.586171169505655,0.333804011516846,0.70830403854058,0.517697051515065,1.03473565546627
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1.91027939466392,-0.911170947501142,0.6141509775611,0.314020026686619,0.573136704786359,0.351276198696799,0.739706189480312,0.433322035205648,0.992199260532994
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1.99910838115299,-0.999999983717542,0.58010763009755,0.338112022272344,1.28391568330375,-0.352912913251174,-0.0639174279413872,0.235059724077522,1.3189461394099
"10",1.91811117887088,-0.918308024939014,0.563665274967234,0.350446371700098,0.548262408463438,0.338307368213382,0.745188285941371,0.495497326219981,0.92985164239881
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.00456953693372064,0.995424935272381,1.70323595568405,0.961128257208658,0.939864947089822,0.0281058501514065,0.780081995479646,0.571834923232546,5.44932058141755
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1.90102279416238,-0.902159898035706,0.606001858700378,0.314798063952091,0.537784737757785,0.372751520170869,0.784378675667449,0.533677533527463,1.04141985728642
"17",1.8929982564195,-0.89323371226471,0.666045597540625,0.319837598412312,0.109668319412253,0.756420728012797,0.976689687970225,0.238474498210918,1.11632310417709
"18",0.0400319427645217,0.95930549524419,1.89144865037549,0.89479592660395,1.13089711126956,-0.207854754700105,0.699491178054383,0.521141929906095,7.7865764067085
"19",1.94075354099333,-0.941223476391346,0.560048544528956,0.288399817736785,0.688025199832765,0.185456676203838,0.557715225440494,0.437295921279714,1.04801417548416
"20",1.98278385337856,-0.984121871896782,0.391887227462953,0.0373584606224095,0.657231427474488,0.340958416493602,0.64353535343034,0.463641819599604,1.1337899833148
"21",1.83853751046158,-0.839064555332462,0.665256585098587,0.449897645074878,0.625057565630393,0.374033333762915,0.642382523300109,0.307569014862714,1.0028423454176
"22",1.92702389670727,-0.927038465528108,0.529712015754809,0.0700105186171854,1.64876517172786,-0.685906640657977,-0.400503792291407,-0.0428050598320019,1.21605497430587
"23",1.99913007940463,-0.999506704992102,0.529909046843237,0.20165385345884,0.620295041768854,0.379164777417462,0.689478601220606,0.415107387573396,1.08926510562908
"24",1.99985543889123,-0.999982546567522,0.573062150621236,0.321752648502045,0.760570526319978,0.161587364747566,0.446839460933903,0.460738217384998,0.968646612758776
"25",1.89226726550345,-0.892616526367908,0.602405829569102,0.357062329624032,0.770292777983059,0.132297950355609,0.551085101825772,0.485323394990414,1.04311773042774
"26",1.93664984008263,-0.938628601506188,0.514857965288768,0.066223366450703,0.736517774737253,0.144007272020551,0.592626529881148,0.550960742947549,1.01357067233903
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1.94363379633598,-0.944821772510609,0.5537449707567,0.258447079405086,0.399094626875312,0.481163932606309,0.829349693503427,0.500567590689211,0.941524762882779
"31",1.99963026600918,-0.999964115051934,0.541472332196055,0.280650653055232,0.568767524515913,0.304803886283397,0.793346117858615,0.579671278152176,0.969546095743421
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.035999252108906,0.963445046034484,1.83841669209724,0.844943262364099,1.18177979920184,-0.252209897817211,0.428778996171625,0.475305762253363,5.28418986388832
"34",0.0482200907266559,0.951434073102734,1.87893806965633,0.881865486395125,0.900183602697258,0.0273425855779713,0.773916991178607,0.681439248093806,4.63697759685974
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1.92449848185306,-0.925228352450296,0.641104303429046,0.340906818477665,0.597470635805165,0.314051975448296,0.634188111574132,0.445363559774423,0.90841466847799
"37",1.86644393013786,-0.866447912961688,0.686936948101706,0.358414918914302,0.398441377707178,0.503200126224576,0.810412335782477,0.49488211668725,1.02985327108457
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1.8669172237393,-0.867875219851207,0.614140754608763,0.295710172694564,0.698540132523075,0.240920702980144,0.547256776220281,0.507895033879322,0.947727563060093
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1.88219671159619,-0.882212827160098,0.554195009425412,0.330787286557786,1.11232051026936,-0.175620151870085,0.131515797952135,0.195763257803726,1.09465689734873
"42",1.98967631456557,-0.991291401551288,0.580891634592334,0.332606729058314,0.629027862952503,0.252378350431904,0.636736381894944,0.483252357133365,1.05742449298184
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1.88121640343893,-0.882966706273035,0.527427170605025,0.303076240769204,0.669929240205995,0.20169895755146,0.638685889796176,0.524443444574369,0.994087038444419
"46",1.89124621044643,-0.892051938460198,0.637967561959137,0.305725159844419,0.674127126209766,0.220252386777987,0.689558711651698,0.456733948778472,0.903542548569284
"47",1.85314982632426,-0.853150879221701,0.711488838775747,0.341447019075166,0.650230019123479,0.234920676068241,0.676300789143405,0.514425085043324,1.04324260453915
"48",1.89365522014676,-0.894950242847548,0.652155312366699,0.389259141080732,0.557991752912758,0.350048689192265,0.708420673424797,0.37733201360015,0.992918360157046
"49",1.88225075360706,-0.882954326199084,0.716872236932559,0.404741222041505,0.53608064450258,0.394925797360706,0.759547930454132,0.46625781167521,0.966524214474896
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1.90463337635263,-0.904667787664597,0.697670062149211,0.365187906449967,0.50760435204529,0.353205649270816,0.817552715445086,0.55218165508591,0.972201457164468
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA
