"","phis1_100","phis2_100","titas1_100","titas2_100","Phis1_100","Phis2_100","Titas1_100","Titas2_100","phis1_500","phis2_500","titas1_500","titas2_500","Phis1_500","Phis2_500","Titas1_500","Titas2_500","sigmas_2_100","sigmas_2_500"
"1",NA,NA,NA,NA,NA,NA,NA,NA,0.495932147190356,0.375356724078424,0.971350550536184,0.458057076170106,0.645593994291257,0.252786611714966,0.608877120650502,0.498133879932649,NA,0.978873244894638
"2",0.0216133186337482,0.978000047801848,1.373593789357,0.45994118678728,0.06887779354482,0.929431795518105,1.38958196347724,0.556263218242919,0.170200653440423,0.784843972400666,1.2628603011995,0.380909669089606,0.559417283936608,0.220018288851648,0.705253779882481,0.541047971575868,1.32893628258283,1.08188525173199
"3",0.416620244958672,0.496000455765143,1.12663814393467,0.559478228921261,0.329078067332111,0.609800238879636,0.73139016130011,0.424261604556865,NA,NA,NA,NA,NA,NA,NA,NA,1.21345293196406,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,0.79020619138964,0.119515191372973,0.742974585739084,0.385283470827491,0.781146299008824,0.0874619151141521,0.538443431414105,0.434604046373991,NA,1.02156984433992
"5",0.23780199846024,0.75683965315378,1.12282639476502,0.312596503787027,0.252782741895216,0.744069997706636,1.05106691662393,0.307789401119821,0.580206515628819,0.313567943832646,0.918732777460258,0.457886420416498,0.533197947834216,0.386497686581419,0.770334245009587,0.432003664562,1.24114265645206,0.989526613953345
"6",0.446347358748089,0.515011012322689,0.978320812073784,0.235824968437749,0.133022539377445,0.726257122602047,1.56238150572527,0.984625000737501,0.074410317095987,0.843353160942395,1.30461764621147,0.425391635233218,0.334953005057511,0.542542100840599,0.895250009233078,0.510200334965497,0.596483630780723,0.985783270621016
"7",0.783521643437344,0.1295197088713,0.667573947179944,0.414678243412833,1.07814263458047,-0.167937152974815,0.431973383993395,0.467114931066981,0.103903089394269,0.77042094663454,1.25473216434152,0.393588164190371,0.718818680820428,0.184031190828591,0.615253879969862,0.453335527231361,0.912470418199555,1.01779466070503
"8",0.460462380176506,0.439941637809589,0.937671638462092,0.431882852066278,0.785149700761758,0.097026075729287,0.517798815227487,0.579624409792334,0.803053566184581,0.0722263460082761,0.634269629406266,0.354804755417918,0.532585680689498,0.334149935239521,0.837353618283348,0.542445520137867,0.925752418674559,0.99656617130745
"9",0.242231180115394,0.706227084706636,1.29975596476333,0.551376380986653,0.738327137731837,0.140519713896279,0.557899567843315,0.573891849894135,0.494908302233842,0.380305530669956,0.955666346668207,0.481371125532787,0.492883222562578,0.40234170142485,0.794735266030803,0.518823565444597,1.17370251786138,1.14367375262985
"10",0.0627327565916125,0.856262093087926,1.25172332438228,0.391702295003361,0.115583264534301,0.82301280598963,0.950648611011432,0.270578954925809,NA,NA,NA,NA,NA,NA,NA,NA,0.88974516770793,NA
"11",1.03964406692453,-0.0840137359893795,0.48178190743698,0.345559229923861,0.736764720396462,0.151463168102408,0.684262762159334,0.428154678314143,NA,NA,NA,NA,NA,NA,NA,NA,1.03464198595133,NA
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
