"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"545","1","2","146.13","(1,2)","1","2","136.57","(1,2)"
"546","2","0","152.15","(2,0)","2","0","144.5","(2,0)"
"547","2","0","161.67","(2,0)","2","0","154.02","(2,0)"
"548","1","2","155.45","(1,2)","1","2","145.89","(1,2)"
"549","1","1","156.79","(1,1)","1","1","149.15","(1,1)"
"550","1","1","153.14","(1,1)","1","1","145.49","(1,1)"
"551","1","2","148.76","(1,2)","1","2","139.2","(1,2)"
"552","1","2","159.78","(1,2)","1","2","150.22","(1,2)"
"553","2","1","153.31","(2,1)","2","1","143.75","(2,1)"
"554","2","0","166.27","(2,0)","2","0","158.62","(2,0)"
"555","2","0","162.83","(2,0)","2","0","155.19","(2,0)"
"556","2","0","160.15","(2,0)","2","0","152.5","(2,0)"
"557","1","2","153.08","(1,2)","1","2","143.52","(1,2)"
"558","2","0","155.96","(2,0)","1","2","147.45","(1,2)"
"559","1","1","152.93","(1,1)","2","1","144.47","(2,1)"
"560","2","0","164.98","(2,0)","2","0","157.33","(2,0)"
"561","2","0","161.73","(2,0)","2","0","154.08","(2,0)"
"562","1","2","145.66","(1,2)","1","2","136.1","(1,2)"
