"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"869","1","2","592.59","(1,2)","1","2","579.42","(1,2)"
"870","2","0","567.15","(2,0)","2","2","556.67","(2,2)"
"871","1","1","549.7","(1,1)","2","1","538.47","(2,1)"
"872","1","2","599.15","(1,2)","2","2","582.82","(2,2)"
"873","2","2","571.65","(2,2)","2","2","555.18","(2,2)"
"874","2","1","577.87","(2,1)","2","1","564.7","(2,1)"
"875","1","2","610.91","(1,2)","1","2","597.73","(1,2)"
"876","2","0","627.31","(2,0)","2","1","616.71","(2,1)"
"877","2","0","570.68","(2,0)","2","1","560.48","(2,1)"
"878","2","0","601.85","(2,0)","2","2","587.23","(2,2)"
"879","2","2","578.79","(2,2)","2","2","562.32","(2,2)"
"880","2","2","583.92","(2,2)","2","2","567.45","(2,2)"
"881","1","2","560.89","(1,2)","1","2","547.71","(1,2)"
"882","2","0","564.82","(2,0)","2","1","554.76","(2,1)"
"883","1","2","609.26","(1,2)","2","2","595.9","(2,2)"
"884","2","0","610.18","(2,0)","2","2","599.26","(2,2)"
"885","2","0","599.79","(2,0)","2","2","583.86","(2,2)"
"886","1","1","611.48","(1,1)","2","2","596.06","(2,2)"
"887","2","0","580.38","(2,0)","2","1","570.34","(2,1)"
