titas1_500,titas2_500,titas3_500,sigma2_500,ces_500,titas1_100,titas2_100,X.titas3_100.,titas3_100,sigma2_100,ces_100
0.638306488,0.122008644,-0.351629996,0.945219513,-0.019675719,0.613791881,0.127907447,titas3_100,-0.24963589,1.119070356,0.007502084
0.602571341,0.088359056,-0.414555122,0.989867488,-0.073272511,0.397707134,-0.084236789,titas3_100,-0.535079232,0.987387417,-0.138497123
0.708533712,0.187595142,-0.290103945,0.932152735,0.051115258,0.621389695,0.225710031,titas3_100,-0.287096673,0.906842968,-0.120946104
0.694273987,0.172626365,-0.314963416,0.916548533,0.103640293,0.557998755,0.087430144,titas3_100,-0.398573067,0.882791624,0.313935054
0.63902293,0.142474661,-0.349144044,0.989394253,-0.046449049,0.592830401,0.064781518,titas3_100,-0.49467831,1.159338916,0.153130311
0.731899815,0.226866984,-0.253515207,1.0602654,-0.075215875,0.738008852,0.100296146,titas3_100,-0.351129163,1.141136395,-0.067179472
0.655168518,0.190051488,-0.31054752,1.000852721,-0.059721049,0.754251611,0.244255673,titas3_100,-0.339632489,1.129742433,-0.081785187
0.736445828,0.235625177,-0.231760776,0.954172782,-0.001026377,0.657096259,0.264331626,titas3_100,-0.054293885,0.943759172,-0.126174637
0.644962687,0.076107732,-0.359550756,1.032583168,-0.020659693,0.642611842,0.249318195,titas3_100,-0.255314155,1.200086799,-0.243888853
0.680323167,0.162264681,-0.342677116,1.002092563,0.020990221,0.447170151,-0.020275535,titas3_100,-0.491225672,0.961215413,-0.058842715
0.666527788,0.139124236,-0.319156411,0.932796092,-0.063340132,0.630291721,0.226845597,titas3_100,-0.207694602,0.793923535,-0.125718076
0.770308689,0.275466014,-0.252997904,1.027524372,-0.007879718,0.746288889,0.132539483,titas3_100,-0.436029026,1.053859317,-0.048518635
0.719806457,0.299031956,-0.244395469,0.920920723,0.012271874,0.598678534,0.12209295,titas3_100,-0.354267386,1.023545502,0.05525339
0.739735679,0.241246425,-0.367493391,0.982268776,-0.038201064,0.494766091,0.016218608,titas3_100,-0.526941381,0.915538673,0.011151578
0.652374036,0.085265349,-0.343696649,0.958567421,0.043909702,0.656672161,0.257900036,titas3_100,-0.256289248,1.004543638,-0.039358476
0.667256629,0.148795873,-0.29991531,0.967992078,0.012553553,0.505004285,0.169102927,titas3_100,-0.179468813,1.009014625,-0.12230233
0.706201889,0.167286306,-0.321176362,0.996294982,0.025204773,0.76371939,0.300495552,titas3_100,-0.449492111,0.910198558,-0.038806489
0.709755269,0.246146042,-0.219084316,1.075594514,0.019531345,0.689164937,0.187091115,titas3_100,-0.336971934,1.072379156,-0.032312834
0.696783912,0.264834744,-0.245731909,0.986957647,-0.065813731,0.958678472,0.501159306,titas3_100,0.0823677,0.877738985,-0.216970892
0.686051029,0.175308474,-0.347340344,1.02293465,0.007600512,0.640804619,0.108376703,titas3_100,-0.303389964,0.911639374,-0.156348022
0.614068458,0.055133704,-0.404521025,0.966601968,-0.101286935,0.747481287,0.112623916,titas3_100,-0.445992044,0.934221409,-0.163031467
0.66825858,0.201791894,-0.294234069,1.045191661,-0.064078966,0.610740884,0.254215165,titas3_100,-0.254073674,1.074461747,-0.144861935
0.663667224,0.207711532,-0.288120105,1.033609071,-0.015087756,0.848666313,0.333434537,titas3_100,-0.495783789,1.037639854,-0.001325124
0.660007892,0.124787985,-0.386248589,0.904079449,0.002274111,0.69030906,0.109072161,titas3_100,-0.350992793,0.823660791,-0.004447699
0.70118214,0.156536945,-0.300727848,0.970257673,0.017131413,0.772054192,0.225739278,titas3_100,-0.295578135,0.7951625,-0.11222185
0.690524977,0.18267477,-0.275995804,1.079126763,-0.070147476,0.724175577,0.274284722,titas3_100,-0.195186039,1.145173527,0.075337393
0.737650343,0.199602923,-0.247545713,1.064806439,0.086979514,0.584871391,0.123235852,titas3_100,-0.257072547,1.183169527,0.266518312
0.717102579,0.214822299,-0.292488249,0.945170071,-0.016333813,0.61989917,0.160191072,titas3_100,-0.386917235,0.921363506,-0.090494702
0.738730641,0.260917934,-0.226137816,0.968829415,0.05256662,0.745572009,0.213632824,titas3_100,-0.536548383,0.756810922,0.014775599
0.748493514,0.199250248,-0.309751293,0.971140602,-0.016982289,0.790381811,0.272172612,titas3_100,-0.251869996,0.997234557,0.178792753
0.742689272,0.277656296,-0.286702055,0.910906113,-0.068406045,0.722780849,0.177853255,titas3_100,-0.394712565,0.914512395,-0.158651778
0.766353626,0.316630818,-0.286497786,0.962182849,-0.036562794,0.931493772,0.424302872,titas3_100,-0.424540311,0.729822817,0.090809242
0.757465416,0.175943476,-0.284143349,1.002076464,0.006394456,0.502114058,0.064670681,titas3_100,-0.317312719,0.898751443,0.363633661
0.742656628,0.238269402,-0.254230727,1.080989068,-0.031423501,0.773066896,0.2191061,titas3_100,-0.199326066,0.932528926,-0.102695351
0.739632589,0.231958961,-0.295675946,1.010453525,0.00152211,0.7085595,0.345288615,titas3_100,-0.217167654,1.147252283,0.11161694
0.666286517,0.165586336,-0.360113814,0.988352751,-0.136771158,0.645926678,0.049254582,titas3_100,-0.395890795,1.011309415,-0.12388699
0.711471784,0.253994324,-0.254007611,1.128696719,0.025460149,0.731612897,0.237782829,titas3_100,-0.29843996,1.336655618,0.173194771
0.750642386,0.244794775,-0.279570017,1.099130339,0.00943646,0.744480754,0.134699578,titas3_100,-0.356789878,1.129301025,0.028146541
0.691049871,0.309781362,-0.186361144,0.982921674,0.011672936,0.779605045,0.407094779,titas3_100,-0.025869193,1.009554281,0.030143311
0.697422701,0.250636615,-0.282813786,1.064177357,-0.09718885,0.558177776,0.132671505,titas3_100,-0.293878917,1.184702021,0.062430985
0.712510956,0.122278914,-0.312879076,0.81402664,-0.051088523,0.582274289,-0.160578635,titas3_100,-0.415112089,0.845960358,-0.173901082
0.787521998,0.219645366,-0.26656567,1.046660859,0.086344141,0.843261639,0.288311855,titas3_100,-0.29135255,1.176445409,-0.074685471
0.726997732,0.218293431,-0.28272086,1.024952708,0.108366228,0.879027929,0.373365045,titas3_100,-0.288777308,0.746339599,0.235360337
0.71675374,0.148454859,-0.307953068,1.098109628,0.059191183,0.877934591,0.23982214,titas3_100,-0.110857492,0.825347704,0.210467332
0.664332739,0.169815815,-0.243208254,1.072599393,-0.049137684,0.592093994,0.122387928,titas3_100,-0.425076357,1.299202571,0.077689456
0.708445262,0.182908196,-0.293575831,0.87641354,-0.060171866,0.777610144,0.293990041,titas3_100,-0.237468441,0.846035462,0.021466503
0.765689572,0.294605392,-0.237961602,0.829661253,0.154054169,0.613156347,0.161248388,titas3_100,-0.311247088,0.758928462,0.173548546
0.68835738,0.168474088,-0.301708479,1.048342103,0.052070962,0.790794197,0.246524386,titas3_100,-0.230545675,1.139128067,-0.068794195
0.654938943,0.133700198,-0.298429164,0.972693062,-0.093113604,0.690746555,0.12755229,titas3_100,-0.347723335,1.002772571,-0.240611645
0.709549052,0.185957894,-0.259967455,1.004361595,0.025892165,0.585458501,0.07585086,titas3_100,-0.348192788,1.074078311,0.097343005
0.701418241,0.197796363,-0.304343972,0.968802439,-0.03848102,0.753360753,0.044788999,titas3_100,-0.559106196,0.884725093,0.177203621
0.671548774,0.171262585,-0.274351551,1.04101044,0.05990268,0.658120148,0.20362605,titas3_100,-0.24522109,1.077264821,0.050776483
0.696167876,0.203381277,-0.326876377,1.093421256,0.100561575,0.909748619,0.268514737,titas3_100,-0.513827628,1.012746654,-0.13059466
0.728754603,0.227266094,-0.319927278,1.021326815,0.083278934,0.749330885,0.218939524,titas3_100,-0.2562142,0.953258894,0.131612277
0.703869763,0.233001413,-0.350094026,1.004893253,0.036845612,0.767364055,0.274741256,titas3_100,-0.312660625,1.175616245,0.228619511
0.70393363,0.198931237,-0.382325149,1.000609161,0.025673954,0.760967988,0.170153817,titas3_100,-0.393858152,1.04660968,-0.003557477
0.787179115,0.304183431,-0.23136821,1.01997522,0.063096431,0.799166871,0.175616434,titas3_100,-0.43836898,1.017643149,0.168411952
0.657886452,0.161128904,-0.406245994,0.952738886,-0.056599298,0.540417586,0.002252573,titas3_100,-0.524578647,0.994763107,0.052146904
0.782019433,0.316621896,-0.295313347,0.989975985,0.203833811,0.844779672,0.257392775,titas3_100,-0.266768982,0.749906015,0.014886757
0.711218547,0.185946985,-0.303777507,0.947798128,-0.077454336,0.745393744,0.179471364,titas3_100,-0.315028492,1.03896914,0.158872729
0.721847412,0.271074675,-0.211350171,1.025180737,-0.123598973,0.798973459,0.361953869,titas3_100,-0.234104643,1.011824379,-0.199877002
0.679256177,0.245398689,-0.338713455,0.951584354,0.024467564,0.684116277,0.159624318,titas3_100,-0.626297504,0.787874263,0.13403732
0.74412618,0.177809013,-0.357374808,0.86059086,0.00475216,0.666848099,0.05879881,titas3_100,-0.391529477,0.958858742,0.14834014
0.778569855,0.327660922,-0.218398508,1.062082551,0.121297647,0.777328968,0.360950122,titas3_100,-0.184473552,0.912614622,-0.194827013
0.730774372,0.186548127,-0.340442758,1.095380329,-0.060273769,0.802692653,0.223051636,titas3_100,-0.321771627,1.053629895,0.094040782
0.697506174,0.2222274,-0.29368582,1.00748422,0.063418789,0.623425453,0.146146975,titas3_100,-0.414112002,0.957518688,0.023366154
0.679352807,0.139840021,-0.348235014,1.031697393,0.078073151,0.681635449,0.053355616,titas3_100,-0.437559163,1.098509503,0.172225661
0.750383877,0.307186659,-0.275926278,0.935712274,0.013953282,0.728489446,0.358864406,titas3_100,-0.327046398,0.889384563,-0.094340638
0.780064253,0.273482344,-0.22923681,1.005875119,0.095427124,0.739434996,0.269055732,titas3_100,-0.141439146,1.177908589,-0.003243756
0.745821292,0.310966676,-0.223671252,1.038687325,0.12218835,0.623813217,0.102377312,titas3_100,-0.290268795,1.117117453,0.095598123
0.588916807,0.120869818,-0.385152197,1.034796409,-0.114283688,0.580809346,0.235476821,titas3_100,-0.260995035,1.133115097,-0.153811662
0.720644015,0.207503533,-0.30356922,0.942726332,-0.059659482,0.736628147,0.250238637,titas3_100,-0.375841637,0.897281067,0.025793677
0.689204733,0.236646236,-0.306929663,0.940839899,0.051056904,0.730419131,0.336699271,titas3_100,-0.201869541,1.150725952,-0.29513813
0.727022668,0.204882842,-0.31928667,0.940203591,-0.050843724,0.760477812,0.130993773,titas3_100,-0.30905825,0.878744735,-0.158069663
0.702615371,0.196369261,-0.308885192,0.999930339,-0.03864702,0.729282969,0.113488255,titas3_100,-0.407326645,0.954285718,0.218541527
0.681042981,0.182858999,-0.20546891,0.933348805,-0.063145866,0.575037815,0.145543346,titas3_100,-0.406527852,0.866861966,-0.196089394
0.668713708,0.075585295,-0.399566302,1.010438422,0.150823222,0.860303342,0.232931087,titas3_100,-0.405586736,0.853623391,0.026774643
0.647589255,0.169082678,-0.299134748,1.037164999,0.01704573,0.658315561,0.314530034,titas3_100,-0.071104844,1.03717307,-0.066256485
0.780082228,0.258240775,-0.318705416,0.975984377,0.068897742,0.786309197,0.290218438,titas3_100,-0.361939426,0.98324926,-0.073157798
0.726252486,0.217591286,-0.308114778,1.093675511,0.035209968,0.753250986,0.277795073,titas3_100,-0.283348907,0.934978138,0.091447953
0.722253872,0.254032782,-0.207136567,1.022885568,-0.008276506,0.757736092,0.140705276,titas3_100,-0.226130306,1.128673055,-0.104567741
0.749218815,0.245228812,-0.300980879,1.049970751,-0.117903472,0.729332942,0.306259477,titas3_100,-0.193082326,1.017960371,-0.383183724
0.686492834,0.204504016,-0.275273557,0.946827533,0.140501931,0.586739771,0.005871601,titas3_100,-0.499462416,0.89798585,0.127681534
0.746133229,0.208845257,-0.304331413,1.093173906,0.024244613,0.534560979,0.065437905,titas3_100,-0.392698636,1.160974851,-0.055231167
0.778983652,0.269350548,-0.2638367,1.064248749,-0.039228628,0.809253356,0.305943024,titas3_100,-0.26574223,1.155020909,-0.027995471
0.66386072,0.150375817,-0.3653446,0.888038111,-0.104808053,0.502496366,-0.091290272,titas3_100,-0.544189416,0.805551021,-0.025682129
0.702255694,0.195300044,-0.283384857,0.884827235,-0.09181661,0.520148218,-0.077816879,titas3_100,-0.397863058,0.679029642,-0.117706231
0.678014015,0.170734739,-0.359218714,0.964660523,0.121683935,0.598087421,0.075272605,titas3_100,-0.393324998,1.113152145,0.023415672
0.673665799,0.15481004,-0.375251762,1.006018965,-0.046396224,0.87961357,0.091957647,titas3_100,-0.609666138,0.67561829,-0.087207688
0.754251202,0.237667831,-0.37055492,0.907791849,0.052279521,0.757228204,0.402809789,titas3_100,-0.232913629,0.894280295,-0.157133955
0.670245125,0.133291674,-0.387621577,1.082894262,0.004247485,0.774151345,0.182472042,titas3_100,-0.348446943,1.02146828,-0.023020247
0.739169289,0.225534837,-0.276997046,0.974630897,-0.006558988,0.700845125,0.210821636,titas3_100,-0.347925678,1.200764079,-0.135365286
0.707211335,0.240369954,-0.248520817,0.941855395,-0.131194553,0.580529073,0.078441178,titas3_100,-0.228185369,0.732113536,-0.285265968
0.791500752,0.298268157,-0.238844581,0.975018992,0.134537679,0.79224551,0.19667116,titas3_100,-0.30434142,0.986161308,0.319632357
0.686257297,0.161974475,-0.294630103,1.021748296,-0.065735248,0.808416399,0.384161506,titas3_100,-0.175919427,0.940174509,0.013843584
0.728942517,0.260141391,-0.373854521,0.918104059,0.037195067,0.62042955,0.226610913,titas3_100,-0.347876811,0.849070082,-0.083678823
0.768917599,0.306464271,-0.273096002,0.999466596,-0.11732288,0.564575786,-0.042993292,titas3_100,-0.483215189,0.872789289,-0.018721477
0.676184337,0.216842633,-0.287956823,0.916118747,0.024825604,0.659821122,0.212735893,titas3_100,-0.188538226,1.047960613,0.029388226
0.732636876,0.149086763,-0.360331146,0.896841564,-0.047421824,0.723078523,0.081520812,titas3_100,-0.487683223,0.788462606,0.021120467
0.607782589,0.087570053,-0.380108055,0.829593081,0.089173961,0.6207691,0.130950251,titas3_100,-0.318102806,0.863114975,-0.059030926
0.6928594,0.250857717,-0.281692043,0.832553914,-0.060824238,0.717808757,0.268433658,titas3_100,-0.289737945,1.009089245,-0.067532597
0.766983269,0.275048787,-0.282957342,1.05912605,-0.065748774,0.724238271,0.28381329,titas3_100,-0.184862828,1.055795051,-0.07087603
0.759633692,0.248661443,-0.283432484,0.970050225,0.040585813,0.620088014,0.219521216,titas3_100,-0.162585106,1.116599117,0.203777182
0.696507598,0.179073449,-0.328088811,1.02909616,-0.063802589,0.669633457,0.139268308,titas3_100,-0.314559525,1.412056339,-0.029910186
0.702314608,0.185599686,-0.319132479,0.939921031,0.088211751,0.764904741,0.261200733,titas3_100,-0.3360309,0.912477352,0.237895115
0.753010926,0.248722967,-0.33183292,0.885595873,0.139791059,0.890526734,0.470433104,titas3_100,-0.248872244,1.008202328,0.220335612
0.666267488,0.140969981,-0.349232744,0.982202142,0.002024446,0.798174211,0.326436529,titas3_100,-0.25820871,1.127178613,-0.175422184
0.715727177,0.228235748,-0.287569056,1.102298989,-0.060588148,0.732464776,0.143889285,titas3_100,-0.337956801,1.289048926,-0.115037275
0.71569122,0.18989868,-0.329914886,1.081025385,0.053939844,0.792693387,0.240067809,titas3_100,-0.244831924,1.118903012,0.227506482
0.640296994,0.188817199,-0.284826524,0.96712066,-0.039185333,0.639667351,0.104100408,titas3_100,-0.324169904,1.013103484,-0.289611319
0.727154046,0.225306862,-0.304371971,0.862140192,0.188130776,0.807962573,0.422350585,titas3_100,-0.15393455,0.85146723,0.20845447
0.683380789,0.177126182,-0.355864947,1.042317787,0.027844004,0.696019016,0.223248782,titas3_100,-0.336975489,0.963108257,0.159422165
0.678702332,0.168718813,-0.29525645,0.879976778,-0.114115493,0.633093863,0.209345796,titas3_100,-0.231950855,0.911980127,-0.061164262
0.723073506,0.160381636,-0.327233536,0.960805007,-0.084502183,0.663841171,-0.022913724,titas3_100,-0.37066386,0.91262464,0.038818061
0.638714834,0.084470147,-0.418320511,0.907441517,0.122433967,0.638113341,0.201905835,titas3_100,-0.387646219,0.628273413,0.131371922
0.723369613,0.216145976,-0.283657362,0.95746393,0.073388835,0.825186038,0.190218531,titas3_100,-0.577361697,0.819083755,0.153061362
0.692768024,0.238130768,-0.327779839,0.971727312,-0.063022099,0.648153595,0.26311396,titas3_100,-0.22978793,1.393675633,-0.0765124
0.749522675,0.220748063,-0.305226278,1.062742742,0.09073584,0.474162196,-0.112960054,titas3_100,-0.465511298,0.855191521,-0.034064145
0.654316616,0.251520382,-0.296791617,0.916460237,-0.018677247,0.610732839,0.352049677,titas3_100,-0.168694958,0.79107463,-0.021839792
0.747739748,0.212080112,-0.320260877,1.026726159,-0.035519545,0.698181394,0.149046028,titas3_100,-0.285487585,0.887333642,-0.384993579
0.716990065,0.236466368,-0.351204692,1.135892055,-0.04688843,0.876853902,0.464699426,titas3_100,-0.19928547,1.111220171,-0.084971668
0.748822458,0.182883752,-0.306093013,1.07512779,-0.057103401,0.79660364,-0.005844803,titas3_100,-0.414219699,0.921660066,-0.437265626
0.722643097,0.241650435,-0.257690433,1.030986679,0.035477099,0.572074642,0.120833337,titas3_100,-0.336844743,1.184755449,-0.081543067
0.704986607,0.208727976,-0.34057711,1.110822411,-0.047661785,0.760546936,0.338268216,titas3_100,-0.237902632,0.990816312,0.086245939
0.704196654,0.194853396,-0.313262562,1.048775843,0.006597154,0.742293214,0.156066184,titas3_100,-0.321512473,1.009243801,-0.098710412
0.611905595,0.169033614,-0.346270556,0.891338409,-0.061541746,0.835870265,0.467430365,titas3_100,-0.188909623,0.927324787,-0.074937467
0.659445327,0.110464168,-0.346154251,0.974500904,-0.018910276,0.591266275,0.215167318,titas3_100,-0.174569246,0.786932801,-0.200524048
0.662861041,0.083694921,-0.337158132,0.98706412,-0.080555774,0.633953728,-0.097071716,titas3_100,-0.509515955,0.971745865,-0.275230593
0.706608693,0.218836827,-0.333891252,0.998996586,-0.058343924,0.579764942,0.126680194,titas3_100,-0.399704916,0.935921813,0.110273941
0.695758413,0.2754717,-0.216770044,1.10026995,0.022379249,0.813437882,0.462371359,titas3_100,-0.142123779,1.167190097,-0.150251682
0.739480225,0.18382947,-0.308600532,1.051306818,0.030387744,0.879243171,0.422161249,titas3_100,-0.198389185,0.911157312,0.215531182
0.683018004,0.194264301,-0.321880459,1.153252885,0.04018544,0.695738076,0.270851567,titas3_100,-0.260556571,1.412633809,0.133743078
0.699054138,0.141566703,-0.225677309,0.970153972,0.060402838,0.746527294,0.270382241,titas3_100,-0.164946492,0.942060544,-0.025805264
0.667672232,0.166591064,-0.3375746,1.017190438,-0.079896816,0.663045776,0.054519167,titas3_100,-0.448057349,0.845560417,0.025266228
0.715939813,0.223782418,-0.293360466,1.00580105,0.013650082,0.606894901,0.110684844,titas3_100,-0.22303295,1.124546793,0.059379826
0.70249301,0.285926328,-0.295680938,1.014096105,0.097384323,0.771370156,0.318159611,titas3_100,-0.351781564,1.078554143,-0.089814683
0.75647331,0.252143766,-0.278158252,0.958059358,-0.091181201,0.859010005,0.366290625,titas3_100,-0.196286403,0.705718678,-0.252068001
0.679208742,0.179729865,-0.29473705,0.980371657,0.02602024,0.756620913,0.284544928,titas3_100,-0.233799614,0.88967835,0.152262941
0.768732014,0.289152571,-0.280031795,0.990124136,-0.042766987,0.739043975,0.247476279,titas3_100,-0.408162053,1.163355863,-0.015403136
0.759710089,0.274098459,-0.270202076,1.009058908,0.101159232,0.854163116,0.376874622,titas3_100,-0.470423594,0.9365013,0.295368848
0.686072139,0.205807302,-0.27853385,1.010478976,-0.021572239,0.69876215,0.040639704,titas3_100,-0.439398189,0.948901354,-0.099179642
0.719743869,0.167876836,-0.296601233,0.975892903,-0.015009251,0.763860569,0.237130066,titas3_100,-0.316183739,0.850388287,-0.22976003
0.70634701,0.209215091,-0.307995038,0.981967219,0.07449252,0.751872735,0.27363134,titas3_100,-0.232708638,0.85855014,-0.149956608
0.790829033,0.238687425,-0.307087454,0.974664602,0.090877441,0.639737443,0.116518123,titas3_100,-0.431510523,1.191789506,0.046874039
0.66975512,0.203672517,-0.363743379,0.962623324,-0.050090727,0.702941822,0.233749638,titas3_100,-0.412916348,0.83367451,-0.246405561
0.660169024,0.09006839,-0.332729516,0.998320882,0.011428093,0.453441746,-0.0827516,titas3_100,-0.469419014,0.9456242,0.287322252
0.69413676,0.19620815,-0.303898482,1.088546315,0.001819902,0.633768834,0.14611926,titas3_100,-0.264277618,0.966686836,0.247900049
0.74658375,0.209564333,-0.281880025,0.993574615,-0.022002243,0.709816062,0.096235997,titas3_100,-0.386347912,0.95503384,-0.108447581
0.621539219,0.175084159,-0.348866476,1.107978352,0.091141637,0.684501416,0.160977061,titas3_100,-0.258809629,0.978948302,0.31277789
0.690247934,0.230072636,-0.290473989,1.002122028,-0.028455906,0.830341363,0.236821181,titas3_100,-0.224792303,1.137918048,0.066051441
0.73782094,0.249848547,-0.32828515,0.96487194,0.075981732,0.83732153,0.384105809,titas3_100,-0.310171252,0.925087837,0.117600213
0.717468612,0.231770394,-0.272005004,1.042165527,-0.009758008,0.775559189,0.335194034,titas3_100,-0.3753583,1.046455551,-0.173466633
0.713760577,0.234901726,-0.314768134,1.010528035,-0.082352439,0.7585847,0.40776347,titas3_100,-0.149427594,0.956254692,-0.149864432
0.783910139,0.231498282,-0.255937612,0.987707133,0.010582133,0.759388489,0.215090775,titas3_100,-0.195597126,0.916227336,-0.204614346
0.634699688,0.084420201,-0.345860416,0.983529827,-0.122815129,0.792615937,0.121658208,titas3_100,-0.621238285,0.76612122,-0.148389119
0.686206735,0.137700414,-0.298023925,0.932641966,-0.018576634,0.738507679,0.213680138,titas3_100,-0.383482648,0.8977114,0.054049711
0.737064593,0.192422192,-0.349134293,0.953750282,0.010737114,0.617557321,0.054171408,titas3_100,-0.537670054,0.958178022,-0.046607348
0.594865642,0.112190526,-0.345131075,1.019824856,-0.043919407,0.474517053,0.006630766,titas3_100,-0.337551778,1.012941047,-0.225814538
0.676057635,0.100016442,-0.348866309,1.043743027,0.098701644,0.499607997,-0.017839413,titas3_100,-0.526728641,0.900538124,0.136505509
0.732178521,0.284916157,-0.245038473,1.042479257,0.04884726,0.670866538,0.305841748,titas3_100,-0.562715781,0.718391296,0.111134301
0.743258786,0.325739889,-0.306231622,0.994093487,-0.142069386,0.660907004,0.171942848,titas3_100,-0.339083856,1.037529779,0.300118626
0.691754811,0.21012125,-0.238083428,1.002152936,0.05062365,0.792687808,0.211039606,titas3_100,-0.213813147,0.818523548,0.243415787
0.633192989,0.043011215,-0.429011126,0.950444516,-0.126131934,0.558849716,0.008977868,titas3_100,-0.368896199,1.022589637,-0.164664711
0.700864029,0.248469755,-0.304495747,0.97653688,0.100775206,0.548917323,0.089688212,titas3_100,-0.449833962,0.910810497,0.015336891
0.692920106,0.209599764,-0.329736428,0.979027612,-0.099904236,0.813753751,0.466497844,titas3_100,-0.208034188,0.725729299,-0.039526099
0.668529311,0.168867828,-0.34945255,0.985324395,-0.059282967,0.732008529,0.189291124,titas3_100,-0.298857406,0.864078158,0.030426856
0.715368017,0.219339887,-0.294801185,1.03847201,0.024855863,0.611754335,0.017107617,titas3_100,-0.522858852,0.935106513,0.284837189
0.729936086,0.221288866,-0.254709477,1.050331801,-0.024090463,0.477681213,-0.294019601,titas3_100,-0.53921259,1.014370611,0.064227742
0.698693334,0.183449996,-0.274704172,1.036016665,-0.085414221,0.803644414,0.262132492,titas3_100,-0.245303349,0.976769202,0.230302342
0.745185274,0.194250568,-0.301473641,1.027520593,0.034547933,0.834362374,0.388397955,titas3_100,-0.160137638,0.880342072,-0.26001726
0.724965502,0.196925426,-0.266654216,1.01689197,-0.075304159,0.639967049,0.203723314,titas3_100,-0.233085785,1.140399637,0.037288222
0.635576593,0.093346049,-0.399166892,1.070774142,0.01239653,0.711222045,0.243514715,titas3_100,-0.265003607,1.11970563,-0.115363611
0.742183608,0.220247922,-0.28307194,0.932952138,0.070495635,0.635055748,0.208734562,titas3_100,-0.308023937,1.172665046,-0.054885893
0.628801698,0.175942715,-0.360662272,1.027040565,-0.073808067,0.66393065,0.098904933,titas3_100,-0.524729079,0.860843989,0.056773246
0.695000644,0.230284334,-0.299028567,0.8445939,-0.116303098,0.73403127,0.239078159,titas3_100,-0.286756268,0.888192172,-0.139748259
0.708481332,0.194651851,-0.274608589,0.994369725,0.100905225,0.828858607,0.282798106,titas3_100,-0.287508226,0.814010321,0.084390202
0.716901416,0.312582606,-0.21080228,0.967812846,0.019288103,0.680616749,0.247717539,titas3_100,-0.267817936,0.967972691,0.136141906
0.654253755,0.089541176,-0.393982975,1.123279334,0.117737694,0.857127078,0.164224933,titas3_100,-0.328117805,0.955248633,-0.242621309
0.739433627,0.261879372,-0.294516551,0.966559834,-0.073738073,0.822853365,0.27046141,titas3_100,-0.295824034,0.906303658,0.039328652
0.737716035,0.212518442,-0.325721929,0.865100056,-0.012445286,0.766249353,0.154819003,titas3_100,-0.377840082,1.019594631,-0.024200172
0.683989788,0.191247942,-0.340874782,1.00138439,0.075686208,0.705908179,0.011799394,titas3_100,-0.410816868,1.02424209,-0.184601035
0.653911961,0.128743709,-0.368735143,0.927772124,-0.041508024,0.481835699,-0.072621763,titas3_100,-0.525701587,0.874413302,-0.063459687
0.671237496,0.138866122,-0.288645224,0.965352878,-0.040967938,0.484486991,0.096264636,titas3_100,-0.325489114,1.027108097,-0.182276849
0.711616043,0.22773203,-0.217494998,1.003298157,-0.12945893,0.653452576,0.134322573,titas3_100,-0.247590878,1.004631561,-0.274153419
0.714241044,0.228393308,-0.268376975,1.084708358,-0.001465167,0.547035646,0.056830889,titas3_100,-0.291524939,1.373641263,-0.065727064
0.659136376,0.169560202,-0.375230442,0.962460799,-0.057917783,0.735877003,0.340738453,titas3_100,-0.368322308,0.958637747,-0.216191873
0.699206385,0.177852914,-0.348254332,0.929175184,-0.019419027,0.72888746,0.064495423,titas3_100,-0.513357325,1.020885209,-0.014032399
0.669190049,0.203885242,-0.246116362,1.065551727,-0.153604694,0.721627466,0.23616467,titas3_100,-0.288315125,0.934194668,-0.424539257
0.671415042,0.208454501,-0.312615551,1.06770971,0.013446609,0.663041788,0.119377843,titas3_100,-0.442355015,1.038634795,-0.068410706
0.647673571,0.166213201,-0.369252092,1.091445362,0.04404103,0.698562414,0.225403243,titas3_100,-0.373091052,1.308541687,0.018642645
0.652774629,0.139017724,-0.320745257,1.030321298,0.090845381,0.648353943,0.066892537,titas3_100,-0.474270785,1.01538012,0.095983628
0.638927789,0.18850519,-0.334310511,0.962690776,0.051708492,0.546988693,0.035302054,titas3_100,-0.429396491,0.778475745,-0.0979824
0.658022875,0.135391241,-0.295968511,0.879848746,0.027960616,0.672956478,0.309818111,titas3_100,-0.051450367,0.728855172,0.04287668
0.775629981,0.257103856,-0.246150016,0.956460528,-0.070859327,0.843113928,0.380681416,titas3_100,-0.268253597,1.015123102,0.077973088
0.703121093,0.175193364,-0.270181858,0.999473811,0.036747677,0.719800008,0.166266117,titas3_100,-0.255091537,1.171509174,0.292549114
0.717660516,0.14654929,-0.367812856,0.989942029,-0.071174908,0.623850672,0.00097178,titas3_100,-0.429334085,1.066902858,0.124187008
0.697843514,0.17093352,-0.311452558,1.124306921,-0.051715666,0.706203676,0.212675641,titas3_100,-0.286926545,1.194730073,0.153031068
0.615056532,0.016087982,-0.424142531,1.089897057,-0.063698908,0.464028308,-0.19305428,titas3_100,-0.598947728,1.048740725,-0.011302485
0.679481341,0.197896486,-0.32915049,1.08431767,-0.023907044,0.726485692,0.26510473,titas3_100,-0.403384661,1.099985194,-0.026008527
0.702951877,0.145613018,-0.270602926,1.023436168,-0.034292067,0.764017476,0.277396309,titas3_100,-0.202221911,1.156978808,0.058563909
0.649986157,0.126134074,-0.383765326,0.916052409,0.099407258,0.373090473,-0.043686101,titas3_100,-0.37102051,0.679782794,0.088296816
