"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"108","2","0","583.42","(2,0)","2","0","570.23","(2,0)"
"109","1","2","556.18","(1,2)","1","2","539.69","(1,2)"
"110","2","0","580.91","(2,0)","2","0","567.72","(2,0)"
"111","2","2","575.16","(2,2)","2","2","555.37","(2,2)"
"112","2","0","614.06","(2,0)","2","2","599.09","(2,2)"
"113","1","2","604.79","(1,2)","2","2","585.98","(2,2)"
"114","1","2","588.56","(1,2)","2","2","572.02","(2,2)"
"115","1","2","536.6","(1,2)","1","2","520.11","(1,2)"
"116","2","0","592.26","(2,0)","2","0","579.07","(2,0)"
"117","2","0","602.02","(2,0)","2","2","588.37","(2,2)"
"118","2","2","579.92","(2,2)","2","2","560.13","(2,2)"
"119","1","2","626.52","(1,2)","2","2","609.98","(2,2)"
"120","1","2","601.32","(1,2)","1","2","584.82","(1,2)"
"121","2","0","611.23","(2,0)","2","0","598.04","(2,0)"
"122","2","0","611.75","(2,0)","2","0","598.56","(2,0)"
"123","2","0","612.34","(2,0)","2","2","592.88","(2,2)"
"124","2","0","584.13","(2,0)","1","2","570.17","(1,2)"
"125","2","0","585.34","(2,0)","2","0","572.14","(2,0)"
"126","1","2","553.62","(1,2)","1","2","537.13","(1,2)"
"127","2","0","609.8","(2,0)","2","0","596.6","(2,0)"
"128","2","0","591.89","(2,0)","2","0","578.7","(2,0)"
"129","2","0","560.8","(2,0)","2","0","547.61","(2,0)"
"130","2","0","564.17","(2,0)","2","0","550.97","(2,0)"
"131","2","2","571.23","(2,2)","2","2","551.44","(2,2)"
"132","2","0","613.81","(2,0)","2","0","600.62","(2,0)"
"133","1","2","585.77","(1,2)","1","2","569.28","(1,2)"
"134","2","0","589.82","(2,0)","2","0","576.63","(2,0)"
"135","2","0","573.36","(2,0)","2","0","560.17","(2,0)"
"136","1","2","594.74","(1,2)","1","2","578.25","(1,2)"
"137","1","2","600.88","(1,2)","2","2","582.81","(2,2)"
"138","1","2","605.73","(1,2)","1","2","589.23","(1,2)"
"139","2","2","602.06","(2,2)","2","2","582.27","(2,2)"
"140","1","2","564.85","(1,2)","1","2","548.36","(1,2)"
"141","2","0","599.67","(2,0)","2","2","582.99","(2,2)"
"142","2","0","595.23","(2,0)","2","2","581.61","(2,2)"
"143","1","2","605.72","(1,2)","1","2","589.22","(1,2)"
"144","2","1","593.47","(2,1)","2","2","573.78","(2,2)"
"145","1","2","585.33","(1,2)","1","2","568.84","(1,2)"
"146","2","0","592.23","(2,0)","2","2","573.52","(2,2)"
"147","2","0","567.62","(2,0)","1","2","553.62","(1,2)"
"148","1","2","573.47","(1,2)","1","2","556.98","(1,2)"
"149","2","0","583.88","(2,0)","2","0","570.69","(2,0)"
"150","1","2","621.37","(1,2)","1","2","604.88","(1,2)"
"151","1","2","592.3","(1,2)","1","2","575.81","(1,2)"
"152","2","0","587.37","(2,0)","1","2","572.56","(1,2)"
"153","2","0","601.5","(2,0)","2","2","586.64","(2,2)"
"154","2","0","573.05","(2,0)","2","2","553.64","(2,2)"
"155","2","2","569.49","(2,2)","2","2","549.7","(2,2)"
"156","2","0","639.54","(2,0)","2","2","624.14","(2,2)"
"157","2","0","603.37","(2,0)","2","0","590.17","(2,0)"
"158","2","0","550.43","(2,0)","2","0","537.23","(2,0)"
"159","1","2","555.73","(1,2)","1","2","539.24","(1,2)"
"160","2","2","650.07","(2,2)","2","2","630.28","(2,2)"
"161","1","2","573.88","(1,2)","1","2","557.38","(1,2)"
"162","1","2","616.2","(1,2)","1","2","599.71","(1,2)"
"163","2","0","594.54","(2,0)","2","0","581.35","(2,0)"
"164","2","0","559.19","(2,0)","1","2","542.89","(1,2)"
"165","2","0","568.4","(2,0)","2","1","554.93","(2,1)"
"166","1","2","605.64","(1,2)","1","2","589.15","(1,2)"
"167","2","2","581.1","(2,2)","2","2","561.31","(2,2)"
"168","1","2","595.77","(1,2)","2","2","576.52","(2,2)"
"169","2","1","610.7","(2,1)","2","2","592.08","(2,2)"
"170","1","2","585.14","(1,2)","2","2","568.4","(2,2)"
"171","2","2","610.53","(2,2)","2","2","590.74","(2,2)"
"172","2","0","589.82","(2,0)","1","2","576.36","(1,2)"
"173","2","0","575.12","(2,0)","2","2","561.24","(2,2)"
"174","2","0","595.4","(2,0)","2","0","582.2","(2,0)"
"175","1","2","551.77","(1,2)","1","2","535.27","(1,2)"
"176","1","2","564.33","(1,2)","1","2","547.84","(1,2)"
"177","2","2","598.45","(2,2)","2","2","578.66","(2,2)"
"178","2","0","588.53","(2,0)","2","1","574.88","(2,1)"
"179","2","0","542.04","(2,0)","2","0","528.84","(2,0)"
"180","2","2","592.64","(2,2)","2","2","572.85","(2,2)"
"181","2","2","590.59","(2,2)","2","2","570.8","(2,2)"
"182","2","0","592.5","(2,0)","2","2","575.59","(2,2)"
"183","2","0","569.31","(2,0)","2","2","552.63","(2,2)"
"184","1","2","543.9","(1,2)","1","2","527.41","(1,2)"
"185","2","0","583.25","(2,0)","2","0","570.05","(2,0)"
"186","2","2","573.79","(2,2)","2","2","554","(2,2)"
"187","2","2","590.4","(2,2)","2","2","570.61","(2,2)"
"188","2","0","605.47","(2,0)","2","2","586.81","(2,2)"
"189","2","0","607.72","(2,0)","2","2","593.67","(2,2)"
"190","2","0","570.66","(2,0)","2","0","557.47","(2,0)"
"191","2","2","589.37","(2,2)","2","2","569.58","(2,2)"
"192","2","2","575.51","(2,2)","2","2","555.72","(2,2)"
"193","1","2","605.74","(1,2)","1","2","589.25","(1,2)"
"194","2","2","607.09","(2,2)","2","2","587.3","(2,2)"
"195","1","2","606.73","(1,2)","1","2","590.24","(1,2)"
"196","1","2","623.25","(1,2)","1","2","606.76","(1,2)"
"197","1","2","569.25","(1,2)","1","2","552.76","(1,2)"
"198","1","2","631.29","(1,2)","1","2","614.8","(1,2)"
"199","1","2","590.62","(1,2)","1","2","574.13","(1,2)"
"200","2","0","608.31","(2,0)","2","2","589.21","(2,2)"
"201","2","2","608.25","(2,2)","2","2","588.46","(2,2)"
"202","1","2","602.39","(1,2)","1","2","585.9","(1,2)"
"203","2","2","608.93","(2,2)","2","2","589.14","(2,2)"
"204","2","0","589.04","(2,0)","2","2","569.82","(2,2)"
"205","2","0","583.45","(2,0)","2","0","570.26","(2,0)"
"206","2","1","640.09","(2,1)","2","2","620.34","(2,2)"
"207","1","2","638.21","(1,2)","1","2","621.72","(1,2)"
"208","2","0","585.38","(2,0)","2","0","572.18","(2,0)"
"209","2","0","587.23","(2,0)","2","0","574.04","(2,0)"
"210","2","2","574.61","(2,2)","2","2","554.82","(2,2)"
"211","1","2","546.96","(1,2)","1","2","530.46","(1,2)"
"212","2","0","576.77","(2,0)","1","2","562.09","(1,2)"
"213","1","2","603.28","(1,2)","1","2","586.79","(1,2)"
"214","2","0","593.51","(2,0)","2","2","576.69","(2,2)"
"215","2","2","601.3","(2,2)","2","2","581.51","(2,2)"
"216","2","0","584.84","(2,0)","2","0","571.65","(2,0)"
"217","1","2","595.11","(1,2)","2","2","578.34","(2,2)"
"218","1","1","593.93","(1,1)","2","1","580.26","(2,1)"
"219","1","2","592.01","(1,2)","1","2","575.52","(1,2)"
"220","1","2","554.79","(1,2)","1","2","538.3","(1,2)"
"221","2","1","609.55","(2,1)","2","1","593.06","(2,1)"
"222","1","2","607.26","(1,2)","1","2","590.77","(1,2)"
"223","1","2","584.79","(1,2)","1","2","568.29","(1,2)"
"224","2","0","593.57","(2,0)","2","0","580.38","(2,0)"
"225","1","2","560.51","(1,2)","1","2","544.01","(1,2)"
"226","2","0","550.66","(2,0)","2","2","531.88","(2,2)"
"227","1","2","564.3","(1,2)","1","2","547.81","(1,2)"
"228","1","1","602.25","(1,1)","2","2","584.12","(2,2)"
"229","1","2","591.3","(1,2)","1","2","574.81","(1,2)"
"230","1","2","590.02","(1,2)","2","2","573.35","(2,2)"
"231","2","2","603.86","(2,2)","2","2","584.07","(2,2)"
"232","1","2","601.65","(1,2)","1","2","585.16","(1,2)"
"233","1","2","601.19","(1,2)","1","2","584.7","(1,2)"
"234","2","0","611.85","(2,0)","2","0","598.66","(2,0)"
"235","2","2","606.29","(2,2)","2","2","586.5","(2,2)"
"236","2","0","611","(2,0)","2","2","595.18","(2,2)"
"237","2","2","610.43","(2,2)","2","2","590.64","(2,2)"
"238","1","2","577.96","(1,2)","2","2","560.21","(2,2)"
"239","2","2","609.85","(2,2)","2","2","590.06","(2,2)"
"240","2","0","570.58","(2,0)","2","0","557.39","(2,0)"
"241","2","0","580.23","(2,0)","1","2","564.88","(1,2)"
"242","1","2","570.95","(1,2)","2","2","553.95","(2,2)"
"243","2","0","532.04","(2,0)","1","2","516.66","(1,2)"
"244","1","2","595.17","(1,2)","1","2","578.68","(1,2)"
"245","1","1","579.23","(1,1)","2","2","565.15","(2,2)"
"246","2","0","566.28","(2,0)","2","0","553.08","(2,0)"
"247","2","2","577.08","(2,2)","2","2","557.29","(2,2)"
"248","1","2","601.79","(1,2)","1","2","585.29","(1,2)"
"249","2","0","594.01","(2,0)","2","0","580.81","(2,0)"
"250","2","0","624.49","(2,0)","1","2","611.14","(1,2)"
"251","2","0","572.98","(2,0)","1","2","559.72","(1,2)"
"252","2","0","595.13","(2,0)","2","0","581.94","(2,0)"
"253","1","2","619.64","(1,2)","1","2","603.14","(1,2)"
"254","1","2","570.16","(1,2)","1","2","553.67","(1,2)"
"255","2","0","590.97","(2,0)","1","2","576.49","(1,2)"
"256","2","2","606.28","(2,2)","2","2","586.49","(2,2)"
"257","2","1","562.44","(2,1)","2","1","545.95","(2,1)"
"258","1","2","575.93","(1,2)","1","2","559.44","(1,2)"
"259","1","1","608.8","(1,1)","2","1","593.14","(2,1)"
"260","2","0","594.85","(2,0)","2","2","577.62","(2,2)"
"261","1","2","620.5","(1,2)","1","2","604.01","(1,2)"
"262","2","0","617.58","(2,0)","2","2","599.45","(2,2)"
"263","1","2","616.81","(1,2)","1","2","600.32","(1,2)"
"264","1","2","598.38","(1,2)","1","2","581.89","(1,2)"
"265","2","0","585.61","(2,0)","2","1","569.12","(2,1)"
"266","2","0","592.68","(2,0)","1","2","576.21","(1,2)"
"267","2","2","608.46","(2,2)","2","2","588.67","(2,2)"
"268","2","2","640.23","(2,2)","2","2","620.44","(2,2)"
"269","2","0","589.1","(2,0)","2","2","570.48","(2,2)"
"270","2","0","624.08","(2,0)","2","1","610.56","(2,1)"
"271","2","0","610.35","(2,0)","2","0","597.16","(2,0)"
"272","2","0","605.25","(2,0)","2","0","592.06","(2,0)"
"273","1","1","597.35","(1,1)","2","1","584.04","(2,1)"
"274","2","2","623.51","(2,2)","2","2","603.72","(2,2)"
"275","1","2","617.08","(1,2)","1","2","600.59","(1,2)"
"276","1","2","604.15","(1,2)","1","2","587.66","(1,2)"
"277","2","1","600.53","(2,1)","2","2","583.42","(2,2)"
"278","2","0","583.04","(2,0)","2","0","569.85","(2,0)"
"279","2","0","613.12","(2,0)","2","0","599.93","(2,0)"
"280","2","0","599.49","(2,0)","1","2","583.08","(1,2)"
"281","2","2","585.91","(2,2)","2","2","566.12","(2,2)"
"282","1","2","585.65","(1,2)","1","2","569.16","(1,2)"
"283","2","2","616.1","(2,2)","2","2","596.31","(2,2)"
"284","2","2","629.16","(2,2)","2","2","609.37","(2,2)"
"285","2","0","613.87","(2,0)","1","2","598.08","(1,2)"
"286","2","1","565.43","(2,1)","2","1","548.94","(2,1)"
"287","2","0","605.39","(2,0)","2","0","592.19","(2,0)"
"288","1","2","607.71","(1,2)","1","2","591.21","(1,2)"
"289","1","2","600.64","(1,2)","1","2","584.15","(1,2)"
"290","1","2","617.73","(1,2)","1","2","601.24","(1,2)"
"291","2","0","638.55","(2,0)","2","1","623.9","(2,1)"
"292","2","2","598.77","(2,2)","2","2","578.98","(2,2)"
"293","2","2","549.44","(2,2)","2","2","529.65","(2,2)"
"294","2","2","571.56","(2,2)","2","2","551.77","(2,2)"
"295","2","0","624.81","(2,0)","2","2","605.53","(2,2)"
"296","1","2","578.13","(1,2)","1","2","561.64","(1,2)"
"297","2","0","549.35","(2,0)","1","2","532.89","(1,2)"
"298","2","0","567.85","(2,0)","2","0","554.66","(2,0)"
"299","2","0","541.28","(2,0)","2","0","528.09","(2,0)"
"300","2","0","599.21","(2,0)","2","2","583.72","(2,2)"
"301","2","0","570.13","(2,0)","2","0","556.94","(2,0)"
"302","1","2","594.72","(1,2)","1","2","578.23","(1,2)"
"303","2","2","593.05","(2,2)","2","2","573.26","(2,2)"
"304","2","1","573.19","(2,1)","2","1","556.7","(2,1)"
"305","1","2","602.74","(1,2)","1","2","586.25","(1,2)"
"306","1","2","609.47","(1,2)","1","2","592.98","(1,2)"
"307","1","1","615.89","(1,1)","2","2","598.27","(2,2)"
"308","1","2","609.82","(1,2)","1","2","593.33","(1,2)"
"309","1","2","596.3","(1,2)","1","2","579.81","(1,2)"
"310","1","2","587.59","(1,2)","1","2","571.1","(1,2)"
"311","2","0","580.8","(2,0)","2","2","563.94","(2,2)"
"312","2","0","599.73","(2,0)","1","2","584.14","(1,2)"
"313","1","2","559.26","(1,2)","1","2","542.77","(1,2)"
"314","1","2","623.2","(1,2)","1","2","606.71","(1,2)"
"315","1","2","602.62","(1,2)","1","2","586.13","(1,2)"
"316","2","0","596.04","(2,0)","2","2","580.05","(2,2)"
"317","1","2","561.57","(1,2)","1","2","545.08","(1,2)"
"318","2","2","587.75","(2,2)","2","2","567.96","(2,2)"
"319","2","0","603.42","(2,0)","2","2","586.55","(2,2)"
"320","2","2","597.5","(2,2)","2","2","577.71","(2,2)"
"321","2","0","581.79","(2,0)","2","1","565.47","(2,1)"
"322","2","0","634.21","(2,0)","2","1","619.15","(2,1)"
"323","2","2","634.43","(2,2)","2","2","614.64","(2,2)"
"324","2","0","587.29","(2,0)","2","2","567.91","(2,2)"
"325","1","1","579.27","(1,1)","2","1","563.04","(2,1)"
"326","2","0","550.31","(2,0)","2","0","537.12","(2,0)"
"327","2","2","597.71","(2,2)","2","2","577.92","(2,2)"
"328","1","2","605.91","(1,2)","1","2","589.42","(1,2)"
"329","1","2","588.04","(1,2)","1","2","571.55","(1,2)"
"330","2","2","628.81","(2,2)","2","2","609.02","(2,2)"
"331","1","2","565.68","(1,2)","1","2","549.19","(1,2)"
"332","2","0","601.4","(2,0)","2","1","585.88","(2,1)"
"333","2","0","621.51","(2,0)","2","0","608.32","(2,0)"
"334","1","2","611.8","(1,2)","1","2","595.31","(1,2)"
"335","2","0","594.08","(2,0)","2","1","578.35","(2,1)"
"336","2","2","594.54","(2,2)","2","2","574.75","(2,2)"
"337","2","0","573.89","(2,0)","2","1","559.72","(2,1)"
"338","2","0","589.52","(2,0)","1","2","574.7","(1,2)"
"339","2","0","582.36","(2,0)","1","2","566.4","(1,2)"
"340","2","0","618.25","(2,0)","2","2","598.82","(2,2)"
"341","1","2","615.11","(1,2)","1","2","598.62","(1,2)"
"342","1","2","600.06","(1,2)","1","2","583.57","(1,2)"
"343","2","0","609.49","(2,0)","2","0","596.29","(2,0)"
"344","1","2","598.48","(1,2)","1","2","581.99","(1,2)"
"345","2","2","589.23","(2,2)","2","2","569.44","(2,2)"
"346","1","2","585","(1,2)","1","2","568.51","(1,2)"
"347","1","2","622.13","(1,2)","1","2","605.63","(1,2)"
"348","2","0","573.63","(2,0)","2","0","560.43","(2,0)"
"349","2","2","635.65","(2,2)","2","2","615.86","(2,2)"
"350","1","2","591.17","(1,2)","1","2","574.68","(1,2)"
"351","1","2","592.8","(1,2)","1","2","576.31","(1,2)"
"352","2","0","623.23","(2,0)","2","2","609.04","(2,2)"
"353","1","2","618.61","(1,2)","1","2","602.11","(1,2)"
"354","2","0","601.09","(2,0)","2","0","587.9","(2,0)"
"355","2","2","625.76","(2,2)","2","2","605.97","(2,2)"
"356","2","2","589.9","(2,2)","2","2","570.11","(2,2)"
"357","2","0","614.76","(2,0)","2","2","599","(2,2)"
"358","2","0","564.13","(2,0)","2","1","550.45","(2,1)"
"359","2","0","581.27","(2,0)","2","2","567.48","(2,2)"
"360","2","0","571.42","(2,0)","2","0","558.22","(2,0)"
"361","2","0","621.62","(2,0)","1","2","605.39","(1,2)"
"362","1","1","634.07","(1,1)","2","1","619.42","(2,1)"
"363","2","0","616.06","(2,0)","2","2","596.91","(2,2)"
"364","2","2","553.38","(2,2)","2","2","533.59","(2,2)"
"365","2","2","612.85","(2,2)","2","2","593.06","(2,2)"
"366","2","0","611.04","(2,0)","2","2","594.33","(2,2)"
"367","1","2","613.09","(1,2)","1","2","596.6","(1,2)"
"368","2","1","609.61","(2,1)","2","2","590.75","(2,2)"
"369","2","0","546.99","(2,0)","2","0","533.8","(2,0)"
"370","2","2","608.53","(2,2)","2","2","588.74","(2,2)"
"371","2","2","615.53","(2,2)","2","2","595.74","(2,2)"
"372","2","2","605.02","(2,2)","2","2","585.23","(2,2)"
"373","2","2","642.17","(2,2)","2","2","622.38","(2,2)"
"374","1","2","584.45","(1,2)","1","2","567.96","(1,2)"
"375","1","2","599.29","(1,2)","1","2","582.8","(1,2)"
"376","2","0","595.57","(2,0)","2","0","582.38","(2,0)"
"377","1","2","612.66","(1,2)","1","2","596.16","(1,2)"
"378","2","0","597.12","(2,0)","2","1","583.88","(2,1)"
"379","2","0","577.83","(2,0)","2","0","564.64","(2,0)"
"380","1","2","552.35","(1,2)","1","2","535.86","(1,2)"
"381","2","0","577.15","(2,0)","2","0","563.96","(2,0)"
"382","2","0","578.28","(2,0)","1","2","564.81","(1,2)"
"383","1","2","587.06","(1,2)","1","2","570.57","(1,2)"
"384","2","2","605.99","(2,2)","2","2","586.2","(2,2)"
"385","2","0","569.09","(2,0)","2","1","552.72","(2,1)"
"386","2","0","612.41","(2,0)","2","0","599.21","(2,0)"
"387","2","2","605.17","(2,2)","2","2","585.38","(2,2)"
"388","2","2","605.84","(2,2)","2","2","586.05","(2,2)"
"389","1","2","570.54","(1,2)","1","2","554.05","(1,2)"
"390","1","2","598.82","(1,2)","1","2","582.32","(1,2)"
"391","2","0","613.21","(2,0)","2","1","598.97","(2,1)"
"392","2","0","555.32","(2,0)","2","1","542.1","(2,1)"
"393","2","2","598.78","(2,2)","2","2","578.99","(2,2)"
"394","1","2","602.46","(1,2)","1","2","585.97","(1,2)"
"395","1","2","581.42","(1,2)","1","2","564.92","(1,2)"
"396","2","0","575.05","(2,0)","2","2","555.35","(2,2)"
"397","1","2","578.64","(1,2)","1","2","562.15","(1,2)"
"398","2","1","604.13","(2,1)","2","1","587.64","(2,1)"
"399","2","2","576.87","(2,2)","2","2","557.08","(2,2)"
"400","1","2","581.22","(1,2)","1","2","564.73","(1,2)"
"401","1","2","589.31","(1,2)","1","2","572.82","(1,2)"
"402","2","2","578.27","(2,2)","2","2","558.48","(2,2)"
"403","2","0","592.89","(2,0)","2","2","575.76","(2,2)"
"404","1","2","570.75","(1,2)","1","2","554.26","(1,2)"
"405","2","0","602.27","(2,0)","1","2","587.86","(1,2)"
"406","1","2","591.59","(1,2)","1","2","575.1","(1,2)"
"407","2","0","614.65","(2,0)","2","2","596.59","(2,2)"
"408","2","2","573.78","(2,2)","2","2","553.99","(2,2)"
"409","2","0","569.59","(2,0)","1","2","555.62","(1,2)"
"410","2","0","585.81","(2,0)","2","0","572.61","(2,0)"
"411","1","2","590.56","(1,2)","1","2","574.07","(1,2)"
"412","2","2","615.22","(2,2)","2","2","595.43","(2,2)"
"413","1","2","583.97","(1,2)","1","2","567.48","(1,2)"
"414","2","0","560.83","(2,0)","2","0","547.64","(2,0)"
"415","2","0","568.49","(2,0)","2","1","553.39","(2,1)"
"416","2","0","616.57","(2,0)","2","0","603.38","(2,0)"
"417","2","2","544.82","(2,2)","2","2","525.03","(2,2)"
"418","1","2","600.62","(1,2)","1","2","584.12","(1,2)"
"419","1","1","533.18","(1,1)","2","1","517.35","(2,1)"
"420","2","0","592.55","(2,0)","2","0","579.35","(2,0)"
"421","2","0","586.98","(2,0)","2","2","573.42","(2,2)"
"422","1","2","599.21","(1,2)","1","2","582.72","(1,2)"
"423","1","2","584.21","(1,2)","1","2","567.72","(1,2)"
"424","2","2","601.72","(2,2)","2","2","581.93","(2,2)"
"425","2","2","571.7","(2,2)","2","2","551.91","(2,2)"
"426","2","2","596.18","(2,2)","2","2","576.39","(2,2)"
"427","2","0","609.47","(2,0)","2","0","596.28","(2,0)"
"428","2","0","630.08","(2,0)","2","2","612.08","(2,2)"
"429","1","2","604.37","(1,2)","1","2","587.88","(1,2)"
"430","2","0","603.82","(2,0)","2","2","585.89","(2,2)"
"431","1","2","593.39","(1,2)","1","2","576.9","(1,2)"
"432","2","2","611.32","(2,2)","2","2","591.53","(2,2)"
"433","2","0","589.55","(2,0)","1","2","575.62","(1,2)"
"434","1","2","567.43","(1,2)","1","2","550.94","(1,2)"
"435","2","0","580.75","(2,0)","2","1","567.15","(2,1)"
