fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
1/1/2019,1,0.46,7,19,0.36,11,s/d,0.48,10,23
1/1/2019,2,0.47,9,19,0.41,13,s/d,0.46,11,23
1/1/2019,3,0.48,11,19,0.46,12,s/d,0.46,12,23
1/1/2019,4,0.48,16,19,0.5,10,s/d,0.46,11,24
1/1/2019,5,0.46,10,19,0.54,10,s/d,0.45,9,24
1/1/2019,6,0.42,13,19,0.58,9,s/d,0.44,8,24
1/1/2019,7,0.4,14,19,0.6,9,s/d,0.44,9,25
1/1/2019,8,0.38,11,19,0.62,7,s/d,0.42,9,24
1/1/2019,9,0.37,8,20,0.61,7,s/d,0.43,8,24
1/1/2019,10,0.36,4,19,0.59,6,s/d,0.43,8,24
1/1/2019,11,0.36,4,19,0.57,6,s/d,0.44,5,23
1/1/2019,12,0.36,5,18,0.57,6,s/d,0.44,6,23
1/1/2019,13,0.36,4,18,0.56,6,s/d,0.44,5,23
1/1/2019,14,0.37,9,19,0.56,9,s/d,0.45,7,23
1/1/2019,15,0.38,11,19,0.57,9,s/d,0.45,7,24
1/1/2019,16,0.39,11,19,0.58,11,s/d,0.46,7,24
1/1/2019,17,0.4,8,19,0.59,8,s/d,0.46,7,24
1/1/2019,18,0.42,14,19,0.6,8,s/d,0.48,10,23
1/1/2019,19,0.44,22,19,0.62,10,s/d,0.51,12,23
1/1/2019,20,0.46,13,19,0.64,10,s/d,0.53,10,22
1/1/2019,21,0.48,12,18,0.65,11,s/d,0.54,9,22
1/1/2019,22,0.49,13,17,0.66,19,s/d,0.56,11,22
1/1/2019,23,0.5,14,17,0.66,9,s/d,0.58,10,23
1/1/2019,24,0.51,11,16,0.66,7,s/d,0.58,8,22
1/2/2019,1,0.5,7,16,0.66,7,s/d,0.58,10,22
1/2/2019,2,0.49,6,15,0.67,7,s/d,0.57,7,21
1/2/2019,3,0.47,8,15,0.67,7,s/d,0.55,8,21
1/2/2019,4,0.45,7,14,0.68,6,s/d,0.54,7,20
1/2/2019,5,0.42,8,14,0.68,7,s/d,0.54,8,20
1/2/2019,6,0.41,9,13,0.69,8,s/d,0.53,12,19
1/2/2019,7,0.39,14,13,0.69,11,s/d,0.54,13,19
1/2/2019,8,0.39,12,13,0.71,11,s/d,0.56,12,20
1/2/2019,9,0.41,13,13,0.72,11,s/d,0.58,12,20
1/2/2019,10,0.43,14,13,0.73,13,s/d,0.61,15,20
1/2/2019,11,0.47,11,13,0.76,13,s/d,0.64,14,20
1/2/2019,12,0.48,12,12,0.79,19,s/d,0.66,20,20
1/2/2019,13,0.51,s/d,13,0.82,20,s/d,0.7,26,22
1/2/2019,14,0.51,s/d,14,0.88,23,s/d,0.71,17,23
1/2/2019,15,0.52,15,14,0.96,26,s/d,0.7,17,22
1/2/2019,16,0.53,19,13,1.02,22,s/d,0.69,15,21
1/2/2019,17,0.54,17,13,1.1,26,s/d,0.68,19,21
1/2/2019,18,0.55,24,13,1.18,33,s/d,0.69,19,20
1/2/2019,19,0.54,26,12,1.27,33,s/d,0.69,20,18
1/2/2019,20,0.54,22,13,1.3,28,s/d,0.68,22,18
1/2/2019,21,0.52,21,14,1.32,25,s/d,0.66,27,18
1/2/2019,22,0.52,18,14,1.3,22,s/d,0.66,24,17
1/2/2019,23,0.49,16,14,1.26,22,s/d,0.66,23,16
1/2/2019,24,0.44,10,13,1.21,16,s/d,0.65,20,16
1/3/2019,1,0.38,4,13,1.13,11,s/d,0.61,27,16
1/3/2019,2,0.31,4,14,1.02,10,s/d,0.56,10,16
1/3/2019,3,0.24,3,14,0.91,9,s/d,0.5,7,16
1/3/2019,4,0.18,4,15,0.82,18,s/d,0.44,7,17
1/3/2019,5,0.13,3,15,0.76,25,s/d,0.39,8,17
1/3/2019,6,0.09,5,15,0.71,16,s/d,0.33,12,17
1/3/2019,7,0.06,8,15,0.67,19,s/d,0.29,14,17
1/3/2019,8,0.05,11,15,0.67,22,s/d,0.25,12,17
1/3/2019,9,0.05,11,16,0.69,26,s/d,0.24,11,17
1/3/2019,10,0.06,10,16,0.73,24,s/d,0.23,8,16
1/3/2019,11,0.08,10,16,0.75,21,s/d,0.23,9,16
1/3/2019,12,0.1,11,16,0.8,24,s/d,0.24,14,17
1/3/2019,13,0.13,11,16,0.82,21,s/d,0.25,13,14
1/3/2019,14,0.15,10,15,0.84,21,s/d,0.26,16,12
1/3/2019,15,0.17,11,15,0.85,27,s/d,0.27,18,14
1/3/2019,16,0.18,18,15,0.8,23,s/d,0.28,18,16
1/3/2019,17,0.19,21,16,0.75,24,s/d,0.29,18,17
1/3/2019,18,0.21,20,16,0.7,24,s/d,0.31,17,18
1/3/2019,19,0.22,20,16,0.69,24,s/d,0.33,19,19
1/3/2019,20,0.23,27,16,0.66,27,s/d,0.33,22,20
1/3/2019,21,0.24,29,16,0.64,24,s/d,0.34,26,19
1/3/2019,22,0.26,29,16,0.64,27,s/d,0.36,21,19
1/3/2019,23,0.27,25,16,0.64,25,s/d,0.37,23,19
1/3/2019,24,0.27,21,17,0.64,19,s/d,0.37,21,19
1/4/2019,1,0.27,12,17,0.64,12,s/d,0.37,16,19
1/4/2019,2,0.25,10,17,0.63,13,s/d,0.37,15,19
1/4/2019,3,0.22,10,16,0.6,12,s/d,0.36,13,19
1/4/2019,4,0.19,8,16,0.57,6,s/d,0.35,21,19
1/4/2019,5,0.17,9,16,0.55,6,s/d,0.34,19,19
1/4/2019,6,0.14,11,16,0.53,9,s/d,0.33,17,19
1/4/2019,7,0.13,12,16,0.5,14,s/d,0.34,16,19
1/4/2019,8,0.13,14,16,0.51,13,s/d,0.36,15,20
1/4/2019,9,0.15,17,15,0.51,15,s/d,0.37,18,20
1/4/2019,10,0.18,21,16,0.53,18,s/d,0.39,26,20
1/4/2019,11,0.22,19,17,0.55,20,s/d,0.41,22,21
1/4/2019,12,0.26,22,17,0.58,20,s/d,0.43,25,22
1/4/2019,13,0.29,20,17,0.59,14,s/d,0.45,28,22
1/4/2019,14,0.32,23,18,0.61,14,s/d,0.45,24,22
1/4/2019,15,0.34,20,18,0.61,14,s/d,0.44,25,20
1/4/2019,16,0.36,19,19,0.61,13,s/d,0.44,s/d,19
1/4/2019,17,0.36,19,19,0.61,15,s/d,0.46,25,18
1/4/2019,18,0.35,16,18,0.61,15,s/d,0.48,25,17
1/4/2019,19,0.35,22,19,0.6,19,s/d,0.51,32,17
1/4/2019,20,0.34,26,19,0.6,24,s/d,0.56,44,18
1/4/2019,21,0.35,30,19,0.61,29,s/d,0.6,41,19
1/4/2019,22,0.37,29,19,0.62,33,s/d,0.66,39,19
1/4/2019,23,0.38,28,19,0.64,30,s/d,0.66,39,20
1/4/2019,24,0.39,23,19,0.65,23,s/d,0.65,39,21
1/5/2019,1,0.39,14,19,0.65,16,s/d,0.63,26,21
1/5/2019,2,0.38,12,20,0.65,13,s/d,0.59,21,22
1/5/2019,3,0.37,11,20,0.64,11,s/d,0.56,20,22
1/5/2019,4,0.36,13,20,0.63,16,s/d,0.52,14,22
1/5/2019,5,0.33,10,20,0.63,12,s/d,0.48,19,22
1/5/2019,6,0.29,13,20,0.62,10,s/d,0.43,23,22
1/5/2019,7,0.26,13,20,0.6,16,s/d,0.39,19,22
1/5/2019,8,0.23,11,20,0.6,13,s/d,0.35,17,23
1/5/2019,9,0.22,8,20,0.6,8,s/d,0.34,18,25
1/5/2019,10,0.22,9,20,0.6,8,s/d,0.33,17,26
1/5/2019,11,0.22,9,19,0.61,7,s/d,0.33,17,26
1/5/2019,12,0.22,9,19,0.61,8,s/d,0.32,18,27
1/5/2019,13,0.23,8,19,0.61,10,s/d,0.32,16,27
1/5/2019,14,0.24,7,18,0.61,9,s/d,0.32,15,27
1/5/2019,15,0.24,7,18,0.6,8,s/d,0.31,14,28
1/5/2019,16,0.24,8,17,0.61,15,s/d,0.3,15,29
1/5/2019,17,0.23,10,17,0.62,16,s/d,0.3,16,31
1/5/2019,18,0.23,18,16,0.63,15,s/d,0.31,16,33
1/5/2019,19,0.23,17,16,0.65,18,s/d,0.31,13,36
1/5/2019,20,0.24,16,16,0.69,20,s/d,0.31,14,36
1/5/2019,21,0.25,22,16,0.74,28,s/d,0.33,28,36
1/5/2019,22,0.29,30,16,0.77,22,s/d,0.35,22,35
1/5/2019,23,0.32,16,15,0.79,16,s/d,0.38,19,35
1/5/2019,24,0.34,15,15,0.79,10,s/d,0.4,17,34
1/6/2019,1,0.36,14,14,0.78,16,s/d,0.41,15,34
1/6/2019,2,0.37,12,14,0.76,17,s/d,0.42,15,34
1/6/2019,3,0.37,12,14,0.74,15,s/d,0.41,14,33
1/6/2019,4,0.37,11,14,0.7,10,s/d,0.42,22,33
1/6/2019,5,0.35,18,14,0.65,14,s/d,0.4,25,33
1/6/2019,6,0.32,10,14,0.62,14,s/d,0.38,20,33
1/6/2019,7,0.31,9,14,0.62,14,s/d,0.38,21,33
1/6/2019,8,0.3,13,14,0.62,13,s/d,0.38,21,33
1/6/2019,9,0.3,10,14,0.62,12,s/d,0.38,21,30
1/6/2019,10,0.29,9,14,0.63,14,s/d,0.38,19,29
1/6/2019,11,0.29,11,13,0.63,15,s/d,0.39,25,27
1/6/2019,12,0.29,12,12,0.64,13,s/d,0.39,25,25
1/6/2019,13,0.31,12,12,0.64,15,s/d,0.39,23,25
1/6/2019,14,0.33,14,11,0.65,14,s/d,0.41,23,24
1/6/2019,15,0.34,11,11,0.66,17,s/d,0.4,11,24
1/6/2019,16,0.35,11,11,0.68,19,s/d,0.39,15,23
1/6/2019,17,0.35,12,12,0.7,21,s/d,0.38,13,22
1/6/2019,18,0.37,16,11,0.75,23,s/d,0.38,14,20
1/6/2019,19,0.38,17,11,0.78,23,s/d,0.37,21,16
1/6/2019,20,0.4,18,11,0.82,26,s/d,0.37,21,15
1/6/2019,21,0.42,24,11,0.88,28,s/d,0.37,27,15
1/6/2019,22,0.42,17,12,0.89,24,s/d,0.38,30,16
1/6/2019,23,0.43,13,11,0.91,23,s/d,0.39,25,16
1/6/2019,24,0.45,16,12,0.93,27,s/d,0.42,29,17
1/7/2019,1,0.47,21,12,0.96,26,s/d,0.45,31,18
1/7/2019,2,0.48,22,12,0.95,24,s/d,0.48,33,18
1/7/2019,3,0.48,18,13,0.94,23,s/d,0.49,25,18
1/7/2019,4,0.48,14,13,0.92,21,s/d,0.49,29,18
1/7/2019,5,0.44,15,13,0.89,23,s/d,0.5,29,19
1/7/2019,6,0.43,18,14,0.88,23,s/d,0.49,32,19
1/7/2019,7,0.43,21,14,0.88,27,s/d,0.48,28,19
1/7/2019,8,0.43,24,14,0.91,30,s/d,0.47,28,18
1/7/2019,9,0.42,21,15,0.93,32,s/d,0.45,26,18
1/7/2019,10,0.43,19,15,0.95,27,s/d,0.44,24,19
1/7/2019,11,0.45,18,16,0.99,28,s/d,0.44,24,19
1/7/2019,12,0.46,17,17,1.02,27,s/d,0.44,25,20
1/7/2019,13,0.48,20,17,1.1,32,s/d,0.44,23,20
1/7/2019,14,0.5,22,18,1.17,35,s/d,0.45,27,21
1/7/2019,15,0.52,21,18,1.2,33,s/d,0.46,30,21
1/7/2019,16,0.52,17,19,1.18,28,s/d,0.46,23,22
1/7/2019,17,0.5,14,18,1.17,29,s/d,0.46,21,22
1/7/2019,18,0.49,19,19,1.17,31,s/d,0.46,25,23
1/7/2019,19,0.5,19,19,1.17,34,s/d,0.47,27,24
1/7/2019,20,0.5,22,19,1.17,34,s/d,0.47,30,24
1/7/2019,21,0.53,27,20,1.14,35,s/d,0.49,34,25
1/7/2019,22,0.56,31,20,1.1,36,s/d,0.53,35,25
1/7/2019,23,0.6,33,21,1.1,38,s/d,0.57,33,26
1/7/2019,24,0.63,31,22,1.12,38,s/d,0.62,35,27
1/8/2019,1,0.66,26,22,1.08,24,s/d,0.64,28,27
1/8/2019,2,0.64,13,22,1.02,16,s/d,0.64,22,27
1/8/2019,3,0.61,9,21,0.96,13,s/d,0.62,21,27
1/8/2019,4,0.58,9,21,0.9,16,s/d,0.62,27,27
1/8/2019,5,0.52,10,21,0.83,16,s/d,0.59,22,27
1/8/2019,6,0.47,14,20,0.78,19,s/d,0.55,23,27
1/8/2019,7,0.41,17,21,0.72,22,s/d,0.51,22,27
1/8/2019,8,0.38,18,20,0.66,26,s/d,0.47,24,28
1/8/2019,9,0.38,20,20,0.68,30,s/d,0.48,25,28
1/8/2019,10,0.41,20,20,0.71,31,s/d,0.49,24,28
1/8/2019,11,0.43,17,20,0.75,31,s/d,0.49,22,28
1/8/2019,12,0.46,18,20,0.78,38,s/d,0.48,21,29
1/8/2019,13,0.49,16,21,0.84,33,s/d,0.47,17,29
1/8/2019,14,0.51,19,20,0.88,35,s/d,0.46,24,29
1/8/2019,15,0.51,21,20,0.88,24,s/d,0.44,23,29
1/8/2019,16,0.5,14,20,0.86,22,s/d,0.42,22,30
1/8/2019,17,0.48,14,20,0.83,22,s/d,0.39,24,32
1/8/2019,18,0.46,27,20,0.82,37,s/d,0.38,27,31
1/8/2019,19,0.46,27,20,0.81,35,s/d,0.39,34,32
1/8/2019,20,0.46,22,20,0.81,43,s/d,0.41,35,32
1/8/2019,21,0.45,23,20,0.79,39,s/d,0.43,36,32
1/8/2019,22,0.45,21,19,0.76,25,s/d,0.45,30,32
1/8/2019,23,0.45,22,18,0.76,22,s/d,0.46,25,32
1/8/2019,24,0.45,18,18,0.76,17,s/d,0.46,21,31
1/9/2019,1,0.44,17,17,0.77,24,s/d,0.46,18,29
1/9/2019,2,0.42,12,17,0.76,12,s/d,0.46,17,28
1/9/2019,3,0.39,6,17,0.73,11,s/d,0.45,14,28
1/9/2019,4,0.37,7,17,0.7,12,s/d,0.44,14,28
1/9/2019,5,0.34,7,17,0.67,8,s/d,0.44,23,28
1/9/2019,6,0.32,8,17,0.66,11,s/d,0.44,19,28
1/9/2019,7,0.31,13,16,0.66,18,s/d,0.45,20,28
1/9/2019,8,0.3,14,17,0.68,24,s/d,0.44,23,31
1/9/2019,9,0.31,24,18,0.71,34,s/d,0.44,24,30
1/9/2019,10,0.35,26,17,0.77,35,s/d,0.48,22,30
1/9/2019,11,0.38,20,17,0.79,29,s/d,0.47,18,30
1/9/2019,12,0.4,18,17,0.84,31,s/d,0.47,19,30
1/9/2019,13,0.42,21,18,0.89,31,s/d,0.46,19,31
1/9/2019,14,0.44,15,24,0.95,30,s/d,0.43,17,30
1/9/2019,15,0.45,16,25,1.01,30,s/d,0.39,16,29
1/9/2019,16,0.45,17,25,1.08,38,s/d,0.39,18,29
1/9/2019,17,0.45,16,25,1.11,33,s/d,0.39,20,29
1/9/2019,18,0.42,19,25,1.12,29,s/d,0.36,20,30
1/9/2019,19,0.41,18,25,1.15,26,s/d,0.37,26,29
1/9/2019,20,0.41,19,25,1.15,28,s/d,0.37,27,27
1/9/2019,21,0.41,15,25,1.17,29,s/d,0.38,23,27
1/9/2019,22,0.41,15,25,1.19,29,s/d,0.39,26,26
1/9/2019,23,0.41,13,25,1.18,26,s/d,0.4,16,26
1/9/2019,24,0.41,12,25,1.13,23,s/d,0.4,20,26
1/10/2019,1,0.4,10,26,1.07,18,s/d,0.39,17,26
1/10/2019,2,0.39,6,25,1,16,s/d,0.38,12,27
1/10/2019,3,0.37,4,25,0.93,16,s/d,0.35,12,27
1/10/2019,4,0.35,3,26,0.87,15,s/d,0.33,13,27
1/10/2019,5,0.32,4,26,0.78,14,s/d,0.31,17,27
1/10/2019,6,0.3,6,25,0.69,18,s/d,0.3,16,26
1/10/2019,7,0.28,11,26,0.62,20,s/d,0.29,24,26
1/10/2019,8,0.28,15,24,0.6,27,s/d,0.28,25,24
1/10/2019,9,0.28,17,25,0.63,30,23,0.27,24,25
1/10/2019,10,0.3,16,25,0.71,32,25,0.27,22,25
1/10/2019,11,0.33,15,25,0.78,29,27,0.28,18,25
1/10/2019,12,0.35,12,25,0.86,32,29,0.29,17,25
1/10/2019,13,0.38,14,25,0.96,31,32,0.29,16,25
1/10/2019,14,0.4,12,19,1.03,26,32,0.3,11,25
1/10/2019,15,0.43,12,20,1.1,24,31,0.3,7,25
1/10/2019,16,0.44,13,20,1.18,27,33,0.29,8,25
1/10/2019,17,0.44,13,21,1.2,25,33,0.29,10,24
1/10/2019,18,0.44,14,21,1.19,27,33,0.28,12,23
1/10/2019,19,0.45,15,21,1.21,28,34,0.27,14,24
1/10/2019,20,0.45,12,22,1.17,23,35,0.27,9,24
1/10/2019,21,0.44,12,21,1.12,22,35,0.25,11,24
1/10/2019,22,0.43,10,21,1.06,22,36,0.24,11,24
1/10/2019,23,0.41,9,21,1.01,21,35,0.23,14,24
1/10/2019,24,0.39,9,20,0.9,19,35,0.22,13,23
1/11/2019,1,0.37,10,20,0.86,19,33,0.22,9,23
1/11/2019,2,0.35,7,19,0.79,18,33,0.22,7,22
1/11/2019,3,0.31,6,19,0.69,17,33,0.22,6,22
1/11/2019,4,0.29,10,19,0.65,18,33,0.22,8,22
1/11/2019,5,0.27,13,19,0.62,19,32,0.23,10,22
1/11/2019,6,0.26,16,19,0.61,21,33,0.25,25,21
1/11/2019,7,0.27,17,19,0.61,24,33,0.28,16,22
1/11/2019,8,0.29,19,20,0.64,28,33,0.31,16,20
1/11/2019,9,0.33,21,19,0.67,34,32,0.32,20,20
1/11/2019,10,0.35,17,19,0.68,26,31,0.34,25,19
1/11/2019,11,0.37,14,19,0.7,27,30,0.36,22,20
1/11/2019,12,0.38,14,19,0.72,24,28,0.36,19,19
1/11/2019,13,0.39,16,18,0.74,23,26,0.37,22,18
1/11/2019,14,0.4,15,18,0.74,21,25,0.36,19,19
1/11/2019,15,0.39,12,16,0.72,17,26,0.34,19,19
1/11/2019,16,0.37,11,16,0.69,15,24,0.32,20,20
1/11/2019,17,0.33,11,17,0.65,16,23,0.31,18,20
1/11/2019,18,0.33,12,17,0.64,18,23,0.3,18,20
1/11/2019,19,0.33,14,17,0.64,20,23,0.3,19,20
1/11/2019,20,0.34,13,17,0.63,18,22,0.3,21,20
1/11/2019,21,0.35,15,16,0.63,20,21,0.31,22,19
1/11/2019,22,0.37,16,16,0.64,20,20,0.32,24,19
1/11/2019,23,0.39,15,16,0.65,21,20,0.33,23,19
1/11/2019,24,0.41,14,16,0.65,22,20,0.34,26,19
1/12/2019,1,0.42,12,17,0.65,16,20,0.35,23,19
1/12/2019,2,0.42,10,17,0.64,13,20,0.34,18,19
1/12/2019,3,0.41,8,17,0.62,13,20,0.33,14,20
1/12/2019,4,0.4,13,18,0.61,10,20,0.32,12,20
1/12/2019,5,0.38,7,18,0.59,10,21,0.3,14,20
1/12/2019,6,0.36,8,18,0.56,14,21,0.29,11,21
1/12/2019,7,0.35,9,17,0.55,11,22,0.27,15,21
1/12/2019,8,0.34,9,17,0.54,11,22,0.26,12,21
1/12/2019,9,0.33,7,17,0.54,12,23,0.25,10,21
1/12/2019,10,0.34,6,17,0.54,12,22,0.25,11,22
1/12/2019,11,0.35,7,16,0.54,8,21,0.25,10,22
1/12/2019,12,0.38,8,16,0.54,10,20,0.26,10,22
1/12/2019,13,0.4,8,16,0.55,9,19,0.26,10,22
1/12/2019,14,0.41,6,16,0.56,9,18,0.26,11,22
1/12/2019,15,0.41,7,16,0.56,9,17,0.26,9,21
1/12/2019,16,0.41,9,15,0.57,11,17,0.25,10,21
1/12/2019,17,0.41,8,15,0.58,12,17,0.24,9,21
1/12/2019,18,0.41,9,13,0.6,12,17,0.24,10,21
1/12/2019,19,0.4,10,12,0.61,14,17,0.25,14,23
1/12/2019,20,0.4,18,13,0.64,16,18,0.27,16,22
1/12/2019,21,0.41,22,13,0.66,18,19,0.31,21,22
1/12/2019,22,0.43,18,13,0.69,18,20,0.34,21,23
1/12/2019,23,0.45,16,14,0.72,20,22,0.35,21,23
1/12/2019,24,0.47,12,14,0.74,18,29,0.37,22,24
1/13/2019,1,0.49,14,13,0.74,15,30,0.4,19,24
1/13/2019,2,0.5,9,13,0.74,15,30,0.42,15,24
1/13/2019,3,0.5,8,13,0.72,9,30,0.43,13,24
1/13/2019,4,0.49,5,13,0.71,10,30,0.42,9,24
1/13/2019,5,0.47,5,12,0.69,9,29,0.41,9,24
1/13/2019,6,0.45,7,12,0.66,9,29,0.4,10,23
1/13/2019,7,0.43,8,12,0.64,10,28,0.41,9,23
1/13/2019,8,0.41,6,12,0.61,10,27,0.42,11,22
1/13/2019,9,0.4,9,12,0.61,17,26,0.42,17,22
1/13/2019,10,0.4,11,11,0.62,17,27,0.42,21,21
1/13/2019,11,0.41,13,11,0.65,22,27,0.44,18,21
1/13/2019,12,0.43,11,10,0.66,16,28,0.45,15,20
1/13/2019,13,0.44,10,10,0.67,15,27,0.46,14,20
1/13/2019,14,0.47,10,10,0.68,14,27,0.47,17,19
1/13/2019,15,0.49,9,9,0.69,17,27,0.48,12,19
1/13/2019,16,0.5,7,9,0.7,12,27,0.48,14,18
1/13/2019,17,0.51,7,9,0.7,12,26,0.48,13,17
1/13/2019,18,0.51,8,9,0.7,12,25,0.48,11,16
1/13/2019,19,0.52,8,9,0.69,13,25,0.47,14,14
1/13/2019,20,0.54,10,8,0.69,17,24,0.47,19,14
1/13/2019,21,0.55,12,9,0.72,19,24,0.47,19,15
1/13/2019,22,0.55,16,8,0.74,18,24,0.46,17,15
1/13/2019,23,0.55,17,8,0.76,22,23,0.46,31,15
1/13/2019,24,0.57,20,9,0.79,29,16,0.47,31,14
1/14/2019,1,0.59,14,9,0.82,26,16,0.47,28,14
1/14/2019,2,0.6,14,10,0.85,23,17,0.47,25,15
1/14/2019,3,0.59,14,10,0.86,21,18,0.46,22,16
1/14/2019,4,0.57,13,10,0.86,20,19,0.45,19,16
1/14/2019,5,0.57,12,10,0.84,17,20,0.44,22,16
1/14/2019,6,0.55,13,12,0.84,19,22,0.44,22,17
1/14/2019,7,0.54,14,13,0.86,22,23,0.44,17,18
1/14/2019,8,0.54,15,14,0.92,25,25,0.43,15,18
1/14/2019,9,0.55,14,15,0.95,32,26,0.44,15,18
1/14/2019,10,0.57,16,15,0.99,35,25,0.44,17,18
1/14/2019,11,0.59,14,16,1.05,39,26,0.44,18,18
1/14/2019,12,0.6,15,17,1.09,28,27,0.44,16,18
1/14/2019,13,0.61,17,17,1.13,26,27,0.44,14,19
1/14/2019,14,0.63,13,18,1.14,23,30,0.44,14,20
1/14/2019,15,0.63,9,18,1.13,18,30,0.43,14,20
1/14/2019,16,0.62,8,18,1.05,15,30,0.42,12,20
1/14/2019,17,0.61,8,18,1.01,16,31,0.41,13,21
1/14/2019,18,0.58,10,19,0.95,14,33,0.41,13,21
1/14/2019,19,0.57,12,19,0.92,18,33,0.42,14,22
1/14/2019,20,0.56,11,19,0.9,17,33,0.42,16,21
1/14/2019,21,0.55,11,19,0.88,17,33,0.42,16,21
1/14/2019,22,0.54,9,19,0.85,14,33,0.42,15,20
1/14/2019,23,0.53,10,18,0.85,19,33,0.41,20,20
1/14/2019,24,0.52,11,19,0.84,17,35,0.42,20,20
1/15/2019,1,0.51,11,19,0.82,12,34,0.43,13,19
1/15/2019,2,0.5,6,18,0.79,10,33,0.42,14,18
1/15/2019,3,0.48,4,18,0.74,10,32,0.4,12,18
1/15/2019,4,0.46,5,18,0.71,10,31,0.39,14,17
1/15/2019,5,0.45,5,18,0.67,11,30,0.39,16,17
1/15/2019,6,0.44,6,16,0.65,12,28,0.38,16,17
1/15/2019,7,0.44,8,15,0.63,17,27,0.4,17,16
1/15/2019,8,0.47,13,14,0.67,23,26,0.4,12,16
1/15/2019,9,0.49,12,14,0.72,24,28,0.4,12,17
1/15/2019,10,0.54,14,14,0.81,30,29,0.42,17,17
1/15/2019,11,0.61,17,14,0.95,31,29,0.45,17,18
1/15/2019,12,0.66,14,14,1.06,27,30,0.48,15,18
1/15/2019,13,0.69,12,14,1.13,24,30,0.49,17,18
1/15/2019,14,0.71,12,13,1.17,21,27,0.52,s/d,17
1/15/2019,15,0.72,10,13,1.2,18,27,0.55,s/d,18
1/15/2019,16,0.71,10,13,1.19,18,27,0.55,16,18
1/15/2019,17,0.71,17,13,1.18,23,30,0.57,20,19
1/15/2019,18,0.7,14,13,1.16,25,31,0.58,23,18
1/15/2019,19,0.66,15,13,1.1,28,30,0.56,26,18
1/15/2019,20,0.64,15,13,1.05,25,29,0.55,23,17
1/15/2019,21,0.63,13,13,1,20,28,0.55,21,17
1/15/2019,22,0.64,15,13,0.99,23,28,0.54,23,17
1/15/2019,23,0.67,15,13,1,24,28,0.54,23,17
1/15/2019,24,0.68,14,13,1,23,26,0.55,24,16
1/16/2019,1,0.67,13,13,0.99,21,26,0.54,23,17
1/16/2019,2,0.65,12,13,0.95,19,28,0.52,25,17
1/16/2019,3,0.63,11,13,0.89,17,28,0.51,22,17
1/16/2019,4,0.61,9,12,0.83,14,27,0.49,19,17
1/16/2019,5,0.59,7,12,0.81,13,27,0.46,13,17
1/16/2019,6,0.57,10,13,0.77,15,27,0.44,19,17
1/16/2019,7,0.54,11,13,0.73,18,28,0.42,17,17
1/16/2019,8,0.55,13,12,0.73,24,27,0.41,16,16
1/16/2019,9,0.58,16,12,0.74,24,24,0.41,16,15
1/16/2019,10,0.61,17,12,0.78,28,22,0.41,18,15
1/16/2019,11,0.63,18,12,0.83,33,20,0.42,22,15
1/16/2019,12,0.63,s/d,12,0.91,35,19,0.45,25,15
1/16/2019,13,0.6,s/d,12,0.96,33,20,0.47,24,16
1/16/2019,14,0.61,17,13,1.01,39,22,0.48,23,16
1/16/2019,15,0.59,17,13,1.02,37,23,0.51,38,18
1/16/2019,16,0.57,25,14,1,39,25,0.51,35,20
1/16/2019,17,0.53,28,14,0.97,32,24,0.52,41,19
1/16/2019,18,0.5,30,15,0.92,37,23,0.53,42,21
1/16/2019,19,0.5,30,16,0.87,33,24,0.55,45,23
1/16/2019,20,0.51,31,17,0.82,37,26,0.55,43,25
1/16/2019,21,0.55,36,18,0.79,41,28,0.55,56,27
1/16/2019,22,0.57,32,18,0.76,51,28,0.57,50,28
1/16/2019,23,0.62,48,19,0.77,53,29,0.57,60,29
1/16/2019,24,0.67,55,21,0.78,49,31,0.59,60,30
1/17/2019,1,0.69,45,22,0.82,57,30,0.6,75,31
1/17/2019,2,0.71,38,23,0.84,42,29,0.63,55,32
1/17/2019,3,0.73,43,24,0.89,46,31,0.64,41,34
1/17/2019,4,0.7,9,26,0.87,15,33,0.61,7,36
1/17/2019,5,0.65,5,27,0.83,12,34,0.58,5,36
1/17/2019,6,0.59,6,27,0.8,14,34,0.53,8,36
1/17/2019,7,0.51,8,27,0.77,18,35,0.48,15,36
1/17/2019,8,0.43,10,28,0.78,19,35,0.44,11,37
1/17/2019,9,0.36,9,28,0.75,19,36,0.39,12,37
1/17/2019,10,0.31,10,28,0.74,19,37,0.34,13,38
1/17/2019,11,0.27,11,29,0.7,21,39,0.28,14,39
1/17/2019,12,0.27,10,29,0.71,18,41,0.28,15,39
1/17/2019,13,0.29,10,29,0.73,17,42,0.3,14,39
1/17/2019,14,0.31,9,29,0.76,15,42,0.33,13,40
1/17/2019,15,0.32,9,30,0.78,s/d,41,0.37,16,42
1/17/2019,16,0.33,11,30,0.73,16,41,0.39,13,41
1/17/2019,17,0.34,11,30,0.73,17,41,0.39,15,40
1/17/2019,18,0.34,10,30,0.74,17,41,0.39,14,40
1/17/2019,19,0.34,10,30,0.74,16,41,0.39,14,39
1/17/2019,20,0.33,12,30,0.75,18,41,0.39,11,38
1/17/2019,21,0.33,12,30,0.76,18,40,0.37,15,38
1/17/2019,22,0.33,11,30,0.76,20,40,0.34,18,37
1/17/2019,23,0.32,10,29,0.74,17,40,0.3,15,37
1/17/2019,24,0.3,8,29,0.73,16,39,0.27,9,36
