fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
4/28/2019,18,0.47,17,18,0.49,17,24,0.41,21,20
4/28/2019,19,0.5,23,18,0.51,18,24,0.44,26,22
4/28/2019,20,0.55,23,17,0.52,18,23,0.48,25,22
4/28/2019,21,0.59,24,17,0.53,16,22,0.5,27,21
4/28/2019,22,0.63,25,17,0.55,20,20,0.55,28,21
4/28/2019,23,0.66,25,17,0.57,23,19,0.58,29,21
4/28/2019,24,0.69,24,17,0.58,21,19,0.61,29,22
4/29/2019,1,0.7,23,17,0.6,22,19,0.61,28,22
4/29/2019,2,0.7,20,18,0.6,20,19,0.58,19,22
4/29/2019,3,0.69,18,18,0.59,16,20,0.56,21,22
4/29/2019,4,0.65,18,17,0.58,17,20,0.54,17,22
4/29/2019,5,0.61,14,17,0.56,15,20,0.51,14,22
4/29/2019,6,0.57,15,17,0.55,18,19,0.48,23,22
4/29/2019,7,0.57,20,17,0.53,20,18,0.49,23,22
4/29/2019,8,0.59,23,17,0.54,22,17,0.52,26,22
4/29/2019,9,0.65,24,17,0.56,22,18,0.57,32,22
4/29/2019,10,0.68,26,18,0.58,22,18,0.62,33,24
4/29/2019,11,0.72,22,19,0.64,23,19,0.66,32,25
4/29/2019,12,0.76,21,20,0.67,21,21,0.7,24,26
4/29/2019,13,0.79,20,20,0.7,21,22,0.72,24,27
4/29/2019,14,0.82,16,21,0.74,21,24,0.72,23,29
4/29/2019,15,0.82,17,21,0.76,21,24,0.69,22,29
4/29/2019,16,0.79,17,21,0.77,22,24,0.65,23,30
4/29/2019,17,0.74,20,21,0.79,25,24,0.6,25,30
4/29/2019,18,0.73,24,21,0.82,27,24,0.58,29,29
4/29/2019,19,0.75,27,22,0.83,27,25,0.56,27,29
4/29/2019,20,0.79,27,22,0.88,27,26,0.53,28,29
4/29/2019,21,0.78,20,23,0.89,22,26,0.5,15,29
4/29/2019,22,0.76,19,22,0.89,23,27,0.47,19,29
4/29/2019,23,0.73,15,22,0.88,19,29,0.43,14,29
4/29/2019,24,0.71,19,22,0.85,19,29,0.39,10,29
4/30/2019,1,0.67,17,22,0.8,17,29,0.35,7,29
4/30/2019,2,0.61,12,22,0.73,14,29,0.28,4,29
4/30/2019,3,0.52,7,22,0.66,9,29,0.24,3,29
4/30/2019,4,0.42,8,22,0.56,9,30,0.21,3,30
4/30/2019,5,0.37,8,23,0.51,8,29,0.2,3,30
4/30/2019,6,0.33,11,23,0.47,12,30,0.21,6,30
4/30/2019,7,0.34,20,24,0.5,22,30,0.23,11,32
4/30/2019,8,0.39,24,24,0.58,30,31,0.27,25,31
4/30/2019,9,0.46,25,24,0.64,24,32,0.32,23,32
4/30/2019,10,0.54,26,25,0.68,23,33,0.35,18,32
4/30/2019,11,0.64,23,26,0.73,21,33,0.36,16,32
4/30/2019,12,0.68,17,26,0.77,19,33,0.37,12,32
